Num ineq rest,B&B+HTC+MHV,BestFS+HTC+MHV,B&B+HTC+MVPWU,BestFS+HTC+MVPWU,B&B+HTC+MCF,BestFS+HTC+MCF,01LP,BoolOpt
2 ineq rest,0.049221,0.043105,0.016602,0.011941,0.017184,0.011941,0.301445,0.303775
2 ineq rest,0.052716,0.046891,0.01864,0.013398,0.025921,0.016019,0.277271,0.365811
2 ineq rest,0.052425,0.060872,0.019223,0.013106,0.016602,0.012524,0.153198,0.129898
2 ineq rest,0.067861,0.059706,0.020679,0.015436,0.02563,0.015436,0.116209,0.522213
2 ineq rest,0.050095,0.042231,0.014854,0.009611,0.012524,0.008155,0.200963,0.25863
2 ineq rest,0.057959,0.050678,0.034076,0.027378,0.026504,0.019514,0.28397,0.387946
2 ineq rest,0.056503,0.054172,0.018058,0.012233,0.017766,0.011941,0.154072,0.211157
2 ineq rest,0.055629,0.048348,0.024465,0.01631,0.030581,0.018349,0.263873,0.345715
2 ineq rest,0.071065,0.049221,0.032911,0.022426,0.032911,0.023591,0.380083,0.406003
2 ineq rest,0.057085,0.053007,0.01631,0.01398,0.016019,0.011359,0.145916,0.12815
2 ineq rest,0.054173,0.047474,0.029125,0.019222,0.02796,0.02097,0.392024,0.409207
2 ineq rest,0.055047,0.048348,0.022718,0.016018,0.033785,0.020679,0.11417,0.117666
2 ineq rest,0.04194,0.036115,0.01165,0.006699,0.010776,0.006698,0.161062,0.222807
2 ineq rest,0.052134,0.044852,0.019514,0.013106,0.015436,0.010485,0.23504,0.250767
2 ineq rest,0.059707,0.05359,0.025339,0.019806,0.029416,0.023883,0.285135,0.216108
2 ineq rest,0.05825,0.056794,0.027377,0.02097,0.036697,0.040776,0.448235,0.440954
2 ineq rest,0.047182,0.040484,0.016893,0.01165,0.014853,0.010485,0.268243,0.243195
2 ineq rest,0.059706,0.052134,0.030873,0.023592,0.036698,0.028542,0.383578,0.489301
2 ineq rest,0.07223,0.048348,0.029125,0.01631,0.021261,0.015145,0.276397,0.40746
2 ineq rest,0.025339,0.022135,0.014563,0.007864,0.010776,0.00699,0.255719,0.243486
2 ineq rest,0.052717,0.0466,0.01864,0.01631,0.0233,0.016893,0.196012,0.188731
2 ineq rest,0.05592,0.050969,0.027377,0.021844,0.029999,0.024756,0.181158,0.172712
2 ineq rest,0.058542,0.052717,0.024756,0.01864,0.03262,0.026212,0.496001,0.278436
2 ineq rest,0.057376,0.052717,0.025339,0.02097,0.034367,0.025339,0.143005,0.135432
2 ineq rest,0.050095,0.043978,0.016893,0.011068,0.01631,0.010777,0.148538,0.136306
2 ineq rest,0.051551,0.044853,0.022718,0.015145,0.017183,0.013106,0.237661,0.236204
2 ineq rest,0.054755,0.046891,0.01864,0.013107,0.021262,0.015436,0.181741,0.169217
2 ineq rest,0.052425,0.0466,0.027086,0.017475,0.019805,0.014272,0.122908,0.169217
2 ineq rest,0.05359,0.047182,0.016019,0.010776,0.020388,0.014854,0.155528,0.138053
2 ineq rest,0.06058,0.052716,0.016892,0.012233,0.03029,0.023591,0.306978,0.195139
2 ineq rest,0.075726,0.066987,0.036697,0.030581,0.033203,0.025048,0.192226,0.167178
2 ineq rest,0.064366,0.056794,0.032037,0.02563,0.035533,0.028833,0.366685,0.327948
2 ineq rest,0.062036,0.054173,0.020388,0.014854,0.02796,0.02097,0.12815,0.120578
2 ineq rest,0.056503,0.050678,0.012524,0.008155,0.012524,0.008446,0.172129,0.258631
2 ineq rest,0.063493,0.055629,0.036115,0.023883,0.028834,0.023009,0.14912,0.119122
2 ineq rest,0.06757,0.061454,0.029999,0.011942,0.023883,0.017766,0.167761,0.14679
2 ineq rest,0.090579,0.080094,0.032911,0.026504,0.048347,0.036698,0.331152,0.331735
2 ineq rest,0.077181,0.071357,0.028542,0.022136,0.02796,0.022427,0.230962,0.230089
2 ineq rest,0.076016,0.057959,0.025339,0.018931,0.025922,0.016602,0.193681,0.178537
2 ineq rest,0.066696,0.057959,0.01864,0.013689,0.022718,0.016892,0.315716,0.305523
2 ineq rest,0.083007,0.071648,0.047765,0.03728,0.050096,0.038445,0.294163,0.27465
2 ineq rest,0.063784,0.055629,0.021552,0.015727,0.019805,0.01398,0.346297,0.268534
2 ineq rest,0.076308,0.057377,0.017475,0.011941,0.022135,0.018349,0.152907,0.138345
2 ineq rest,0.072521,0.064657,0.021844,0.015727,0.021552,0.015727,0.267368,0.274941
2 ineq rest,0.066697,0.057959,0.011359,0.006699,0.016601,0.011359,0.177955,0.217564
2 ineq rest,0.026795,0.0233,0.017183,0.013107,0.01398,0.010193,0.145917,0.154655
2 ineq rest,0.056502,0.04893,0.010193,0.006408,0.012816,0.008447,0.191934,0.173003
2 ineq rest,0.066696,0.059124,0.027669,0.020678,0.026796,0.020678,0.468332,0.178536
2 ineq rest,0.053882,0.047766,0.013689,0.008737,0.013398,0.008447,0.150285,0.126111
2 ineq rest,0.07456,0.057959,0.016019,0.010776,0.021261,0.015145,0.124364,0.204749
2 ineq rest,0.059124,0.05126,0.015728,0.011068,0.015145,0.010194,0.16747,0.19572
2 ineq rest,0.059415,0.051552,0.03961,0.019805,0.025339,0.01864,0.133102,0.184362
2 ineq rest,0.054464,0.047765,0.013398,0.008737,0.016601,0.010776,0.276106,0.391441
2 ineq rest,0.054755,0.049221,0.019514,0.013689,0.033202,0.024757,0.203585,0.161644
2 ineq rest,0.064075,0.076307,0.025047,0.019223,0.027377,0.021262,0.27698,0.336686
2 ineq rest,0.073687,0.064949,0.027378,0.019805,0.04194,0.02796,0.152615,0.509106
2 ineq rest,0.069318,0.089414,0.052425,0.022135,0.031746,0.026212,0.278144,0.194264
2 ineq rest,0.068152,0.061162,0.031455,0.023592,0.028542,0.031746,0.148538,0.133393
2 ineq rest,0.07223,0.062619,0.043106,0.02563,0.033785,0.025339,0.611627,0.521048
2 ineq rest,0.072521,0.066988,0.035242,0.029125,0.04194,0.036697,0.177372,0.303483
2 ineq rest,0.060871,0.065823,0.024466,0.014854,0.031455,0.022717,0.212613,0.233292
2 ineq rest,0.028834,0.024174,0.014272,0.009902,0.016892,0.012815,0.135141,0.15145
2 ineq rest,0.064658,0.061454,0.02563,0.032037,0.031163,0.025339,0.366102,0.365229
2 ineq rest,0.026796,0.022427,0.016893,0.012815,0.013689,0.00932,0.259505,0.223972
2 ineq rest,0.06058,0.054755,0.025048,0.018932,0.027087,0.018931,0.279892,0.27261
2 ineq rest,0.059124,0.052716,0.022426,0.016601,0.023591,0.017184,0.241156,0.241738
2 ineq rest,0.064367,0.053881,0.01864,0.01398,0.028251,0.021553,0.147373,0.117956
2 ineq rest,0.055629,0.050095,0.033494,0.026504,0.036407,0.029125,0.368724,0.4261
2 ineq rest,0.060289,0.052425,0.0233,0.013398,0.039319,0.040484,0.382121,0.468622
2 ineq rest,0.062327,0.055337,0.018348,0.012815,0.024174,0.015145,0.157275,0.136014
2 ineq rest,0.069026,0.063201,0.04893,0.038154,0.110967,0.073978,0.194555,0.165721
2 ineq rest,0.071648,0.068444,0.030581,0.026212,0.03262,0.025338,0.345423,0.433672
2 ineq rest,0.053882,0.046892,0.014562,0.009902,0.013688,0.008155,0.199215,0.277854
2 ineq rest,0.066696,0.05592,0.04427,0.02563,0.029998,0.025048,0.382995,0.332899
2 ineq rest,0.052134,0.057086,0.009903,0.005533,0.009611,0.005534,0.164848,0.149121
2 ineq rest,0.053008,0.046891,0.013689,0.00932,0.012815,0.008155,0.26533,0.352705
2 ineq rest,0.065241,0.057377,0.012815,0.008737,0.021261,0.016019,0.138635,0.415906
2 ineq rest,0.054755,0.061454,0.018057,0.012232,0.021844,0.019222,0.143878,0.200381
2 ineq rest,0.095239,0.082133,0.048348,0.039319,0.068735,0.054173,0.534446,0.436294
2 ineq rest,0.073104,0.06524,0.018349,0.012524,0.021261,0.016602,0.201836,0.210865
2 ineq rest,0.070483,0.061746,0.076308,0.033785,0.042232,0.033494,0.393771,0.442118
2 ineq rest,0.081842,0.07456,0.043687,0.034659,0.049513,0.042522,0.216108,0.207953
2 ineq rest,0.069901,0.063201,0.022718,0.015727,0.023591,0.017183,0.186401,0.361734
2 ineq rest,0.08155,0.089414,0.030872,0.024465,0.036406,0.036115,0.118539,0.117083
2 ineq rest,0.075434,0.069317,0.02563,0.020096,0.029126,0.016601,0.149412,0.341928
2 ineq rest,0.080968,0.072522,0.046309,0.03262,0.040192,0.031163,0.478817,0.645703
2 ineq rest,0.078056,0.065823,0.03495,0.029125,0.059998,0.051552,0.311056,0.317463
2 ineq rest,0.070483,0.065532,0.033785,0.026504,0.033494,0.02563,0.483185,0.513184
2 ineq rest,0.068444,0.060289,0.031746,0.02097,0.038445,0.039027,0.350957,0.33756
2 ineq rest,0.097569,0.075143,0.039611,0.042231,0.043396,0.035532,0.319503,0.358239
2 ineq rest,0.073395,0.068735,0.013689,0.009029,0.016602,0.014854,0.16514,0.165721
2 ineq rest,0.085919,0.070482,0.027087,0.021552,0.03495,0.026795,0.26766,0.24203
2 ineq rest,0.072813,0.06524,0.028834,0.0233,0.062328,0.038154,0.178828,0.176206
2 ineq rest,0.0699,0.062328,0.020679,0.01398,0.024756,0.017475,0.14912,0.198051
2 ineq rest,0.076891,0.0699,0.030581,0.020678,0.034658,0.026213,0.269698,0.270863
2 ineq rest,0.076308,0.05825,0.011941,0.00699,0.010485,0.006116,0.159897,0.161645
2 ineq rest,0.075143,0.064949,0.039319,0.023883,0.032329,0.024174,0.138635,0.189896
2 ineq rest,0.070191,0.062036,0.039028,0.028834,0.069318,0.049222,0.266204,0.239408
2 ineq rest,0.079512,0.077181,0.030873,0.018349,0.025921,0.020096,0.178537,0.141839
2 ineq rest,0.077182,0.093491,0.023591,0.014854,0.027086,0.022717,0.272902,0.256592
2 ineq rest,0.085336,0.077181,0.02097,0.015145,0.024173,0.017766,0.314551,0.273775
2 ineq rest,0.063493,0.050095,0.013107,0.016018,0.011067,0.006408,0.229214,0.415324
2 ineq rest,0.07223,0.063493,0.021843,0.016019,0.023008,0.016892,0.203876,0.170964
2 ineq rest,0.068444,0.106307,0.031746,0.024465,0.094074,0.055338,0.378043,0.394062
2 ineq rest,0.073978,0.064075,0.041067,0.033202,0.03262,0.025921,0.442702,0.442119
2 ineq rest,0.075434,0.065531,0.027669,0.017766,0.036698,0.019223,0.157858,0.146207
2 ineq rest,0.066114,0.059124,0.032038,0.024757,0.048348,0.026795,0.602015,0.231545
2 ineq rest,0.088831,0.080386,0.036698,0.029125,0.066987,0.05592,0.538231,0.385033
2 ineq rest,0.06291,0.05592,0.023009,0.016602,0.019805,0.013689,0.175916,0.249602
2 ineq rest,0.0699,0.068736,0.027378,0.020679,0.029998,0.023591,0.181158,0.238243
2 ineq rest,0.077182,0.065531,0.02097,0.014854,0.026795,0.020679,0.143587,0.204167
2 ineq rest,0.072812,0.066114,0.026212,0.020097,0.075142,0.036698,0.13747,0.249019
2 ineq rest,0.077181,0.070483,0.025047,0.018931,0.018058,0.012815,0.132519,0.652693
2 ineq rest,0.100773,0.103976,0.064949,0.056503,0.091744,0.06757,0.424935,0.459011
2 ineq rest,0.064367,0.059706,0.015727,0.010485,0.014271,0.010193,0.250184,0.242903
2 ineq rest,0.063784,0.055629,0.014272,0.00932,0.013398,0.008738,0.172421,0.165722
2 ineq rest,0.05825,0.050095,0.012815,0.007864,0.011942,0.007281,0.228923,0.304066
2 ineq rest,0.070192,0.062328,0.02563,0.019223,0.027961,0.021261,0.148247,0.145625
2 ineq rest,0.069026,0.062619,0.021261,0.015437,0.043688,0.024465,0.15378,0.204749
2 ineq rest,0.087958,0.075725,0.05126,0.044853,0.089414,0.055047,0.241156,0.246107
2 ineq rest,0.092618,0.085627,0.030581,0.023883,0.105142,0.073686,0.419693,0.400761
2 ineq rest,0.091162,0.091744,0.047474,0.03961,0.045435,0.052425,0.126694,0.101646
2 ineq rest,0.079512,0.070192,0.019805,0.014271,0.027086,0.020097,0.149995,0.138926
2 ineq rest,0.071939,0.064367,0.016892,0.011942,0.027961,0.017766,0.141257,0.142713
2 ineq rest,0.069609,0.062036,0.021552,0.01631,0.024174,0.01864,0.198051,0.202128
2 ineq rest,0.078929,0.071065,0.047766,0.04427,0.072813,0.054172,0.219895,0.256592
2 ineq rest,0.071065,0.064075,0.011941,0.007281,0.01165,0.00699,0.235039,0.18873
2 ineq rest,0.078638,0.0699,0.030291,0.020387,0.016602,0.011359,0.261835,0.323288
2 ineq rest,0.094365,0.073104,0.02796,0.018932,0.037571,0.03029,0.144461,0.310764
2 ineq rest,0.087376,0.078347,0.040193,0.031455,0.035533,0.028834,0.342802,0.355034
2 ineq rest,0.079512,0.071356,0.023592,0.017475,0.024174,0.017766,0.263,0.376588
2 ineq rest,0.090288,0.071065,0.018349,0.013107,0.017184,0.010777,0.139218,0.416489
2 ineq rest,0.081842,0.086502,0.038445,0.029708,0.031746,0.023882,0.376587,0.405421
2 ineq rest,0.073104,0.081259,0.023591,0.017184,0.028543,0.02097,0.158149,0.231253
2 ineq rest,0.088249,0.075143,0.025921,0.020387,0.027669,0.020679,0.505029,0.504155
2 ineq rest,0.074561,0.067861,0.050095,0.039028,0.031164,0.024465,0.27028,0.259796
2 ineq rest,0.091161,0.082133,0.019514,0.010485,0.026213,0.019222,0.218147,0.208827
2 ineq rest,0.089414,0.081259,0.047473,0.037863,0.047182,0.046601,0.34455,0.383577
2 ineq rest,0.081259,0.071648,0.01631,0.010194,0.014854,0.010194,0.195721,0.18174
2 ineq rest,0.075726,0.069901,0.012524,0.008155,0.011359,0.007281,0.211157,0.179411
2 ineq rest,0.095822,0.080967,0.032912,0.02563,0.034367,0.026213,0.284843,0.251349
2 ineq rest,0.089414,0.087084,0.021261,0.014563,0.040484,0.027087,0.386781,0.355909
2 ineq rest,0.08155,0.077764,0.034368,0.028542,0.032911,0.025922,0.143878,0.136596
2 ineq rest,0.080094,0.067862,0.023883,0.016601,0.032911,0.025048,0.195138,0.182323
2 ineq rest,0.086502,0.08388,0.03029,0.0233,0.053007,0.03495,0.145043,0.126403
2 ineq rest,0.077472,0.081841,0.029999,0.014853,0.029708,0.022426,0.163975,0.158149
2 ineq rest,0.085337,0.074269,0.048639,0.038445,0.043979,0.035532,0.576385,0.464545
2 ineq rest,0.089122,0.091744,0.037862,0.029125,0.041648,0.02796,0.192517,0.254844
2 ineq rest,0.089123,0.085046,0.026504,0.019514,0.034077,0.027669,0.196012,0.351249
2 ineq rest,0.08854,0.081259,0.039901,0.019805,0.042814,0.02097,0.169508,0.323871
2 ineq rest,0.107763,0.079803,0.036407,0.019514,0.050386,0.03262,0.347462,0.342511
2 ineq rest,0.077181,0.076016,0.013689,0.008738,0.013106,0.007864,0.274359,0.250184
2 ineq rest,0.082716,0.074269,0.02563,0.018931,0.023592,0.017475,0.203002,0.169799
2 ineq rest,0.07922,0.074269,0.019223,0.013689,0.024174,0.017475,0.157858,0.186692
2 ineq rest,0.157858,0.119704,0.12116,0.1165,0.101938,0.06757,0.234166,0.326492
2 ineq rest,0.097278,0.070192,0.025048,0.018931,0.032329,0.025339,0.323579,0.399596
2 ineq rest,0.110092,0.078056,0.041648,0.039027,0.044561,0.036698,0.139509,0.212614
2 ineq rest,0.092909,0.08621,0.040484,0.033494,0.084172,0.051551,0.251058,0.220185
2 ineq rest,0.081259,0.082132,0.028251,0.020679,0.049221,0.032038,0.316881,0.294163
2 ineq rest,0.076307,0.068444,0.023882,0.017475,0.031456,0.025047,0.364938,0.404548
2 ineq rest,0.09553,0.084754,0.028251,0.021262,0.045726,0.028542,0.136305,0.180575
2 ineq rest,0.075434,0.066114,0.017767,0.012815,0.025922,0.012524,0.1698,0.15378
2 ineq rest,0.075434,0.06757,0.014271,0.009028,0.01398,0.008737,0.293289,0.380374
2 ineq rest,0.080385,0.071939,0.029125,0.022427,0.03961,0.025047,0.385907,0.208827
2 ineq rest,0.080968,0.070192,0.04194,0.023883,0.052425,0.031455,0.231835,0.210283
2 ineq rest,0.064367,0.057377,0.012524,0.006698,0.012815,0.007281,0.281349,0.283095
2 ineq rest,0.082132,0.070483,0.034367,0.024465,0.069318,0.04194,0.277271,0.36785
2 ineq rest,0.078638,0.076599,0.023883,0.017766,0.021552,0.015728,0.170964,0.204167
2 ineq rest,0.113879,0.104268,0.034658,0.034659,0.025339,0.02097,0.134558,0.951808
2 ineq rest,0.086793,0.077763,0.032037,0.022426,0.027669,0.020678,0.160188,0.210283
2 ineq rest,0.099608,0.079511,0.044271,0.019805,0.04194,0.028542,0.257466,0.313095
2 ineq rest,0.077764,0.071065,0.025921,0.019223,0.026795,0.032037,0.169799,0.138927
2 ineq rest,0.095822,0.099317,0.03262,0.024465,0.040192,0.03262,0.148538,0.157858
2 ineq rest,0.101064,0.099899,0.024465,0.019222,0.04427,0.031455,0.24436,0.235039
2 ineq rest,0.105141,0.097569,0.038445,0.032038,0.059415,0.039319,0.161353,0.152324
2 ineq rest,0.121743,0.107762,0.070483,0.070191,0.106889,0.101938,0.376296,0.413576
2 ineq rest,0.103976,0.086502,0.026212,0.018931,0.031164,0.023592,0.200963,0.273776
2 ineq rest,0.093782,0.08621,0.043105,0.027669,0.036697,0.029999,0.443284,0.544931
2 ineq rest,0.09786,0.080677,0.027378,0.019805,0.024757,0.01864,0.219312,0.273776
2 ineq rest,0.104559,0.10951,0.056503,0.048056,0.112423,0.091162,0.497457,0.356491
2 ineq rest,0.110966,0.09553,0.042522,0.036407,0.336686,0.152906,0.599394,0.727253
2 ineq rest,0.094074,0.087084,0.034659,0.027669,0.080094,0.069317,0.40513,0.6658
2 ineq rest,0.089414,0.07922,0.024174,0.018058,0.046891,0.026795,0.23038,0.215234
2 ineq rest,0.076599,0.068153,0.038736,0.030872,0.090288,0.058541,0.194555,0.176498
2 ineq rest,0.085045,0.076308,0.024757,0.018348,0.034076,0.026504,0.149703,0.152325
2 ineq rest,0.082424,0.073978,0.046308,0.030872,0.041649,0.03029,0.364937,0.424644
2 ineq rest,0.100773,0.10019,0.045144,0.036698,0.044562,0.036989,0.11854,0.113588
2 ineq rest,0.078055,0.092035,0.018349,0.011941,0.017184,0.011941,0.386199,0.39115
2 ineq rest,0.10718,0.098734,0.054755,0.049222,0.10718,0.066114,0.30028,0.388237
2 ineq rest,0.125238,0.097569,0.050678,0.043105,0.071648,0.066405,0.689973,0.465419
2 ineq rest,0.099316,0.081842,0.025339,0.020096,0.025921,0.018932,0.258631,0.288047
2 ineq rest,0.096696,0.087666,0.029708,0.022426,0.035241,0.028543,0.18407,0.14184
2 ineq rest,0.083589,0.079511,0.020388,0.014853,0.035533,0.03029,0.152324,0.146208
2 ineq rest,0.076599,0.070192,0.021552,0.015145,0.017183,0.011068,0.198925,0.300279
2 ineq rest,0.089123,0.08155,0.042814,0.024757,0.033202,0.025339,0.148246,0.137179
2 ineq rest,0.087375,0.079803,0.03961,0.03262,0.043979,0.029999,0.159023,0.155819
2 ineq rest,0.080677,0.074269,0.012524,0.007572,0.01165,0.007282,0.200381,0.185527
2 ineq rest,0.097277,0.099316,0.040192,0.029998,0.059124,0.05126,0.243194,0.203585
2 ineq rest,0.087084,0.077764,0.031746,0.024173,0.024173,0.02097,0.162518,0.198342
2 ineq rest,0.092327,0.082424,0.022426,0.015727,0.041357,0.021843,0.205623,0.190478
2 ineq rest,0.086211,0.077181,0.019223,0.013398,0.02097,0.014562,0.258048,0.300571
2 ineq rest,0.095239,0.089997,0.032329,0.025048,0.045435,0.037863,0.472409,0.695507
2 ineq rest,0.100481,0.086793,0.028834,0.021844,0.041066,0.033785,0.185527,0.200672
2 ineq rest,0.08621,0.08155,0.045726,0.039901,0.06524,0.048348,0.446487,0.396975
2 ineq rest,0.025339,0.021552,0.016601,0.011942,0.015728,0.011067,0.253971,0.239117
2 ineq rest,0.081259,0.072231,0.020388,0.014562,0.04427,0.025048,0.339599,0.50532
2 ineq rest,0.090579,0.07689,0.021262,0.015728,0.029416,0.022135,0.196886,0.174459
2 ineq rest,0.076308,0.071065,0.026795,0.019514,0.019805,0.01398,0.271155,0.23038
2 ineq rest,0.101355,0.090871,0.024174,0.018057,0.02796,0.020096,0.288339,0.243777
2 ineq rest,0.103394,0.095821,0.037862,0.031747,0.066405,0.042231,0.162518,0.134557
2 ineq rest,0.094074,0.08388,0.022427,0.015437,0.028251,0.021261,0.165431,0.137471
2 ineq rest,0.087084,0.078929,0.030873,0.023883,0.035824,0.028542,0.182323,0.156401
2 ineq rest,0.092036,0.091453,0.025339,0.01864,0.038154,0.022718,0.17475,0.157567
2 ineq rest,0.118247,0.092036,0.032037,0.024756,0.043105,0.03495,0.134267,0.136597
2 ineq rest,0.094074,0.08155,0.036406,0.025339,0.06524,0.0466,0.588909,0.590365
2 ineq rest,0.10718,0.081259,0.037862,0.029707,0.042814,0.033785,0.272028,0.180576
2 ineq rest,0.124364,0.145916,0.083589,0.073395,0.102811,0.094657,0.618617,0.784629
2 ineq rest,0.106597,0.099899,0.025339,0.018057,0.033494,0.025047,0.26533,0.296494
2 ineq rest,0.121161,0.10485,0.047182,0.037572,0.071648,0.06291,0.245233,0.230088
2 ineq rest,0.10485,0.10252,0.029416,0.022135,0.045435,0.037862,0.312804,0.327949
2 ineq rest,0.103977,0.09553,0.048348,0.038445,0.050095,0.040484,0.53765,0.844045
2 ineq rest,0.092909,0.105433,0.023009,0.029707,0.02097,0.01864,0.259214,0.223098
2 ineq rest,0.110676,0.101356,0.04427,0.036115,0.070483,0.068444,0.59386,0.422022
2 ineq rest,0.124364,0.105724,0.046892,0.028543,0.036698,0.029125,0.154654,0.153198
2 ineq rest,0.101647,0.092035,0.019514,0.013689,0.022426,0.016019,0.292416,0.333774
2 ineq rest,0.104559,0.091161,0.024174,0.015436,0.038154,0.039319,0.159314,0.187275
2 ineq rest,0.097569,0.08854,0.026504,0.020387,0.034659,0.026212,0.427557,0.446779
2 ineq rest,0.103685,0.096695,0.017183,0.011359,0.020096,0.028834,0.214652,0.180866
2 ineq rest,0.115335,0.091744,0.021552,0.014853,0.025339,0.017183,0.314842,0.296785
2 ineq rest,0.096986,0.103976,0.032911,0.025339,0.066114,0.042523,0.212904,0.18407
2 ineq rest,0.103394,0.096404,0.03262,0.024174,0.038154,0.03029,0.33057,0.219894
2 ineq rest,0.116501,0.106598,0.046018,0.039028,0.045144,0.032037,0.466001,0.535028
2 ineq rest,0.100482,0.092035,0.023883,0.017184,0.029417,0.022427,0.258048,0.252223
2 ineq rest,0.103977,0.094365,0.029708,0.021261,0.043396,0.048639,0.47503,0.602889
2 ineq rest,0.105433,0.101355,0.042232,0.045144,0.042814,0.029999,0.258048,0.298241
2 ineq rest,0.103103,0.092909,0.021552,0.015436,0.038445,0.026213,0.235622,0.191061
2 ineq rest,0.090579,0.080386,0.021552,0.014854,0.028542,0.016893,0.283969,0.380082
2 ineq rest,0.100773,0.095239,0.027087,0.019514,0.055337,0.03495,0.169508,0.152615
2 ineq rest,0.11155,0.088249,0.03495,0.027669,0.048348,0.052134,0.181449,0.163683
2 ineq rest,0.090871,0.08621,0.032911,0.025047,0.030581,0.023883,0.186983,0.186692
2 ineq rest,0.158441,0.14912,0.092909,0.087958,0.152033,0.140092,0.516679,0.500078
2 ineq rest,0.104559,0.097277,0.035241,0.02796,0.03961,0.030582,0.279019,0.2863
2 ineq rest,0.107472,0.107471,0.037572,0.032912,0.040193,0.034658,0.195138,0.241447
2 ineq rest,0.11184,0.099608,0.045726,0.027086,0.036697,0.023591,0.178828,0.452022
2 ineq rest,0.11621,0.096695,0.02796,0.017184,0.021843,0.015145,0.373966,0.368432
2 ineq rest,0.099317,0.093201,0.026213,0.013689,0.022717,0.016311,0.322414,0.304649
2 ineq rest,0.146499,0.114462,0.10485,0.085628,0.17242,0.149994,0.66842,0.573764
2 ineq rest,0.106889,0.089706,0.013106,0.007572,0.023882,0.018057,0.201255,0.346588
2 ineq rest,0.092617,0.108054,0.027086,0.020679,0.035533,0.02796,0.181449,0.331444
2 ineq rest,0.105433,0.095239,0.028542,0.020387,0.034659,0.025922,0.186109,0.331735
2 ineq rest,0.105141,0.087666,0.053299,0.032621,0.046018,0.052426,0.361734,0.447652
2 ineq rest,0.107181,0.097569,0.036989,0.029999,0.051552,0.031164,0.209118,0.171547
2 ineq rest,0.166304,0.133975,0.087666,0.080094,0.288629,0.272028,0.562405,0.55891
2 ineq rest,0.132519,0.107181,0.039319,0.031746,0.026795,0.021261,0.182031,0.306687
2 ineq rest,0.238534,0.216982,0.159605,0.145335,0.287756,0.183197,0.489884,0.899383
2 ineq rest,0.145043,0.116791,0.068153,0.058541,0.050677,0.041649,0.270572,0.334356
2 ineq rest,0.123782,0.103977,0.039028,0.031455,0.040484,0.032038,0.167469,0.233583
2 ineq rest,0.120578,0.11417,0.035533,0.026795,0.036988,0.029707,0.440662,0.387655
2 ineq rest,0.113879,0.109802,0.042231,0.045435,0.050969,0.042232,0.278727,0.244942
2 ineq rest,0.114461,0.103977,0.031746,0.024465,0.064949,0.056503,0.78929,0.359403
2 ineq rest,0.121161,0.114753,0.046018,0.03728,0.087375,0.07689,0.654732,0.738321
2 ineq rest,0.12815,0.105142,0.033785,0.027087,0.04427,0.035241,0.208244,0.238534
2 ineq rest,0.113006,0.105724,0.050387,0.041066,0.099608,0.074561,0.309891,0.279601
2 ineq rest,0.111549,0.103394,0.038445,0.030582,0.041649,0.037863,0.169799,0.146499
2 ineq rest,0.073104,0.067862,0.032911,0.026795,0.038154,0.032037,0.166887,0.166013
2 ineq rest,0.110675,0.143587,0.032912,0.026504,0.042814,0.034659,0.226301,0.213196
2 ineq rest,0.120578,0.110676,0.040484,0.031747,0.064367,0.041067,0.21174,0.189022
2 ineq rest,0.159896,0.155528,0.10718,0.080385,0.10485,0.092326,0.58454,0.716477
2 ineq rest,0.120869,0.117083,0.062619,0.053299,0.104559,0.077764,0.366102,0.359112
2 ineq rest,0.104851,0.099899,0.034076,0.025339,0.028834,0.020679,0.693177,0.640751
2 ineq rest,0.133101,0.103685,0.036989,0.028542,0.030873,0.022717,0.461924,0.474157
2 ineq rest,0.113005,0.10252,0.038445,0.029416,0.035533,0.02796,0.287756,0.298823
2 ineq rest,0.116209,0.107472,0.037862,0.029999,0.039901,0.031747,0.226884,0.185235
2 ineq rest,0.095239,0.113006,0.023882,0.017184,0.021843,0.014854,0.511437,0.558037
2 ineq rest,0.117082,0.106889,0.027086,0.020679,0.026212,0.018349,0.220185,0.183488
2 ineq rest,0.120869,0.110676,0.024465,0.019223,0.028834,0.019805,0.520175,0.527164
2 ineq rest,0.132228,0.119704,0.054464,0.055337,0.06058,0.043979,0.306688,0.251932
2 ineq rest,0.12116,0.10951,0.02097,0.014562,0.028833,0.02097,0.254553,0.351831
2 ineq rest,0.123199,0.119121,0.034659,0.025921,0.03728,0.019222,0.221642,0.208245
2 ineq rest,0.151742,0.119413,0.067861,0.063202,0.114753,0.089414,0.304066,0.272611
2 ineq rest,0.138927,0.109511,0.044561,0.036115,0.087375,0.066114,0.270281,0.235039
2 ineq rest,0.114753,0.128151,0.027087,0.020388,0.036406,0.03029,0.273776,0.240282
2 ineq rest,0.12116,0.111549,0.034659,0.027669,0.041649,0.033785,0.296493,0.292124
2 ineq rest,0.116792,0.107471,0.040775,0.033494,0.065822,0.057376,0.706284,0.846667
2 ineq rest,0.126694,0.102229,0.03728,0.021552,0.050969,0.036407,0.230089,0.26533
2 ineq rest,0.148246,0.116792,0.050678,0.032037,0.054172,0.04427,0.412703,0.613374
2 ineq rest,0.124364,0.125821,0.070191,0.036989,0.091453,0.043688,0.453186,0.29562
2 ineq rest,0.106307,0.099317,0.050387,0.053882,0.055629,0.043396,0.292708,0.281639
2 ineq rest,0.113588,0.135141,0.026504,0.020388,0.034077,0.026213,0.308143,0.27931
