B&B+HTC+MHV,BestFS+HTC+MHV,B&B+HTC+MVPWU,BestFS+HTC+MVPWU,B&B+HTC+MCF,BestFS+HTC+MCF,01LP,BoolOpt
0.92443,0.915984,0.696089,0.665217,2.292726,1.335968,1.219176,1.161508
0.636674,0.566483,0.24436,0.202128,0.217565,0.103686,0.553959,1.864006
4.150034,4.234206,3.824707,4.157024,133.2499,67.555642,3.90946,3.701507
0.694342,0.69143,0.209118,0.166013,0.158149,0.137761,0.573182,0.875792
1.554989,1.544794,1.223254,1.189177,22.645921,9.903404,2.331755,1.762068
0.669294,0.689099,0.207371,0.175624,0.154071,0.13281,0.607841,0.793076
3.570444,3.514524,3.085511,3.095706,6.722362,5.326979,2.460196,2.698731
0.706575,0.697546,0.134558,0.136305,0.157567,0.128733,0.535028,2.04895
0.618617,0.609006,0.191643,0.17679,0.244651,0.212031,0.457264,0.735991
0.493961,0.488428,0.385907,0.234457,0.130189,0.114461,0.458138,9.691956
2.074288,2.227487,1.247427,1.228787,4.196634,3.51103,1.698283,1.433828
0.609297,0.603764,0.06757,0.052717,0.055338,0.050386,1.10821,1.62285
0.161353,0.154363,0.108637,0.072813,0.135723,0.119413,1.779252,1.613529
0.740942,0.750262,0.198633,0.164848,0.228049,0.224555,0.582501,1.582366
0.761913,0.764534,0.216399,0.204459,0.258922,0.259505,0.334065,1.081706
6.168985,6.148306,7.053805,7.223313,44.772833,21.563342,1.519747,1.576541
0.722011,0.713856,0.25164,0.23504,0.477651,0.438624,0.539106,0.647159
0.74036,0.7057,0.19339,0.169217,0.331735,0.273193,0.548425,0.537066
1.909149,1.85789,1.79527,1.762359,27.566022,6.154714,0.553959,0.501534
1.109375,1.078502,0.88715,0.865597,3.081726,2.59155,3.3855,2.968721
0.74735,0.710069,0.139509,0.115044,0.212322,0.190769,0.559202,0.683566
0.921226,0.873461,0.34222,0.366976,0.419401,0.348918,1.86488,2.265058
4.697877,4.700207,6.439266,6.427324,44.902148,29.344109,0.792494,0.714148
0.737739,0.696089,0.147082,0.144752,0.825114,0.315716,1.261698,1.044717
4.241486,4.323328,4.146247,4.18411,43.073384,30.871137,4.548756,2.676887
1.702944,1.792067,1.117529,1.067434,2.45641,2.338454,0.881325,1.353443
0.8522,0.795988,0.346006,0.355617,0.54464,0.506776,4.294494,4.186149
0.78696,0.746185,0.16048,0.149412,0.186692,0.181158,0.516679,7.042446
10.336494,10.164947,11.24607,11.881871,70.750373,52.237593,4.143335,4.62419
1.181314,1.15947,0.533863,0.437459,1.402664,1.4481,0.545513,1.5879
0.894723,0.862685,0.126695,0.105432,0.190478,0.173876,0.392897,33.580935
0.692013,0.669294,0.086501,0.0932,0.078638,0.064075,0.469205,3.475497
0.784047,0.782882,0.265912,0.245233,1.415479,0.719389,0.878704,0.844919
1.617607,1.52732,1.289076,1.084327,16.779255,6.494312,3.728594,4.565066
0.763369,0.721137,0.121743,0.11417,0.144752,0.15145,0.539105,2.549901
1.216264,1.201992,0.783756,0.76133,4.611958,3.415207,1.859637,2.445925
0.780261,0.744146,0.647451,0.275523,0.563861,0.47503,0.604929,4.803892
1.507805,1.495573,1.063939,1.043552,10.666481,4.984467,1.075007,1.347327
1.55528,1.497321,1.063649,0.922391,1.161217,0.992292,4.964953,5.286495
0.749971,0.741524,0.174751,0.144461,0.192808,0.155236,0.522213,2.152344
0.809678,0.786086,0.16776,0.150285,0.142713,0.129024,0.643082,1.912644
0.818124,0.801523,0.200963,0.185235,0.320959,0.169508,0.556872,12.914356
4.337017,4.372841,3.758592,4.063241,13.525982,12.92251,1.990117,2.373112
0.783756,0.758708,0.120287,0.109802,0.186983,0.163974,0.50998,5.489206
0.872005,0.853947,0.192808,0.185527,0.246399,0.23271,0.566483,0.777931
2.649509,2.052154,2.366705,1.630131,14.431481,9.285369,3.860822,4.951848
0.841424,0.807639,0.075142,0.056503,0.07456,0.057959,1.24102,2.149432
13.641317,14.00975,14.384008,15.56736,65.319126,62.061194,13.85364,14.215664
0.846084,0.754922,0.163391,0.11883,0.223389,0.203002,0.637257,4.60788
1.292571,0.994039,0.603472,0.599103,1.14316,0.666964,2.844939,2.97571
1.399752,1.389266,0.91744,0.901421,1.057241,0.719098,2.623005,2.809988
0.887441,0.843754,0.273484,0.298241,0.595608,0.466002,2.341948,2.786688
0.824531,0.833852,0.155819,0.137179,0.223099,0.208536,0.616286,0.939867
1.068891,1.066852,1.880316,0.903752,13.012799,4.135471,1.332764,1.203449
0.895597,0.865015,0.159023,0.149121,0.261543,0.214652,0.654732,5.517457
0.885694,0.86385,0.166305,0.159605,0.191061,0.138052,1.714302,2.1538
2.480292,2.676887,2.188168,2.226905,178.89299,49.094122,0.829483,0.784922
1.161217,1.183061,0.751136,0.547552,1.218303,0.742398,3.603647,1.944099
8.653646,0.817833,0.283387,0.264164,0.255718,0.256301,0.748806,0.530659
0.917149,0.895305,0.239408,0.199216,0.198924,0.201254,0.525999,1.033941
1.028989,0.929382,0.260087,0.217564,0.418819,0.357947,2.564173,4.134015
71.978869,74.391883,129.751102,135.791938,1833.118487,1016.460917,4.81729,4.471575
0.932294,0.907829,0.304357,0.258048,0.392023,0.377461,0.446487,0.546678
0.938702,0.890937,0.196303,0.1631,0.20271,0.209701,0.567648,10.061261
8.189975,8.08658,7.104483,7.084677,62.612824,33.999172,3.870142,3.984603
61.915568,63.004847,57.908247,59.733517,989.243231,1054.735944,6.326843,9.451965
4.188479,4.529824,3.905383,4.339056,13.337834,9.878648,2.345735,2.342531
1.243641,1.230244,0.804143,0.293873,0.272902,0.167761,5.665121,62.430792
0.828317,0.816085,0.308435,0.205332,0.195139,0.113005,0.572308,2.555435
1.020251,0.927051,0.348336,0.302027,0.404257,0.387072,0.460467,0.851617
1.949051,1.916722,1.321988,1.298105,4.340803,3.184537,3.419576,3.758884
0.990835,0.899674,0.164266,0.154654,0.20737,0.198924,0.572891,29.962143
1.004233,0.980933,0.196012,0.107472,0.41911,0.376005,0.672498,4.177702
1.254418,1.214516,0.270572,0.250184,0.309599,0.276979,0.52629,109.420043
9.927286,10.121259,12.414278,12.958626,125.391368,95.753679,2.043416,2.07924
0.939284,0.950351,0.141839,0.131063,0.209118,0.176499,0.705118,6.788184
1.487127,1.284416,0.458138,0.340473,2.127588,1.03365,1.85323,2.877558
0.986758,0.964332,0.877539,0.442993,0.758126,0.66114,0.617452,2.29098
0.967826,0.941323,0.257757,0.19805,0.16077,0.144169,0.77298,12.437286
0.959963,0.949187,0.170964,0.149995,0.288338,0.226884,0.597647,8.092115
1.047338,1.01967,0.870258,0.617452,0.267077,0.266786,0.716768,14.930103
3.288222,3.63452,2.966973,3.126578,85.160593,31.656933,4.995535,5.798805
1.13151,1.093647,0.255719,0.217273,0.371636,0.374257,0.671333,1.054911
2.262437,2.212633,2.082153,2.070211,45.865898,13.943054,1.645859,1.77168
0.976856,0.937537,0.059998,0.063202,0.06524,0.040484,1.744301,3.582968
8.57297,8.556369,7.770282,7.749021,33.090178,21.537128,4.771272,2.316901
1.058405,1.046756,0.159897,0.142713,0.237369,0.215817,0.632306,11.62557
0.998991,0.914237,0.370471,0.203002,0.276689,0.254553,0.561531,7.057008
0.964331,0.945692,0.583667,0.543765,0.540271,0.497748,0.745602,13.593552
1.041804,1.016465,0.315134,0.264747,0.245815,0.234166,0.653567,8.399676
1.051415,1.024038,0.218729,0.230962,0.302027,0.251058,0.703953,4.048387
1.014427,1.020543,0.180867,0.162518,0.390276,0.168051,0.908121,7.331367
1.035106,1.033067,0.834434,0.813464,0.216108,0.194847,0.957342,6.653918
0.967535,0.992583,0.088832,0.070482,0.0699,0.050677,1.351986,2.317775
0.925595,0.945983,0.073978,0.061745,0.059415,0.0466,1.244515,2.064677
3.092211,2.859502,2.257485,2.235933,5.086988,4.760204,3.755972,4.466041
0.994039,1.000155,0.049221,0.028543,0.041358,0.025048,1.401208,1.132092
2.008466,1.876529,2.357967,1.961575,18.4056,13.097844,2.301755,3.368025
2.539416,2.559221,1.658965,8.296281,17.063806,15.312806,3.319386,3.194149
1.111413,1.088405,0.263291,0.216108,0.333774,0.302901,0.741525,2.450003
2.796299,2.457283,0.923557,0.877248,2.872899,2.478545,2.059144,3.786844
1.071512,1.060444,0.323871,0.17941,0.374258,0.212905,0.709778,10.501924
1.023164,1.007728,0.390858,0.346588,0.463671,0.458429,0.776184,11.471789
1.018504,1.025785,0.451148,0.315425,0.223098,0.224554,0.666965,17.558933
2.175936,2.094676,1.482758,1.480719,3.500835,3.189197,1.87915,1.780708
1.057823,1.029863,0.192517,0.159023,0.209118,0.200672,0.775601,10.024856
14.891657,15.526876,15.98414,16.228208,223.398455,167.287226,4.604676,3.949071
6.189081,6.235681,6.5613,6.39616,67.497975,34.868847,1.937983,1.853812
1.13151,1.120151,0.201837,0.156984,0.275232,0.272902,0.767155,0.731913
1.099472,1.153354,0.278436,0.290669,0.429304,0.436003,0.429886,2.228943
1.065105,1.052289,0.071648,0.057667,0.065241,0.053299,1.418392,2.922703
1.020252,1.033359,0.08621,0.053299,0.068444,0.057667,1.274514,2.545824
12.202247,11.793331,11.2717,11.408588,130.678445,100.238942,2.595627,2.179721
2.942799,2.002933,1.575376,1.522951,10.83395,8.374628,1.346453,3.327832
1.095394,1.075589,0.172712,0.168052,0.262126,0.206206,0.843171,1.787407
1.600423,1.433246,1.425673,1.034523,0.720264,0.698711,3.00571,2.843192
1.230535,1.139956,0.103977,0.07456,0.157567,0.127568,0.554251,29.222657
1.126558,1.135588,0.265621,0.231836,0.366976,0.325619,0.757544,1.246262
9.461868,9.275758,8.871211,9.29032,76.516849,65.764157,4.196926,5.310668
1.20374,1.158596,0.164557,0.129898,0.302609,0.297367,0.746767,3.9281
1.314416,1.296649,0.39814,0.350666,0.297076,0.269116,0.771524,2.911635
1.310921,1.303638,0.705701,0.68211,1.744301,1.026368,1.335094,2.850181
1.209856,1.173449,0.101646,0.083007,0.067279,0.058542,2.238263,3.274825
4.842628,4.609627,4.379248,4.405752,44.719825,31.025792,2.57291,3.578017
1.356938,1.33422,1.048794,0.868802,0.610753,0.599686,3.234632,3.694226
7.113512,7.64184,7.625821,7.779893,171.214452,51.739555,1.253835,1.190051
5.899578,6.013165,6.994098,7.086425,643.923371,200.34886,6.454702,3.61122
1.152189,1.117821,0.135141,0.146499,0.161644,0.13747,0.889772,9.188965
1.205779,1.226749,0.129316,0.09524,0.108637,0.084462,2.025067,3.068328
1.236069,1.221214,0.407751,0.392606,0.770359,0.623859,0.676576,1.048503
5.876278,5.599299,8.20279,8.125899,57.231963,46.785085,1.073842,1.112578
5.47406,5.554736,7.247196,7.29234,124.375485,79.983317,1.431206,1.795853
1.833425,1.821192,0.194264,0.17213,0.215525,0.187857,3.100948,4.239739
1.647606,1.609743,1.161799,0.968992,13.036681,3.31793,2.147684,1.999146
2.756689,2.699896,1.843036,1.828764,17.89125,9.064601,4.450022,4.385947
26.448784,25.723569,29.378768,29.661863,1514.523516,1114.506449,4.433712,5.70211
1.719254,1.656635,0.545222,0.520757,21.77712,8.429675,1.583531,1.974681
16.270148,16.693918,49.736913,50.073599,95.014192,83.033587,4.608463,3.754806
1.577415,1.551784,1.553532,1.462953,2.052154,2.029728,2.089725,3.3855
1.580327,1.55761,0.648616,0.620656,2.784359,1.703526,6.367035,7.956974
1.909441,1.898955,1.318492,1.190925,1.959536,1.997981,6.611686,6.400821
2.816687,2.838531,2.325638,2.439226,10.848804,10.810068,4.352744,4.665548
1.685469,1.668576,1.154519,1.061027,68.816176,14.390415,1.368879,1.674984
1.531398,1.530232,0.140965,0.132519,0.278145,0.189313,2.713002,3.035417
5.582114,4.872918,2.878432,2.696692,77.346332,36.731687,2.535921,2.661742
16.365969,16.927792,17.616892,18.61297,36.27122,32.933194,3.747234,3.257058
1.609743,1.613821,0.343968,0.327948,0.434837,0.395228,0.886859,1.116656
32.071965,27.975812,29.476336,30.585129,1076.795868,428.223259,2.616307,2.399033
7.806106,8.219973,10.579689,10.991517,27.534567,24.107127,8.337348,6.221701
2.801542,2.019534,4.150908,2.166906,0.609879,0.582793,2.768922,3.885287
9.041301,9.244595,8.515594,8.733449,394.97901,232.038122,8.4821,6.214711
1.585279,1.612947,1.236069,0.747641,0.481147,0.447944,0.666965,9.159258
1.537513,1.43412,0.369306,0.30028,0.481729,0.459011,0.572017,10.020486
10.65017,11.398395,8.371424,8.392103,37.667768,30.490763,6.134034,5.639782
2.945129,2.956779,1.648189,1.765271,2.505631,2.45408,4.278184,6.103745
13.170948,12.107882,13.142696,14.248284,1127.321779,535.84745,2.483787,5.983749
3.058717,3.046484,2.498932,2.498933,11.84663,9.27168,7.657569,4.76603
2.596793,2.641645,1.314124,1.136752,121.117261,23.072603,2.083608,1.973516
28.978298,28.457541,61.598396,47.846112,1218.545924,644.198311,4.470701,5.312998
7.250108,7.400685,5.805504,5.979964,15.032915,11.933422,6.77071,8.667626
2.047202,2.042251,0.21873,0.176789,0.403382,0.387946,0.530659,684.590731
1.784494,1.76964,0.382994,0.340181,0.622694,0.580171,0.720555,10.511245
52.51632,58.312795,77.663213,82.22624,965.786177,754.997428,5.757157,6.589552
5.132424,4.828066,4.690013,4.918645,10.262225,10.141647,4.222556,4.606715
35.148448,21.106661,25.529304,25.076118,215.387309,48.752776,11.465965,10.427364
3.661607,3.671217,2.501554,2.455245,1.391014,1.143451,0.629976,1929.293898
2.812028,2.726982,0.08155,0.06058,0.08621,0.059415,2.399325,2.082735
3.428606,2.955323,1.762942,1.787989,1.076463,1.074716,3.902471,4.169548
1.885267,1.889927,0.416489,0.416489,0.594152,0.564444,0.7357,41.63111
3.624035,3.666849,1.420431,0.472992,0.848413,0.821327,1.798474,1511.237915
13.904317,14.615261,23.159396,23.63996,472.335244,446.162566,1.165878,2.47738
327.11668,347.067074,499.912042,554.507311,24552.5737,6952.043504,9.542253,8.049009
4.120618,4.255466,5.846279,5.068639,19.654775,14.889328,3.294047,3.512195
2.197488,2.244379,0.678906,0.589492,0.613956,0.602307,1.126267,2.588638
31.040646,31.727997,68.403474,51.422964,926.477502,337.057947,2.314571,2.327095
18.690443,18.442589,21.709259,23.057458,425.763353,115.280012,3.181916,2.960274
2.152635,4.891267,0.54027,0.491923,0.668421,0.631141,0.897635,5.818901
66.979256,50.918809,71.09434,70.87066,1613.297467,298.981845,2.689701,3.061921
2.257485,2.240593,0.294746,0.268825,0.372801,0.341347,1.257622,8.847328
5.585318,5.596968,5.696576,5.779873,541.451699,127.598176,6.135783,10.082232
2.703682,2.820765,1.33189,1.319367,8.068523,4.597686,3.490933,4.140422
15.365231,16.026662,22.680872,22.683201,124.330051,112.4741,11.614503,16.233741
571.144144,606.029884,794.534153,875.922756,3738.427583,3533.366284,17.408939,6.777117
2.394083,2.313406,0.314842,0.298823,0.441536,0.422605,0.82657,177.942056
480.536577,516.464412,973.264917,1007.08526,9746.033309,7686.208338,17.902027,16.336262
373.300915,334.841528,636.893448,670.374484,9814.868998,4873.213249,9.462159,13.840242
2.773,2.741253,0.596773,0.557163,0.602598,0.586288,1.076754,0.98268
211.594348,224.984607,242.928575,254.915296,39714.93762,18258.61768,3.258806,3.299582
3.289388,3.382588,0.918022,0.860355,1.741972,1.635665,9.647977,11.559165
3.492681,3.507826,0.970739,0.934624,1.25733,1.284125,1.333638,2.214089
