"Model(Num features)","B&B+HB+MCF","B&B+HB+MVW","B&B+HB+MHV","BestFS+HB+MCF","BestFS+HB+MVW","BestFS+HB+MHV","BT+HA+MCF","BT+HA+MVW","BT+HA+MHV","BT+HB+MCF","BT+HB+MVW","BT+HB+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"Text_Editor(18)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"FIRE-ALARM(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ISA11/12_pgr(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Construtora(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Test Env(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.6954849629692447","1.0","1.0","1.0","1.0","1.0"
"Agencia de Propaganda(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"WebKit overview(19)","1.0","1.0","1.0","1.0","1.0","1.0","0.9000268534130046","0.9691918884479884","1.0","0.9000268534130046","0.9000268534130046","1.0","1.0"
"RST Game(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SimulesSPLBruno(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Software-Product(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Software-Product(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Toko(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Siga(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Game of war cards(19)","1.0","1.0","1.0","1.0","1.0","1.0","0.9766779490784536","1.0","1.0","1.0","1.0","1.0","1.0"
"E-Commerce(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Nexus DSPL(19)","1.0","1.0","1.0","1.0","1.0","1.0","0.901380412229565","1.0","1.0","1.0","1.0","1.0","1.0"
"Eleição para presidente e dois senadores(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Urna - Federal(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.910624847818224","1.0","1.0","1.0","1.0","1.0"
"PawelsTestThermometer(19)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Cruise Control SPL(19)","1.0","1.0","1.0","1.0","1.0","1.0","0.9446688999651509","0.9989595358587213","1.0","1.0","1.0","1.0","1.0"
"Connector PL(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"EC2(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Context Feature Model(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Phone(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Stacja Pogodowa(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Card Product(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Respaldo de base de datos (Poda)(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Monitor Engine(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Scheduler(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Jogo de Engenharia de Software(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MKT(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9629505360295121","1.0","1.0","1.0","1.0","1.0"
"historioa clinica(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"poratfolios1(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9295785502485279","1.0","1.0","1.0","1.0","1.0"
"Equation_LO(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.8911018562844666","1.0","1.0","1.0","1.0","1.0"
"ReallyConsistentQuestion(20)","1.0","1.0","1.0","1.0","1.0","1.0","0.045147914590888016","1.0","1.0","1.0","1.0","1.0","1.0"
"COBI(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Lampiro(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Dynamic Software Product Lines for Service-Based Systems(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ConferenceContext(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Cloud Storage Software(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Online shopping software(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"urna1_Padia(20)","1.0","1.0","1.0","1.0","1.0","1.0","0.7522394971419932","1.0","1.0","1.0","1.0","1.0","1.0"
"urna2_Padia(20)","1.0","1.0","1.0","1.0","1.0","1.0","0.7995761229016124","1.0","1.0","0.7995761229016124","1.0","1.0","1.0"
"PawelRobo(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Connecterra design(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"bib1(20)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"FAME-DBMS(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Diagrama de Experimento(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Modelo de Características de um Carro(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Monitor(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"EnsinoOperaLogicosKdu(21)","1.0","1.0","1.0","1.0","1.0","1.0","0.9742420815270314","0.9742420815270314","1.0","0.9937690840071169","0.9937690840071169","1.0","1.0"
"Eventos1Sandoval(21)","1.0","1.0","1.0","1.0","1.0","1.0","0.9735489188985176","0.9735489188985176","1.0","1.0","1.0","1.0","1.0"
"Toko(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Toko(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Bike(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Modelo de Características de um Carro(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9996992127462802","1.0","1.0","0.9996992127462802","1.0","1.0"
"Card Payment Terminal(21)","1.0","1.0","1.0","1.0","1.0","1.0","0.9852654727670296","0.9128880230198169","1.0","0.9966550115463232","0.9966550115463232","1.0","1.0"
"urna3_Padia(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Urna - Marcos Felipe - UFMG(21)","1.0","1.0","1.0","1.0","1.0","1.0","0.8731838576452767","0.5428155859342839","1.0","0.8731838576452767","0.5428155859342839","1.0","1.0"
"UrnaEletronica(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"URNA - Gabriel Carmo(21)","1.0","1.0","1.0","1.0","1.0","1.0","0.8085911861951565","1.0","1.0","1.0","1.0","1.0","1.0"
"BC(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Linea de Productos(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Telefonos Celulares(21)","1.0","1.0","1.0","1.0","1.0","1.0","0.886406607990813","1.0","1.0","1.0","1.0","1.0","1.0"
"Game Entity Model(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Robot SPLE(21)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Insurance Policy(22)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"JCalc_LPS(22)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"StoreFrontSystem(22)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"TrialADC(22)","1.0","1.0","1.0","1.0","1.0","1.0","0.9729984094968416","1.0","1.0","0.982354732525638","1.0","1.0","1.0"
"Fabrica de software(22)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Applications Contents(22)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.910511548419128","1.0","1.0","1.0","1.0","1.0"
"Tiendas_pos(22)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Software-Product(22)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MC_PortalesCeis_Magister(22)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"LineaDeCredito(22)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MarketplaceDeLosAlpes(22)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Uniandes-MISO-Inmobiliaria(22)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"GymManager(22)","1.0","1.0","1.0","1.0","1.0","1.0","0.9760726969227828","0.9760726969227828","1.0","1.0","1.0","1.0","1.0"
"17-mobile Game(22)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Smart Home(22)","1.0","1.0","1.0","1.0","1.0","1.0","0.9630708837091457","0.9958452141764922","1.0","1.0","1.0","1.0","1.0"
"IEC(22)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"urna_2012054743(22)","1.0","1.0","1.0","1.0","1.0","1.0","0.9211300630653081","0.9211300630653081","1.0","1.0","1.0","1.0","1.0"
"VOTE4ME Serveur(23)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9988764918400285","0.9988764918400285","1.0","1.0"
"Ejercicio(23)","1.0","1.0","1.0","1.0","1.0","1.0","0.9631497983603622","1.0","1.0","1.0","1.0","1.0","1.0"
"sftcam(23)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9411566329181092","1.0","1.0","1.0","1.0","1.0"
"SC1 Feature Model(23)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"portafolioContreras(23)","1.0","1.0","1.0","1.0","1.0","1.0","0.9392271875367082","0.9368832783827726","1.0","1.0","1.0","1.0","1.0"
"Mobile Media v7(23)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"teste_2(23)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"DelayBlockSemSpec(23)","1.0","1.0","1.0","1.0","1.0","1.0","0.6529877217408946","1.0","1.0","0.6529877217408946","1.0","1.0","1.0"
"FrameWorkProdemge(23)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"EjericioModeloCaracteristicas(23)","1.0","1.0","1.0","1.0","1.0","1.0","0.8888135605982647","1.0","1.0","0.9976199906422368","1.0","1.0","1.0"
"e-Event(23)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Urna - Edipo - UFMG(23)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.6835602364354487","1.0","1.0","1.0","1.0","1.0"
"UrnaUFMGSERGIOMiranda(23)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Urna Eletrônica(23)","1.0","1.0","1.0","1.0","1.0","1.0","0.8603609628812547","1.0","1.0","1.0","1.0","1.0","1.0"
"SPLE robot assignment(23)","1.0","1.0","1.0","1.0","1.0","1.0","0.8271537547337988","0.8271537547337988","1.0","1.0","1.0","1.0","1.0"
"LPS(23)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Weather Station(23)","1.0","1.0","1.0","1.0","1.0","1.0","0.9705055190359235","0.8092084065054549","1.0","0.9705055190359235","0.9705055190359235","1.0","1.0"
"Linea de Experimentos(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Linea de Experimentos(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Linea de Experimentos(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Linea de Experimentos(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Linea de Experimentos(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"PLeTs(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.881605996525261","1.0","1.0","1.0","1.0","1.0"
"Counter Strike Simple Feature Model(24)","1.0","1.0","1.0","1.0","1.0","1.0","0.9028393487353931","0.9398489311984011","1.0","1.0","1.0","1.0","1.0"
"Invio(24)","1.0","1.0","1.0","1.0","1.0","1.0","0.9776241694697144","0.9999806118155943","1.0","0.9999806118155943","0.9999806118155943","1.0","1.0"
"agis(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"EMGBS(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"B2B Website(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"E-Learning(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"TiendaEnLinea(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"IMSPL-FeatureModel-V1(24)","1.0","1.0","1.0","1.0","1.0","1.0","0.9946685596598972","0.9946685596598972","1.0","1.0","1.0","1.0","1.0"
"Classifieds Systems(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Configurable Tank(24)","1.0","1.0","1.0","1.0","1.0","1.0","0.9162847822820619","0.9162847822820619","1.0","1.0","1.0","1.0","1.0"
"Online shopping software(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"CassVotingMachine(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9609010433252265","1.0","1.0","1.0","1.0","1.0"
"Urna Eletronica(24)","1.0","1.0","1.0","1.0","1.0","1.0","0.8695548465575657","0.8695548465575657","1.0","1.0","1.0","1.0","1.0"
"U-learning System(24)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Charger(24)","1.0","1.0","1.0","1.0","1.0","1.0","0.9726403097102685","0.9726403097102685","1.0","1.0","1.0","1.0","1.0"
"Mobile Phone(25)","1.0","1.0","1.0","1.0","1.0","1.0","0.98676503757401","1.0","1.0","1.0","1.0","1.0","1.0"
"GMF_Eclipse_Reuso_UFRJ(25)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Assistencia domiciliar(25)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_Conejero(25)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Carros(25)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Carros(25)","1.0","1.0","1.0","1.0","1.0","1.0","0.8553165667907087","0.7495708876984887","1.0","1.0","1.0","1.0","1.0"
"Lucas - pnp(25)","1.0","1.0","1.0","1.0","1.0","1.0","0.974525831851146","0.974525831851146","1.0","0.974525831851146","0.974525831851146","1.0","1.0"
"stcam(25)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.8273097643183053","1.0","1.0","0.8783376690427931","1.0","1.0"
"VacacionesSanmiguel(25)","1.0","1.0","1.0","1.0","1.0","1.0","0.9783732352458615","0.9777563686470062","1.0","0.9783732352458615","0.9777563686470062","1.0","1.0"
"eventos2(25)","1.0","1.0","1.0","1.0","1.0","1.0","0.9375251607209324","0.9375251607209324","1.0","0.9911460140274186","0.9911460140274186","1.0","1.0"
"MesaAyuda-Magister2014(25)","1.0","1.0","1.0","1.0","1.0","1.0","0.8622629504485353","0.8547516275698139","1.0","0.9969234899558409","1.0","1.0","1.0"
"MobilePhone(25)","1.0","1.0","1.0","1.0","1.0","1.0","0.9430084281437833","1.0","1.0","1.0","1.0","1.0","1.0"
"Online Bookstore(25)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Help System(25)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9635912606768902","1.0","1.0","1.0","1.0","1.0"
"Mobile Phone(25)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Urna Eletrônica - Marina - UFMG(25)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SM for SPLE(25)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Ligne des sites Web(25)","1.0","1.0","1.0","1.0","1.0","1.0","0.9824482415927162","1.0","1.0","1.0","1.0","1.0","1.0"
"Automoviles(25)","1.0","1.0","1.0","1.0","1.0","1.0","0.932623867667599","1.0","1.0","1.0","1.0","1.0","1.0"
"Key_Word_In_Context_index_systems(25)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Insurance_Product(25)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"prueba(26)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Carro(26)","1.0","1.0","1.0","1.0","1.0","1.0","0.7941758210079914","0.7941758210079914","1.0","1.0","1.0","1.0","1.0"
"MODELO HISTORIA CLINICA(26)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"DMS(26)","1.0","1.0","1.0","1.0","1.0","1.0","0.9506419576426671","0.9506419576426671","1.0","1.0","1.0","1.0","1.0"
"Mobile Media v8(26)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"LIneFollower_1(26)","1.0","1.0","1.0","1.0","1.0","1.0","0.9749873357109669","0.9749873357109669","1.0","0.9749873357109669","0.9749873357109669","1.0","1.0"
"e-foramation(26)","1.0","1.0","1.0","1.0","1.0","1.0","0.9201849654056917","1.0","1.0","1.0","1.0","1.0","1.0"
"MarketplaceDeLosAlpes(26)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"HelpSystem_2(26)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"HelpSystem_1(26)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Caso Inmobiliaria(26)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9934678011311701","1.0","1.0","0.9934678011311701","1.0","1.0"
"POOGame(26)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Sistema de venda de passagens(26)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Visit Indo(26)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MasterSoft: Verkauf(26)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Digital_Video_System(26)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Bicycle feature model(27)","1.0","1.0","1.0","1.0","1.0","1.0","0.9903111769051264","0.9903111769051264","1.0","1.0","1.0","1.0","1.0"
"PFTest(27)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"body comfort system(27)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"HDD Seagate(27)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"EventosFeijoo(27)","1.0","1.0","1.0","1.0","1.0","1.0","0.9675181093494885","1.0","1.0","1.0","1.0","1.0","1.0"
"ScrollingText(27)","1.0","1.0","1.0","1.0","1.0","1.0","0.98155679939957","0.988420793740449","1.0","1.0","1.0","1.0","1.0"
"InmobiliatiaCase(27)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"WindFarm(27)","1.0","1.0","1.0","1.0","1.0","1.0","0.9449447535389125","0.8677462187481398","1.0","1.0","1.0","1.0","1.0"
"Sistema de campeonato(27)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9863835319278993","1.0","1.0","1.0","1.0","1.0"
"Sistema de Informes por movil(28)","1.0","1.0","1.0","1.0","1.0","1.0","0.6750469507046928","0.7918077826520183","1.0","1.0","1.0","1.0","1.0"
"Guitarra(28)","1.0","1.0","1.0","1.0","1.0","1.0","0.945872330031906","0.942281658475522","1.0","1.0","1.0","1.0","1.0"
"Recordatorios(28)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Portafolios1Gomez(28)","1.0","1.0","1.0","1.0","1.0","1.0","0.9436004020302953","1.0","1.0","1.0","1.0","1.0","1.0"
"Smart_Home(28)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"deepak_fm(28)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Inmobiliaria(28)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Quality Attribute Functionalities Simple(28)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9582725270750628","1.0","1.0","1.0","1.0","1.0"
"Trabalho Topicos(28)","1.0","1.0","1.0","1.0","1.0","1.0","0.9721899708437661","1.0","1.0","1.0","1.0","1.0","1.0"
"Urna Eletrônica - Renato - UFMG(28)","1.0","1.0","1.0","1.0","1.0","1.0","0.9325625588155532","0.9325625588155532","1.0","0.9325625588155532","0.9325625588155532","1.0","1.0"
"Livraria Online(28)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"smartphone(28)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ATM Software(29)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Feature Model do Dominio de Agendamento(29)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"TV-Series Shirt(29)","1.0","1.0","1.0","1.0","1.0","1.0","0.9947482068744223","0.9671372468042404","1.0","0.9947482068744223","0.9671372468042404","1.0","1.0"
"Eclipse Platform(29)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Torrent Client(29)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"RhiscomProcessModel(29)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Health Plan Diogo(29)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Bikesharing(29)","1.0","1.0","1.0","1.0","1.0","1.0","0.9940151138156975","1.0","1.0","1.0","1.0","1.0","1.0"
"EventosHernandez(29)","1.0","1.0","1.0","1.0","1.0","1.0","0.9286175742069717","0.9286175742069717","1.0","0.9286175742069717","0.9286175742069717","1.0","1.0"
"blog-Gabriel-magister2014(29)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9993628293280038","1.0","1.0","0.9993628293280038","1.0","1.0"
"MobileApps Multiplatform(29)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ScrollingText(29)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"GPL(29)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Inmobiliaria_Taller(29)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Gophone messaging(29)","1.0","1.0","1.0","1.0","1.0","1.0","0.9994307841906654","1.0","1.0","0.9994307841906654","1.0","1.0","1.0"
"VR application(29)","1.0","1.0","1.0","1.0","1.0","1.0","0.9692454744829236","0.9692454744829236","1.0","0.997356410904288","0.997356410904288","1.0","1.0"
"Bikesharing(29)","1.0","1.0","1.0","1.0","1.0","1.0","0.9866711913426433","0.9738751292524925","1.0","0.9866711913426433","0.9866711913426433","1.0","1.0"
"Control biometrico(29)","1.0","1.0","1.0","1.0","1.0","1.0","0.91950747436124","0.91950747436124","1.0","1.0","1.0","1.0","1.0"
"Rhiscom Process Model(30)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
