"Model(Num features)","B&B+HB+MCF","B&B+HB+MVW","B&B+HB+MHV","BestFS+HB+MCF","BestFS+HB+MVW","BestFS+HB+MHV","BT+HA+MCF","BT+HA+MVW","BT+HA+MHV","BT+HB+MCF","BT+HB+MVW","BT+HB+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"computers(49)","1.0","1.0","1.0","1.0","1.0","1.0","0.9928773686788539","0.8745858402505837","1.0","1.0","0.9584026600903306","1.0","1.0"
"ArbolComputador(49)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"CompuCorp(49)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"German_Computadores(49)","1.0","1.0","1.0","1.0","1.0","1.0","0.9290923732519041","0.9834656153643585","1.0","1.0","1.0","1.0","1.0"
"EngAGe(50)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Modelo Computadores (Elizabeth M - Andres E)(50)","1.0","1.0","1.0","1.0","1.0","1.0","0.9614886602005788","0.9686417203330803","1.0","1.0","1.0","1.0","1.0"
"Venta de computadores(50)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9790630201028772","1.0","1.0","1.0","1.0","1.0"
"|Loja Virtual(50)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ExtendedFM-IMPEX(50)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9777105478670689","1.0","1.0","1.0","1.0","1.0"
"IosAccessibiliteFrench(50)","1.0","1.0","1.0","1.0","1.0","1.0","0.9764673793684165","0.9764673793684165","1.0","1.0","1.0","1.0","1.0"
"Computador(50)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Belman, Julian(50)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Video Player(51)","1.0","1.0","1.0","1.0","1.0","1.0","0.9961097159105861","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Guide(51)","1.0","1.0","1.0","1.0","1.0","1.0","0.9583656126931568","0.9436000782052751","1.0","0.9927088263160985","0.9927088263160985","1.0","1.0"
"Ornaments Design(51)","1.0","1.0","1.0","1.0","1.0","1.0","0.8379433125374917","0.8379433125374917","1.0","0.8379433125374917","0.8379433125374917","1.0","1.0"
"MartketPlaceMISO-20140824(51)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"BioFM(51)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Nomads feature model(51)","1.0","1.0","1.0","1.0","1.0","1.0","0.9388799873387426","0.9450720458478973","1.0","1.0","1.0","1.0","1.0"
"Linea de Experimentos(52)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Electronic Drum(52)","1.0","1.0","1.0","1.0","1.0","1.0","0.9979345350588227","1.0","1.0","0.9979345350588227","1.0","1.0","1.0"
"Stampidia(52)","1.0","1.0","1.0","1.0","1.0","1.0","0.9892928684545129","0.9892928684545129","1.0","1.0","1.0","1.0","1.0"
"SPL SimulES, PnP(53)","1.0","1.0","1.0","1.0","1.0","1.0","0.9860276988278901","1.0","1.0","1.0","1.0","1.0","1.0"
"E-commerce system(53)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Tienda Virtual(53)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MayaVariabilityModel(54)","1.0","1.0","1.0","1.0","1.0","1.0","0.9982419665468585","0.9655999062056344","1.0","1.0","1.0","1.0","1.0"
"sistema salud macro(54)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"foda olshop(54)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Urna Bruno Luan(54)","1.0","1.0","1.0","1.0","1.0","1.0","0.9555722446423132","0.9555722446423132","1.0","1.0","1.0","1.0","1.0"
"SD-Model(54)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Thermonator(54)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Hotel Product Line(55)","1.0","1.0","1.0","1.0","1.0","1.0","0.9588927809264145","0.9588927809264145","1.0","1.0","1.0","1.0","1.0"
"e-banking-IN0980(55)","1.0","1.0","1.0","1.0","1.0","1.0","0.98465569055647","0.9624632165477023","1.0","1.0","1.0","1.0","1.0"
"PFTest1(56)","1.0","1.0","1.0","1.0","1.0","1.0","0.48852249578803053","0.9937708704698619","1.0","0.48852249578803053","1.0","1.0","1.0"
"Facturación Servicios Publicos(56)","1.0","1.0","1.0","1.0","1.0","1.0","0.9687102999236908","0.9687102999236908","1.0","1.0","0.9990576884954036","1.0","1.0"
"Toko(56)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"e-commerce(56)","1.0","1.0","1.0","1.0","1.0","1.0","0.9923030024918165","0.9943784298163657","1.0","1.0","1.0","1.0","1.0"
"Berkley DB(56)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Feature Model SiBRAM(56)","1.0","1.0","1.0","1.0","1.0","1.0","0.9641398587511854","1.0","1.0","1.0","1.0","1.0","1.0"
"Plone Meeting(57)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Ventas POS(57)","1.0","1.0","1.0","1.0","1.0","1.0","0.9985227112378079","0.9933622878484979","1.0","1.0","1.0","1.0","1.0"
"MayaModel(57)","1.0","1.0","1.0","1.0","1.0","1.0","0.9879052027344993","0.9774989003504757","1.0","1.0","1.0","1.0","1.0"
"FM ERP-SPL(57)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9955503426304333","1.0","1.0","1.0","1.0","1.0"
"BuurtPensioen(57)","1.0","1.0","1.0","1.0","1.0","1.0","0.9951735979314951","0.9972980197553607","1.0","1.0","1.0","1.0","1.0"
"st(57)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Portafolio2Fierro(58)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MISO4204_2014-2_Marketplace(58)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SPL SimulES, PnP(59)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SmartHome_vConejero(59)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Smart Home v2.2(60)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Marketplace notebooks(60)","1.0","1.0","1.0","1.0","1.0","1.0","0.9980076957293924","0.9980076957293924","1.0","1.0","1.0","1.0","1.0"
"Arcade Game PL Feature Model(61)","1.0","1.0","1.0","1.0","1.0","1.0","0.9379136715878712","0.9699149151940916","0.9746701975027606","0.9917124850889383","0.9762346395684566","1.0","1.0"
"E-science application(61)","1.0","1.0","1.0","1.0","1.0","1.0","0.9995478640914972","0.9631787660180562","1.0","1.0","1.0","1.0","1.0"
"E-science application(61)","1.0","1.0","1.0","1.0","1.0","1.0","0.9976510878970661","0.9976510878970661","1.0","1.0","1.0","1.0","1.0"
"bCMS(61)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Equipo 6 - Uniandes - MP(62)","1.0","1.0","1.0","1.0","1.0","1.0","0.9987402026691252","1.0","1.0","0.9987402026691252","1.0","1.0","1.0"
"Discipline_Requirements(62)","1.0","1.0","1.0","1.0","1.0","1.0","0.9849840864235693","0.9818799481496654","1.0","1.0","1.0","1.0","1.0"
"OW2-FraSCAti-1.4(63)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"FraSCati(63)","1.0","1.0","1.0","1.0","1.0","1.0","0.9937811380028678","0.9937811380028678","1.0","0.9937811380028678","0.9937811380028678","1.0","1.0"
"Toko(63)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9763536698546501","1.0","1.0","1.0","1.0","1.0"
"Marketplace_DFEA(63)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"USECASE_Test(64)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ClassicShell(65)","1.0","1.0","1.0","1.0","1.0","1.0","0.968191973144119","0.988554554356743","1.0","0.9959890956076286","1.0","1.0","1.0"
"Economie moderne locale(65)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"bCMS system(66)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Linea Producto MarketPlace(66)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"AEB2(66)","1.0","1.0","1.0","1.0","1.0","1.0","0.841285870722373","0.9325122237544249","0.9417544312210471","0.841285870722373","0.948519738364463","1.0","1.0"
"AEB(66)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"HIS(67)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"windows7(68)","1.0","1.0","1.0","1.0","1.0","1.0","0.9997753453033817","0.9997753453033817","1.0","1.0","1.0","1.0","1.0"
"Nákladný automobil(69)","1.0","1.0","1.0","1.0","1.0","1.0","0.9306713597987771","0.9202082567311505","0.9862298611082103","1.0","0.9255276041336983","1.0","1.0"
"DATABASE_TOOLS(70)","1.0","1.0","1.0","1.0","1.0","1.0","0.9983285332173162","0.9983285332173162","1.0","1.0","1.0","1.0","1.0"
"Video Player(71)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Reuso - UFRJ - Eclipse1(72)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Car Selection(72)","1.0","1.0","1.0","1.0","1.0","1.0","0.954225251211251","0.9312140972993956","1.0","1.0","1.0","1.0","1.0"
"Toko(72)","1.0","1.0","1.0","1.0","1.0","1.0","0.9992815623539487","0.9992815623539487","1.0","0.9992815623539487","0.9992815623539487","1.0","1.0"
"Toko(72)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Quality Attributes Functionalities(72)","1.0","1.0","1.0","1.0","1.0","1.0","0.9856056265606352","0.9772803761036974","0.9991015470311649","1.0","0.9991015470311649","1.0","1.0"
"urna_eletronica(73)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Speech Recognition(75)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"PhotoSahring(76)","1.0","1.0","1.0","1.0","1.0","1.0","0.9052301184967402","0.9840525578922507","1.0","1.0","1.0","1.0","1.0"
"J2EE web architecture(77)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"windows8(77)","1.0","1.0","1.0","1.0","1.0","1.0","0.9890768055843814","0.9882178464563552","1.0","1.0","1.0","1.0","1.0"
"GoPhone(77)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"windows(77)","1.0","1.0","1.0","1.0","1.0","1.0","0.9642826526437516","0.9642826526437516","1.0","1.0","1.0","1.0","1.0"
"FISH(80)","1.0","1.0","1.0","1.0","1.0","1.0","0.9838187016929169","0.9955439755872163","0.9990989088399389","0.9838187016929169","0.9955439755872163","1.0","1.0"
"Webmail(81)","1.0","1.0","1.0","1.0","1.0","1.0","0.9998156272095173","0.9998156272095173","1.0","1.0","1.0","1.0","1.0"
"FrameWorkProdemge(87)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Billing(88)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ModelTransformation(88)","1.0","1.0","1.0","1.0","1.0","1.0","0.9727482746776956","0.9551530195725881","1.0","1.0","1.0","1.0","1.0"
"Model_Transformation(88)","1.0","1.0","1.0","1.0","1.0","1.0","0.8364164896244093","0.8364164896244093","1.0","1.0","1.0","1.0","1.0"
