"Model(Num features)","B&B+HTC+MCF","B&B+HTC+MVW","B&B+HTC+MHV","BestFS+HTC+MCF","BestFS+HTC+MVW","BestFS+HTC+MHV","BT+HMO+MCF","BT+HMO+MVW","BT+HMO+MHV","BT+HTC+MCF","BT+HTC+MVW","BT+HTC+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"Mobile Phone(25)","0.112423","0.110675","0.382994","0.09786","0.101646","0.369014","0.094074","0.096696","0.338142","0.097278","0.103103","0.369597","0.722591"
"Urna Eletrônica - Marina - UFMG(25)","0.077472","0.087376","0.349791","0.062619","0.077182","0.338141","0.061746","0.055338","0.306687","0.062618","0.059124","0.33785","0.626187"
"SM for SPLE(25)","0.127858","0.121452","0.313967","0.113588","0.101938","0.276105","0.097569","0.095239","0.250766","0.101937","0.101063","0.276397","0.691719"
"Ligne des sites Web(25)","0.07689","0.0533","0.337559","0.059997","0.046309","0.34717","0.074268","0.049222","0.392022","0.066114","0.049803","0.356781","0.579297"
"Automoviles(25)","0.110384","0.087375","0.346588","0.09553","0.078637","0.33785","0.079802","0.073687","0.287173","0.097569","0.079511","0.366102","0.608422"
"Key_Word_In_Context_index_systems(25)","0.050386","0.046601","0.177663","0.047765","0.078637","0.200963","0.038736","0.03728","0.147372","0.039028","0.040484","0.167759","0.239699"
"Insurance_Product(25)","0.0699","0.061454","0.179119","0.112131","0.112714","0.180866","0.054755","0.049804","0.136305","0.057085","0.055338","0.159023","0.258047"
"prueba(26)","0.178245","0.128441","0.306396","0.15844","0.118539","0.296201","0.089413","0.078346","0.27028","0.092326","0.083297","0.295328","0.692301"
"Carro(26)","0.124072","0.12815","0.264455","0.106598","0.119704","0.24698","0.095531","0.084462","0.226592","0.079511","0.078056","0.244942","0.61512"
"MODELO HISTORIA CLINICA(26)","0.143295","0.129897","0.295619","0.124655","0.121743","0.287172","0.118538","0.110967","0.2563","0.124655","0.122033","0.288338","0.667254"
"DMS(26)","0.080677","0.108928","0.350374","0.064367","0.062619","0.335811","0.075142","0.0699","0.306395","0.064949","0.063492","0.335228","0.539686"
"Mobile Media v8(26)","0.080094","0.081549","0.277561","0.064075","0.073104","0.26329","0.063201","0.068443","0.233291","0.063784","0.073395","0.26096","0.678613"
"LIneFollower_1(26)","0.189312","0.171545","0.390858","0.128441","0.11184","0.377752","0.125819","0.106888","0.348335","0.152324","0.122325","0.408041","0.645993"
"e-foramation(26)","0.11184","0.09786","0.335229","0.09553","0.088831","0.321832","0.092618","0.084754","0.282804","0.096113","0.089996","0.323287","0.634342"
"MarketplaceDeLosAlpes(26)","0.103103","0.089122","0.239698","0.089705","0.082424","0.171546","0.083589","0.076599","0.15844","0.085627","0.082132","0.170963","0.889478"
"HelpSystem_2(26)","0.152615","0.090288","0.225427","0.131936","0.078637","0.211448","0.080094","0.075433","0.197759","0.089996","0.087957","0.230961","0.989377"
"HelpSystem_1(26)","0.119121","0.106598","0.317172","0.12815","0.115918","0.318336","0.119121","0.107181","0.276979","0.129606","0.136305","0.340471","1.008017"
"Caso Inmobiliaria(26)","0.1631","0.221641","0.521047","0.138344","0.154071","0.363771","0.096404","0.099608","0.31688","0.113587","0.119704","0.374839","0.705699"
"POOGame(26)","0.192516","0.180576","0.368431","0.171546","0.169216","0.352995","0.1165","0.106307","0.312803","0.126402","0.116499","0.352412","0.61745"
"Sistema de venda de passagens(26)","0.124946","0.114461","0.228632","0.108345","0.10485","0.219602","0.102229","0.096113","0.197759","0.109219","0.106597","0.221642","0.727834"
"Visit Indo(26)","0.164848","0.205331","0.378334","0.115917","0.17941","0.3961","0.135722","0.119412","0.362897","0.145916","0.142421","0.387362","0.79686"
"MasterSoft: Verkauf(26)","0.183487","0.145333","0.279018","0.15611","0.134849","0.267949","0.125237","0.105433","0.237952","0.119121","0.116209","0.26795","0.649778"
"Digital_Video_System(26)","0.134558","0.153198","0.310764","0.227175","0.278144","0.537647","0.113006","0.136596","0.246107","0.227466","0.220185","0.319502","0.245524"
"Bicycle feature model(27)","0.13048","0.104267","0.461923","0.113879","0.101938","0.464252","0.119704","0.094656","0.404255","0.113297","0.094948","0.450855","0.528327"
"PFTest(27)","0.126112","0.08621","0.346879","0.113296","0.086501","0.299696","0.122907","0.068444","0.254844","0.120286","0.080386","0.2796","0.862392"
"body comfort system(27)","0.099899","0.079802","0.569685","0.06291","0.048056","0.465126","0.082424","0.06291","0.431924","0.070774","0.047183","0.439205","0.517843"
"HDD Seagate(27)","0.140382","0.124655","0.466001","0.120868","0.113879","0.444448","0.115626","0.108928","0.402507","0.121451","0.115626","0.459301","0.82249"
"EventosFeijoo(27)","0.159314","0.136596","0.494251","0.150285","0.136014","0.464544","0.134557","0.126403","0.463961","0.162226","0.138344","0.467748","0.632886"
"ScrollingText(27)","0.481144","0.540852","0.440662","0.449108","0.518134","0.425807","0.122908","0.126694","0.371635","0.131937","0.126986","0.374256","1.298684"
"InmobiliatiaCase(27)","0.158149","0.140674","0.448525","0.13514","0.131063","0.43338","0.151741","0.125529","0.401925","0.14679","0.143586","0.469495","0.51959"
"WindFarm(27)","0.112423","0.091744","0.254552","0.085045","0.186109","0.303192","0.115626","0.107762","0.293871","0.119121","0.099899","0.289503","1.601002"
"Sistema de campeonato(27)","0.222806","0.17708","0.49396","0.203584","0.152615","0.442409","0.177954","0.166595","0.378916","0.182323","0.143004","0.429303","0.791909"
"Sistema de Informes por movil(28)","0.087375","0.091452","0.500368","0.07689","0.089414","0.500658","0.133101","0.133975","0.431923","0.080676","0.092327","0.495708","1.574498"
"Guitarra(28)","0.13048","0.128441","0.43338","0.104559","0.108637","0.38445","0.146208","0.146499","0.359985","0.113588","0.122908","0.385324","0.976561"
"Recordatorios(28)","0.16776","0.155237","0.575218","0.145334","0.143004","0.572598","0.154363","0.145043","0.496581","0.17242","0.154072","0.497455","0.43105"
"Portafolios1Gomez(28)","0.192225","0.192808","0.472117","0.156984","0.161644","0.443574","0.140674","0.134557","0.399012","0.159605","0.145042","0.44736","0.869382"
"Smart_Home(28)","0.096113","0.090578","0.678612","0.080094","0.088249","0.6058","0.069609","0.067279","0.517259","0.074851","0.076308","0.610169","0.408624"
"deepak_fm(28)","0.152324","0.141839","0.408333","0.154655","0.135431","0.298823","0.156402","0.136887","0.243485","0.126402","0.124072","0.291832","0.817539"
"Inmobiliaria(28)","0.479397","0.246689","0.545511","0.439788","0.209991","0.489592","0.134266","0.122616","0.433089","0.143003","0.138343","0.489008","0.593859"
"Quality Attribute Functionalities Simple(28)","0.106015","0.097568","0.592985","0.080968","0.080677","0.527163","0.08621","0.094074","0.470951","0.082133","0.081841","0.521337","0.452602"
"Trabalho Topicos(28)","0.156401","0.154363","0.270571","0.142713","0.117665","0.263582","0.105433","0.100481","0.216982","0.123198","0.112423","0.263582","1.016171"
"Urna Eletrônica - Renato - UFMG(28)","0.070191","0.059998","0.336394","0.053007","0.049803","0.326201","0.062328","0.060289","0.300279","0.057085","0.045435","0.314259","1.489161"
"Livraria Online(28)","0.143296","0.149994","0.563859","0.112131","0.123781","0.520464","0.111258","0.115335","0.48231","0.124363","0.141548","0.520172","0.569685"
"smartphone(28)","0.16543","0.16077","0.343967","0.14213","0.139509","0.318336","0.146208","0.13048","0.276979","0.167469","0.164265","0.355908","0.813752"
"ATM Software(29)","0.182614","0.202419","0.599684","0.161061","0.172128","0.522794","0.14912","0.15611","0.46367","0.161062","0.173003","0.621236","0.791909"
"Feature Model do Dominio de Agendamento(29)","0.107763","0.103394","0.598519","0.092035","0.092618","0.59881","0.0932","0.0932","0.527162","0.098733","0.101647","0.599975","0.518134"
"TV-Series Shirt(29)","0.362023","2.318642","0.547259","0.311346","2.219034","0.500659","0.167177","0.153489","0.454058","0.181741","0.167761","0.557744","0.937825"
"Eclipse Platform(29)","0.655895","0.32387","0.736863","0.632886","0.334938","0.779967","0.206205","0.198633","0.678904","0.227757","0.233874","0.775599","0.467456"
"Torrent Client(29)","0.186109","0.187857","0.669293","0.184652","0.178536","0.653274","0.184361","0.175332","0.6058","0.183488","0.171546","0.627061","0.502697"
"RhiscomProcessModel(29)","0.103103","0.077764","0.43338","0.070483","0.066114","0.634634","0.074851","0.063492","0.402507","0.078054","0.074852","0.417652","0.692301"
"Health Plan Diogo(29)","0.194264","0.149703","0.611916","0.155819","0.101937","0.538813","0.119412","0.076308","0.48697","0.094365","0.080677","0.513765","0.583373"
"Bikesharing(29)","0.258048","0.23533","0.58949","0.233","0.224845","0.548132","0.172129","0.182613","0.45668","0.173003","0.197468","0.53124","0.588908"
"EventosHernandez(29)","0.512308","0.616577","0.593276","0.176789","0.187856","0.529201","0.170089","0.155236","0.454642","0.185818","0.17242","0.584248","0.641332"
"blog-Gabriel-magister2014(29)","0.14679","0.138344","0.520173","0.123781","0.127859","0.508231","0.117956","0.108054","0.462505","0.122908","0.121742","0.507066","0.505901"
"MobileApps Multiplatform(29)","0.152907","0.145042","0.572306","0.129898","0.132519","0.555414","0.129024","0.125529","0.494833","0.134266","0.133975","0.602305","0.585121"
"ScrollingText(29)","0.152033","0.123199","0.408333","0.122616","0.107472","0.382411","0.116791","0.103103","0.359111","0.12815","0.113588","0.388528","1.138205"
"GPL(29)","0.171838","0.276396","0.683563","0.163392","0.267077","0.690553","0.153197","0.136013","0.558618","0.150868","0.147955","0.656186","0.558617"
"Inmobiliaria_Taller(29)","0.225719","0.550172","0.653274","0.230379","0.577549","0.593568","0.157857","0.161353","0.508232","0.168343","0.154945","0.689098","0.593858"
"Gophone messaging(29)","0.565899","0.356199","0.538521","0.540268","0.341345","0.486679","0.16776","0.159606","0.413284","0.180575","0.175624","0.467457","0.85045"
"VR application(29)","0.259212","0.325326","0.528327","0.210573","0.288629","0.497164","0.138053","0.131937","0.436001","0.137761","0.134266","0.48697","0.613664"
"Bikesharing(29)","0.262708","0.744726","0.517552","0.134267","0.433381","0.502406","0.159897","0.154654","0.439788","0.171255","0.159605","0.503863","0.607839"
"Control biometrico(29)","0.159605","0.13281","0.422895","0.122907","0.120578","0.410954","0.169507","0.156109","0.402508","0.131063","0.124072","0.417652","0.893264"
"Rhiscom Process Model(30)","0.068152","0.064949","0.359985","0.045434","0.041648","0.34251","0.050095","0.041066","0.350083","0.048347","0.041649","0.348335","0.691136"
"Sastm(30)","0.211156","0.187273","0.856858","0.19805","0.189022","0.592985","0.1631","0.151159","0.478815","0.177953","0.163973","0.61046","0.748513"
"SAP Business Suite(30)","0.092618","0.097569","0.237951","0.082715","0.077472","0.18873","0.085627","0.079512","0.165139","0.081258","0.077764","0.171837","1.324313"
"PortafolioEddie(30)","0.185526","0.21902","0.583082","0.131353","0.20271","0.600558","0.150576","0.150576","0.437166","0.12582","0.130189","0.472116","0.907244"
"Inmobiliaria Yerson(30)","0.751425","1.490035","0.655895","0.784045","1.531101","0.676865","0.24931","0.220185","0.480854","0.255135","0.221059","0.562113","0.812587"
"Inmobiliarias(30)","0.276105","0.161643","27.019266","0.199798","0.133683","0.566481","0.136887","0.12116","0.469203","0.142421","0.13048","0.606092","0.757833"
"UrnaJP(30)","0.126985","0.116791","0.334355","0.109219","0.105433","0.331443","0.108637","0.103685","0.317462","0.111257","0.10718","0.328821","1.670611"
"Visit Indonesia(30)","0.155236","0.12815","0.35649","0.133975","0.133684","0.335228","0.129897","0.126693","0.310472","0.130771","0.132519","0.329695","1.016754"
"Graph(30)","0.075725","0.066114","0.286299","0.091453","0.062036","0.289793","0.061454","0.054173","0.238825","0.060871","0.057959","0.271445","0.376877"
"Reference Management Softwares Feature Model(31)","0.253679","0.179992","0.548133","0.17941","0.155236","0.493668","0.133102","0.129314","0.442992","0.140091","0.140965","0.496581","0.657351"
"Reference Management Softwares Feature Model(31)","0.248145","0.12582","0.531822","0.124946","0.099316","0.52425","0.145916","0.091162","0.478233","0.189895","0.114461","0.603178","0.742688"
"GreenHouse_Control_and_Monitoring(31)","0.210574","0.426972","0.462214","0.18873","0.408333","0.445904","0.186983","0.201545","0.412993","0.189312","0.213778","0.450855","0.980057"
"tool analysis(31)","0.13048","0.122908","0.590947","0.113879","0.113005","0.5825","0.127568","0.144751","0.509396","0.11417","0.11417","0.637256","0.521047"
"Automotive system(31)","0.291249","0.268824","0.524833","0.265038","0.242903","0.516386","0.141547","0.140383","0.505611","0.150576","0.126112","0.553666","1.411398"
"DeReTiYo(31)","0.269406","0.206496","0.429885","0.216982","0.193972","0.419109","0.169216","0.159023","0.381537","0.162809","0.157566","0.388819","0.856275"
"EventosGarcia(31)","0.200088","0.182614","0.535318","0.17941","0.173585","0.522793","0.158731","0.161644","0.459593","0.150285","0.171837","0.51027","0.59415"
"Marketplace para PYMES(31)","0.115044","0.10718","0.391149","0.099316","0.09553","0.379499","0.096696","0.091453","0.3495","0.10019","0.096113","0.380081","0.786083"
"Inmobiliaria(31)","0.307851","4.080705","0.555705","0.287755","3.988086","0.740357","0.23533","0.21203","0.688224","0.253388","0.227175","0.662594","1.128885"
"Inmobiliaria(31)","0.342219","0.40076","0.521629","0.320084","0.34018","0.454059","0.169216","0.188147","0.406294","0.174459","0.198632","0.440369","1.141409"
"BC WIN(31)","0.12349","0.091161","0.46367","0.100772","0.079803","0.4427","0.100773","0.096112","0.376587","0.093783","0.094657","0.408332","0.961999"
"MM-URNA(31)","0.157275","0.136013","0.330277","0.139218","0.140965","0.344549","0.145916","0.135722","0.30989","0.160479","0.124072","0.322413","1.291985"
"KDDI(31)","0.215816","0.185817","0.347752","0.196885","0.207661","0.360568","0.128733","0.122034","0.302609","0.133101","0.129024","0.328821","1.132671"
"Autiomoviles(31)","0.409206","0.142713","0.422894","0.144751","0.133102","0.41241","0.131644","0.125238","0.374256","0.138343","0.135431","0.411828","0.867051"
"Composicao_LO(32)","0.470077","0.37047","0.633469","0.447652","0.360567","0.626187","0.329113","0.254844","0.545511","0.294454","0.285425","0.679195","0.610751"
"ELEC5619 - End User Model(32)","0.085627","0.076599","0.195428","0.072521","0.068152","0.183488","0.071939","0.06524","0.175041","0.071939","0.069318","0.184652","1.104128"
"RaaS(32)","0.353286","0.297949","0.758706","0.33086","0.307269","0.705699","0.280182","0.26562","0.660555","0.325326","0.306104","0.806179","0.640459"
"SPL SimulES, PnP(32)","0.283386","1.088401","0.622984","0.274357","1.019958","0.525414","0.195428","0.186691","0.495999","0.21203","0.198341","0.579879","1.252958"
"TreeStemDeformationMeshingTool(32)","0.1165","0.115335","0.592402","0.10718","0.111548","0.609587","0.107472","0.200963","0.532696","0.107179","0.11155","0.60813","0.933456"
"Premium1Nemocon(32)","0.225136","0.178536","0.68269","0.203001","0.155527","0.650943","0.16077","0.145917","0.582791","0.173294","0.15844","0.648031","0.800355"
"Devolution(32)","0.117374","0.092326","0.932874","0.09087","0.07456","0.672205","0.108054","0.078055","0.643662","0.101938","0.086792","0.748221","0.679195"
"TAM Reservas(32)","0.135431","0.223389","0.633469","0.11417","0.205331","0.613372","0.131062","0.191642","0.574637","0.148537","0.160479","0.56619","0.947728"
"Epic slice machine(32)","0.283677","0.375713","0.623566","0.290667","0.359985","0.676864","0.182322","0.21902","0.606674","0.197468","0.236495","0.661429","1.185679"
"IVI Development VM(32)","0.157857","0.140965","0.650944","0.134849","0.148246","0.690263","0.136887","0.124073","0.650069","0.12815","0.120287","0.600266","0.963163"
"Bike Computer Family(32)","0.115626","0.137179","0.480562","0.101064","0.115335","0.462505","0.086211","0.13514","0.533279","0.094656","0.269406","0.53124","1.845942"
"SEPFeatureModel(33)","0.122325","0.114753","0.870547","0.102229","0.100772","0.845499","0.105432","0.131645","0.571724","0.082424","0.079511","0.822198","0.817831"
"Physiological computing feature model(33)","0.171255","0.165721","0.722592","0.164847","0.140965","0.653857","0.156984","0.152323","0.758706","0.154072","0.152324","0.730747","1.288781"
"Strategy Mobile Game(33)","0.163391","0.105142","0.606674","0.162809","0.097278","0.598227","0.117374","0.081842","0.602597","0.141547","0.093783","0.600849","1.400039"
"Pricing(33)","0.251349","0.191061","0.754629","0.196594","0.175333","0.692302","0.20271","0.214943","0.551627","0.173294","0.169799","0.728416","0.979475"
"Robot Calibration(33)","0.225137","0.224845","0.505902","0.204167","0.207371","0.4893","0.179702","0.15873","0.461631","0.175041","0.165721","0.536191","1.841282"
"Inmobiliaria(33)","0.303192","0.307269","0.883944","0.277852","0.292997","0.860352","0.121742","0.115335","0.66172","0.123781","0.111841","0.717057","0.897341"
"Inmobiliaria(33)","3.733242","3.934496","1.288491","4.38506","3.405296","1.280043","0.23999","0.220767","0.6757","0.227174","0.216982","0.680943","1.141409"
"Inmobiliaria(33)","0.158149","0.182613","0.620653","0.162808","0.188147","0.728125","0.15611","0.119122","0.612791","0.148246","0.126403","0.673079","0.66638"
"Inmobiliaria-201522309(33)","0.166887","0.17475","0.68735","0.161352","0.157567","0.648323","0.147955","0.167469","0.750552","0.172129","0.19572","0.730455","0.635507"
"ADS(33)","0.320957","0.417071","0.524833","0.318628","0.348626","0.450564","0.203293","0.194264","0.406585","0.247563","0.230961","0.487553","1.128884"
"SalesScenario(33)","0.400178","0.662594","0.70599","0.423769","0.621237","0.734532","0.17708","0.197759","0.608421","0.198049","0.229797","0.7456","0.971028"
"urna_bf1022(33)","0.156984","0.151159","0.483184","0.155236","0.138343","0.479398","0.169799","0.158149","0.424642","0.155528","0.135723","0.459593","1.865747"
"Jetbrains(33)","0.252222","0.296785","0.645119","0.225428","0.281348","0.609295","0.269698","0.241737","0.56153","0.199215","0.228049","0.605508","1.289073"
"Bike Computer Feature Model(33)","0.143586","0.120578","0.629974","0.109801","0.110384","0.609296","0.114752","0.118539","0.637838","0.127276","0.117666","0.614538","1.132089"
"SPL-Doctor Chat(34)","0.203293","0.180866","0.736863","0.167469","0.14912","0.728999","0.160188","0.154945","0.670748","0.180867","0.161645","0.776472","0.735989"
"Agenda(34)","0.136597","0.051842","0.807345","0.106015","0.039902","0.766279","0.106598","0.038154","0.718223","0.122616","0.041067","0.818413","0.735406"
"Applications(34)","0.182614","0.233","0.961125","0.159896","0.217855","1.041802","0.177662","0.162226","0.660555","0.174167","0.170672","0.707155","1.610612"
"Guitarra(34)","0.326199","0.235621","0.650361","0.300861","0.221641","0.642497","0.246106","0.19339","0.58017","0.254553","0.207079","0.637255","1.539547"
"TPL(34)","0.319793","0.168634","0.570268","0.239116","0.156402","0.614829","0.224553","0.143586","0.478232","0.17941","0.14679","0.517552","0.920933"
"vacaciones1Kelvin(34)","0.193681","0.252223","0.539395","0.158149","0.22135","0.472991","0.153488","0.173876","0.423769","0.158731","0.162808","0.53357","1.208106"
"MyHolidays(34)","0.182904","0.213196","0.39144","0.180575","0.203584","0.382703","0.147664","0.143586","0.346588","0.161644","0.154945","0.382994","1.107041"
"Limerick Bike Sharing System(34)","0.116791","0.094365","0.232417","0.09553","0.085919","0.225427","0.086501","0.081551","0.210573","0.089123","0.086793","0.224553","1.333343"
"Assessment_Lina(34)","0.45202","0.489299","0.663468","0.328239","0.251057","0.648905","0.200089","0.202128","0.522794","0.168633","0.191351","0.623567","2.17389"
"Quality Attributes ISO(34)","0.107472","0.099316","0.75492","0.09786","0.09786","0.688516","0.098442","0.092617","0.617159","0.09786","0.098734","0.760745","0.769192"
"immortals(34)","0.137761","0.149994","0.654148","0.117956","0.138927","0.671914","0.130189","0.147955","0.697253","0.136888","0.16281","0.707738","0.896176"
"Bike Configuration(34)","0.400469","0.208535","0.875498","0.366101","0.1864","0.8388","0.218729","0.191643","0.826276","0.234165","0.174168","0.636673","1.184805"
"Text To Speech App(34)","0.236786","0.292123","0.644536","0.213195","0.261543","0.650652","0.140382","0.151741","0.513183","0.15378","0.165721","0.581335","0.703078"
"ELEC5619 - Tootawl's Model(35)","0.164556","0.147081","0.410662","0.135431","0.123781","0.360859","0.132811","0.119121","0.3262","0.13514","0.124073","0.361441","1.148981"
"Experiment environment(35)","0.3728","0.479107","0.844042","0.316006","0.536483","0.838509","0.226301","0.249892","0.8155","0.193681","0.204166","0.902293","0.809676"
"Smartphone-SPL(35)","0.373382","1.296936","0.666963","0.249601","0.789288","0.583957","0.167761","0.149411","0.500077","0.179119","0.123489","0.556288","0.825985"
"PortafolioMoreno(35)","0.145625","0.131354","0.660846","0.129023","0.119994","0.680651","0.163391","0.13048","0.634634","0.141257","0.132519","0.695796","0.657061"
"VOLKSWAGEN UP FM(35)","0.227175","0.123782","0.614829","0.207953","0.112131","0.597645","0.062328","0.05592","0.51027","0.060872","0.056502","0.559491","1.069179"
"bCMSContext(35)","0.355325","8.96089","0.564443","0.330278","8.597992","0.533861","0.160188","0.148246","0.477941","0.161061","0.15844","0.525415","1.01821"
"MarketplaceMiso(35)","0.181157","0.16543","0.410954","0.159605","0.156401","0.431341","0.163391","0.155528","0.398139","0.173003","0.168633","0.434254","1.066849"
"Control Biometrico(35)","0.445612","0.19106","0.548132","0.219603","0.177954","0.528036","0.159022","0.154362","0.447068","0.205623","0.165139","0.49629","1.045587"
"Inmobiliaria(35)","0.3262","0.36581","0.738901","0.173585","0.205332","0.685894","0.154071","0.138052","0.590364","0.155819","0.150868","0.670458","0.641624"
"TallerInmobiliaria(35)","0.34717","0.415906","0.660264","0.322996","0.402799","0.64308","0.231253","0.232417","0.611334","0.268532","0.252222","0.694631","0.845499"
"Bike Configuration(35)","0.37513","0.238825","0.684729","0.383284","0.15844","0.67337","0.138635","0.121742","0.596189","0.142421","0.148538","0.694339","0.718514"
"AmazonEC2(35)","0.113005","0.058833","0.862974","0.103393","0.055046","0.845791","0.104558","0.053299","0.791327","0.10485","0.055047","0.852198","0.5592"
"Rhiscom Process Model(36)","0.09087","0.118538","0.39639","0.074851","0.095238","0.381829","0.076599","0.066114","0.362315","0.07456","0.06757","0.380372","1.652553"
"Video CMS(36)","0.232418","2.687073","0.63842","0.205623","2.591543","0.664049","0.200962","0.26329","0.68036","0.218146","0.203293","0.596189","0.976853"
"Video CMS(36)","0.448233","1.150147","0.685311","0.387071","1.065393","0.652108","0.209117","0.195719","0.543764","0.222224","0.21203","0.68968","1.184223"
"VOLKSWAGEN UP FM(36)","0.336977","0.235621","0.603761","0.255426","0.222806","0.590073","0.19805","0.209409","0.541725","0.206496","0.224553","0.623858","1.18131"
"Hamburguesa V2(36)","0.29591","0.317462","0.656186","0.204749","0.207952","0.675409","0.198341","0.165721","0.635508","0.223098","0.17941","0.743561","1.102964"
"Hamburguesa(36)","0.255717","0.417361","0.662303","0.168051","0.41707","0.654148","0.165721","0.159605","0.587742","0.169507","0.170672","0.709776","0.995492"
"Tankwar(36)","1.499938","0.758415","0.683564","1.06248","0.636381","0.63143","0.228631","0.188147","0.550171","0.200963","0.19572","0.655022","0.819869"
"Online-book-shopping(36)","0.13514","0.100481","0.406876","0.119413","0.09087","0.418817","0.130479","0.113878","0.461922","0.129898","0.098442","0.424351","1.615855"
"Random(36)","0.267368","0.286007","0.853072","0.240864","0.209118","0.855693","0.157567","0.156401","0.760162","0.163392","0.177371","0.798025","0.660263"
"RS(36)","0.288629","0.239407","0.782006","0.259212","0.225719","0.752299","0.190187","0.160478","0.62211","0.20038","0.175915","0.758707","1.291694"
"ImpuestoalConsumo_01(36)","0.037571","0.030581","0.06524","0.02563","0.021261","0.056211","0.025338","0.021552","0.055338","0.025339","0.021552","0.055338","2.125252"
"Educational_Robotic(36)","0.45668","0.364645","0.656769","0.286881","0.38445","0.635507","0.257756","0.236786","0.553084","0.270571","0.263873","0.599101","1.031316"
"SPL for Eduational Robotil(36)","0.398722","0.387362","0.8155","0.384158","0.37746","0.800938","0.317172","0.304356","0.629974","0.35183","0.344549","0.734241","0.93899"
"Inventory(37)","0.273192","0.282513","0.665797","0.247271","0.269407","0.647448","0.216981","0.2097","0.625314","0.233874","0.238534","0.701039","1.240143"
"CD OD Semantic Variability(37)","0.22601","0.179701","0.536774","0.20504","0.169508","0.522794","0.158149","0.125529","0.446778","0.137178","0.129898","0.532988","2.16923"
"Software Stack(37)","0.167468","0.177371","0.825403","0.138927","0.168343","0.805307","0.138053","0.15844","0.737736","0.140674","0.168633","0.927923","0.645119"
"Software Stack(37)","0.437166","0.184652","0.945689","0.366393","0.196885","0.769191","0.148247","0.117083","0.72929","0.166012","0.111549","0.835305","0.704534"
"Jogo de Tiros(37)","0.581335","0.493086","0.479106","0.616285","0.481436","0.466874","0.14446","0.119995","0.426391","0.147663","0.127276","0.473864","0.846956"
"B2B Website(37)","0.219603","0.203875","0.424352","0.198341","0.19339","0.41008","0.199215","0.168343","0.351248","0.18407","0.178245","0.381247","1.441687"
"MLX(37)","0.178827","0.425808","0.82715","0.164265","0.37979","0.752882","0.113879","0.092908","0.667254","0.117956","0.099316","0.749678","0.788996"
"bike(37)","0.18174","0.180575","0.599975","0.163101","0.16776","0.583082","0.180575","0.157567","0.548715","0.176497","0.183197","0.638128","1.11141"
"Inmobiliaria(37)","0.19572","0.207078","0.604343","0.173876","0.194847","0.647449","0.181157","0.195138","0.589782","0.19106","0.212612","0.645993","0.84113"
"ProductosCreditoV2(37)","0.224845","0.223389","0.921514","0.161643","0.17242","0.856276","0.161644","0.152615","0.801811","0.163683","0.147955","0.788996","0.986755"
"Jetbrains(37)","0.639293","0.615994","0.814626","0.613664","0.546094","0.703078","0.299696","0.282513","0.641042","0.319501","0.30989","0.75026","0.698709"
"Sienna(38)","0.203001","0.361151","0.671914","0.181158","0.278144","0.710651","0.194555","0.186109","0.644536","0.19805","0.195428","0.709485","1.489162"
"Smart Home v2(38)","0.350082","0.375712","0.788705","0.320084","0.364354","0.781715","0.24698","0.226884","0.701039","0.254844","0.25397","0.775017","1.386933"
"tablets(38)","0.211739","0.295036","0.858314","0.205332","0.279891","0.832974","0.20038","0.198924","0.592694","0.160479","0.124364","0.613081","1.410524"
"Control biometrico(38)","0.227466","1.235774","0.604344","0.197759","1.226454","0.595606","0.191352","0.203001","0.532987","0.20708","0.219603","0.645702","1.219464"
"ProductosCredito(38)","0.300861","0.376587","0.639876","0.279599","0.363189","0.62444","0.227175","0.219602","0.572889","0.233582","0.343384","0.685893","1.490327"
"DS Monitor Feature(38)","0.105725","0.155527","0.814627","0.094074","0.138344","0.795113","0.09786","0.129606","0.713272","0.087958","0.127859","0.776181","0.787248"
"Venta computadores(38)","0.256883","0.131063","0.863264","0.135431","0.119412","0.853071","0.154363","0.14213","0.781424","0.15145","0.119704","0.848411","0.96695"
"Inmobiliaria(39)","0.23999","1.668281","0.601722","0.203002","1.545082","0.570267","0.195429","0.189604","0.573763","0.216108","0.218438","0.61745","1.636534"
"CasoInmobiliarioa_IvanGarcia_MarioLancheros(39)","0.121452","0.113296","0.330568","0.106306","0.101646","0.322997","0.106306","0.098442","0.304939","0.107472","0.104851","0.29591","2.114767"
"Urna Eletrônica(39)","0.120578","0.096986","0.251348","0.104268","0.087375","0.240864","0.103684","0.084171","0.21669","0.105141","0.089414","0.261543","2.578728"
"BikeShop(39)","0.210574","0.164556","0.78055","0.185235","0.15611","0.758707","0.18407","0.144752","0.747057","0.15844","0.139509","0.69667","1.26723"
"mac(39)","0.23067","0.473281","1.099469","0.198923","0.512018","1.218881","0.196593","0.234166","0.963456","0.203584","0.260377","1.196164","0.642788"
"KernelLinuxFM(39)","0.252805","0.235621","0.890642","0.224554","0.221642","0.869381","0.213195","0.204749","0.75259","0.210574","0.205623","0.806471","0.769191"
"Database Tool(40)","0.441244","0.814335","0.897924","0.429303","0.800938","0.848411","0.265038","0.246106","0.752881","0.28193","0.265329","0.84113","0.792201"
"Meshing Tool Generator(40)","0.319793","0.624149","0.922098","0.297949","0.581917","0.841422","0.268241","0.243776","0.746474","0.274358","0.248145","0.939573","1.063936"
"WebCollaboration(40)","0.714728","0.287173","0.951513","0.318045","0.267659","0.948893","0.298531","0.222514","0.829189","0.317753","0.24465","1.055781","0.615412"
