"Model(Num features)","B&B+HTC+MCF","B&B+HTC+MVW","B&B+HTC+MHV","BestFS+HTC+MCF","BestFS+HTC+MVW","BestFS+HTC+MHV","BT+HMO+MCF","BT+HMO+MVW","BT+HMO+MHV","BT+HTC+MCF","BT+HTC+MVW","BT+HTC+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"SAL(10)","0.313967","0.155818","0.202419","0.209409","0.094365","0.199506","0.101064","0.091161","0.249018","0.099025","0.09087","0.23067","0.372508"
"Mobile Game(10)","0.136596","0.05825","0.222806","0.05126","0.044852","0.115918","0.052716","0.040193","0.228048","0.052425","0.042814","0.112713","0.262125"
"VODPlayer(10)","0.082132","0.069027","0.138053","0.064366","0.052716","0.119994","0.04893","0.048347","0.114462","0.047183","0.044561","0.107763","0.257465"
"CIMS PL(10)","0.050386","0.09058","0.044853","0.023882","0.016018","0.037862","0.023009","0.019222","0.041649","0.017475","0.016019","0.034077","0.438331"
"AvionFEatures(10)","0.057085","0.047474","0.117374","0.057085","0.047182","0.102811","0.046891","0.03961","0.08388","0.062328","0.039318","0.084171","0.332316"
"Phone sple(10)","0.035241","0.028542","0.105141","0.02767","0.023591","0.099316","0.026795","0.024173","0.093783","0.02796","0.023301","0.101354","0.299988"
"Phone(10)","0.102811","0.052716","0.127276","0.056211","0.043106","0.112422","0.050969","0.040775","0.108345","0.048638","0.047764","0.117374","0.278435"
"Ökonomische Merkmale(10)","0.039901","0.042231","0.11184","0.029998","0.036406","0.088541","0.028251","0.031455","0.084753","0.02563","0.035242","0.087666","0.28193"
"carpl(10)","0.032038","0.027668","0.047474","0.022426","0.023008","0.042813","0.024756","0.024173","0.054464","0.02796","0.025921","0.052133","0.455515"
"MyFM(10)","0.068152","0.039318","0.108927","0.0466","0.030873","0.096694","0.048348","0.03262","0.101063","0.045144","0.031455","0.101647","0.230379"
"rtrt(10)","0.060289","0.045726","0.08854","0.041649","0.068735","0.087957","0.048347","0.040193","0.084753","0.044271","0.040776","0.114462","0.292124"
"FeatureModel1(10)","0.051842","0.043105","0.075434","0.03728","0.03728","0.070483","0.038445","0.036406","0.066987","0.036988","0.036116","0.070482","0.268241"
"Example Mobile Phone(10)","0.045726","0.038445","0.080093","0.034076","0.029708","0.076307","0.031746","0.029416","0.071356","0.030872","0.029708","0.080676","0.182905"
"testISA2012(10)","0.065531","0.041649","0.106016","0.039319","0.03495","0.097569","0.041358","0.037863","0.100481","0.040193","0.035824","0.098151","0.290085"
"Mobile-Phone(10)","0.044853","0.064075","0.101355","0.033785","0.051552","0.094656","0.034368","0.036989","0.087667","0.035242","0.037863","0.124073","0.213196"
"Mobile phone (lenita)(10)","0.043687","0.032038","0.089123","0.028542","0.02796","0.099899","0.032329","0.029708","0.085919","0.030873","0.029126","0.08854","0.221058"
"Mobile Phone GF(10)","0.045144","0.04427","0.096986","0.034659","0.038154","0.089705","0.038154","0.038154","0.088831","0.041358","0.039319","0.093491","0.362898"
"Example Product Line Course Using SPLOT(10)","0.042523","0.042232","0.087957","0.032912","0.033493","0.078055","0.031163","0.031746","0.07689","0.029124","0.03262","0.087375","0.211156"
"Guad gmocht!(10)","0.045143","0.039901","0.08854","0.033203","0.036115","0.076599","0.03262","0.034076","0.071356","0.034658","0.036115","0.07893","0.311346"
"MobileMedia(10)","0.047765","0.036406","0.07223","0.036989","0.031455","0.067279","0.038153","0.031746","0.064658","0.036406","0.032038","0.067569","0.279891"
"Simnumero(10)","0.032037","0.022426","0.096987","0.042522","0.024174","0.111258","0.033494","0.027086","0.116209","0.026795","0.02097","0.106597","0.228922"
"isolation(10)","0.039028","0.032037","0.061454","0.028543","0.026795","0.055629","0.031455","0.027669","0.059125","0.028251","0.029125","0.059707","0.379499"
"AllSports Feature Model(10)","0.055337","0.046892","0.092909","0.044853","0.043396","0.08621","0.040775","0.04194","0.08155","0.041649","0.043105","0.084171","0.259504"
"Bicis_Feature_Model(10)","0.039319","0.031455","0.067279","0.027959","0.029417","0.06291","0.029125","0.026503","0.067861","0.03495","0.028542","0.064366","0.195138"
"MobileMedia(10)","0.046018","0.032911","0.0932","0.03495","0.02796","0.088248","0.038445","0.027377","0.082424","0.034659","0.028542","0.087957","0.209117"
"WebApp(10)","0.050095","0.045435","0.110966","0.041649","0.041066","0.106015","0.04194","0.038736","0.096404","0.039901","0.040484","0.106015","0.186109"
"abcdefg(10)","0.044561","0.036988","0.079803","0.034658","0.032911","0.075143","0.035824","0.032329","0.073686","0.034368","0.03495","0.078055","0.378334"
"Disenio(10)","0.046891","0.029707","0.101355","0.031746","0.027669","0.094948","0.032911","0.024756","0.09087","0.044561","0.027669","0.099898","0.28426"
"sasgd(10)","0.04427","0.036989","0.110967","0.066987","0.036698","0.122617","0.037862","0.034659","0.111257","0.034368","0.033785","0.114752","0.350374"
"anlisis II(10)","0.043688","0.030582","0.121743","0.032329","0.027087","0.12116","0.046309","0.03495","0.111839","0.03262","0.028543","0.118248","0.217273"
"disenio II(10)","0.041066","0.033203","0.101064","0.028833","0.028542","0.098734","0.029999","0.029125","0.111257","0.029416","0.029124","0.095822","0.26329"
"AA(10)","0.047183","0.034368","0.096404","0.035241","0.028834","0.092909","0.039027","0.028834","0.087375","0.03495","0.042231","0.099899","0.26329"
"Modelo(10)","0.03495","0.028542","0.064658","0.025338","0.027378","0.061162","0.027086","0.025339","0.061745","0.024756","0.025339","0.059707","0.261252"
"TEST_NAme(10)","0.046309","0.045144","0.107471","0.03495","0.036115","0.098734","0.035241","0.037571","0.096695","0.034368","0.036988","0.099608","0.339598"
"Test(10)","0.051552","0.045726","0.135723","0.036988","0.043396","0.100482","0.04194","0.037862","0.099025","0.034659","0.037572","0.098443","0.295036"
"UPT_RM_MOBILE(10)","0.050969","0.053007","0.1165","0.037862","0.047183","0.104559","0.040484","0.039319","0.091162","0.036115","0.035533","0.090288","0.251348"
"acarlos_trab2_mobile(10)","0.057668","0.054172","0.154362","0.05359","0.050969","0.100481","0.06058","0.048056","0.094365","0.041066","0.049222","0.092035","0.285716"
"Prontuário Eletrônico de Pacientes(10)","0.04194","0.035241","0.084753","0.029126","0.027087","0.078055","0.045143","0.032037","0.088249","0.033785","0.031747","0.082424","0.359111"
"test gv(10)","0.052134","0.047473","0.08854","0.040775","0.041941","0.08155","0.053881","0.04194","0.087375","0.045144","0.043104","0.08854","0.269989"
"Dental Surgery(10)","0.031746","0.026503","0.049221","0.022717","0.021262","0.046018","0.02563","0.022135","0.045727","0.023009","0.021844","0.045435","0.382703"
"Cell-Phone-SPL-2014-without(10)","0.048639","0.03262","0.079221","0.031746","0.029125","0.073104","0.033203","0.030581","0.069027","0.034951","0.03495","0.078929","0.154362"
"Computer Selection(10)","0.030581","0.021261","0.041066","0.018931","0.017766","0.036989","0.020097","0.018349","0.094656","0.024756","0.023882","0.042813","0.32154"
"Rotary_Element(10)","0.05359","0.024756","0.08621","0.024173","0.02097","0.074851","0.027087","0.020679","0.07456","0.021844","0.020678","0.116791","0.276978"
"E-Shop, magister2014(10)","0.042231","0.03728","0.08621","0.031747","0.033494","0.083006","0.027087","0.027086","0.067861","0.025921","0.027086","0.067278","0.339306"
"eshop(10)","0.035242","0.034659","0.076599","0.023591","0.027668","0.070774","0.022718","0.026795","0.064075","0.021844","0.027378","0.070483","0.219602"
"Nudelsalat(10)","0.057376","0.050386","0.100772","0.042814","0.038736","0.119704","0.044561","0.039027","0.094074","0.042231","0.039027","0.071938","0.265038"
"MK Andes(10)","0.031746","0.024756","0.047474","0.022717","0.023009","0.040775","0.023883","0.022135","0.043105","0.023008","0.022136","0.041357","0.30523"
"SPL Studies(10)","0.041648","0.045143","0.08621","0.032911","0.030581","0.070191","0.028543","0.029998","0.086793","0.031164","0.030872","0.066696","0.216982"
"Telefono(10)","0.041941","0.03029","0.067861","0.028834","0.024173","0.062036","0.029125","0.023882","0.059415","0.029125","0.024465","0.063783","0.171254"
"Mobile Phone(10)","0.040775","0.027087","0.085919","0.028543","0.021844","0.081841","0.024757","0.017184","0.080385","0.027669","0.021553","0.082424","0.21203"
"jjjjj(10)","0.037571","0.023883","0.059706","0.027086","0.022426","0.057085","0.027377","0.020096","0.053008","0.027087","0.020387","0.055337","0.275522"
"celular(10)","0.039901","0.027378","0.073686","0.03728","0.018349","0.058833","0.025048","0.018931","0.05592","0.023882","0.019223","0.058832","0.157275"
"Bandymas(10)","0.059415","0.036407","0.064658","0.057376","0.040484","0.093783","0.034659","0.042814","0.086501","0.03495","0.026503","0.060871","0.380372"
"test 3(10)","0.0466","0.031746","0.112423","0.034367","0.026795","0.099316","0.034076","0.030581","0.096404","0.03262","0.028543","0.100189","0.290667"
"LXEP(10)","0.033785","0.021552","0.055046","0.022135","0.018349","0.050095","0.020387","0.018058","0.054463","0.019805","0.03728","0.056212","0.390274"
"Feature Tree Example(10)","0.041649","0.055628","0.080676","0.030873","0.055046","0.076307","0.030872","0.036988","0.077473","0.032911","0.036697","0.078638","0.422604"
"Sample(10)","0.052134","0.048347","0.092908","0.040192","0.038445","0.087375","0.039901","0.037863","0.083297","0.042814","0.039901","0.087666","0.291541"
"Mobile Tourist Planner(10)","0.043687","0.043978","0.079511","0.045144","0.041358","0.069026","0.035241","0.029707","0.065823","0.03495","0.03029","0.0699","0.293289"
"votacao eletronica(10)","0.038445","0.028834","0.068735","0.026503","0.024464","0.058541","0.031455","0.025339","0.052716","0.027087","0.024465","0.057376","0.474447"
"Car(10)","0.04427","0.041648","0.073103","0.029708","0.032328","0.067279","0.030872","0.031164","0.095821","0.035241","0.034659","0.08155","0.346296"
"Mobile Phone(10)","0.043688","0.031746","0.091161","0.048639","0.027377","0.185235","0.032911","0.029124","0.080967","0.030872","0.029708","0.085045","0.250183"
"Test1(10)","0.039901","0.03029","0.066696","0.027669","0.022718","0.056794","0.025921","0.022718","0.06058","0.024465","0.0233","0.064075","0.240282"
"Maquina de Cae(10)","0.371053","0.06757","0.094947","0.040192","0.057959","0.085337","0.032912","0.038153","0.078054","0.029999","0.495999","0.10019","0.266202"
"Autosoft(10)","0.057376","0.083298","0.126402","0.045726","0.03961","0.099025","0.045726","0.037281","0.092327","0.050387","0.040484","0.09553","0.231544"
"SPL_e_commerce(10)","0.059997","0.037571","0.111258","0.045726","0.036406","0.099899","0.048347","0.03961","0.0932","0.036697","0.029999","0.162518","0.271445"
"Autosoft(10)","0.035824","0.027669","0.121452","0.024173","0.027668","0.124364","0.02796","0.026213","0.118539","0.025922","0.025047","0.131062","0.283677"
"Minimalistic PC Feature Model(10)","0.036115","0.029124","0.075142","0.026503","0.025048","0.066696","0.027669","0.025047","0.063492","0.046309","0.02563","0.064367","0.316007"
"Match engine(10)","0.047765","0.093492","0.070774","0.036698","0.027086","0.06524","0.031164","0.027086","0.057085","0.028833","0.026504","0.059997","0.366683"
"Mobile Phone UPT(10)","0.042522","0.034367","0.082715","0.027669","0.02563","0.07689","0.026503","0.025338","0.075434","0.027668","0.028251","0.069318","0.25164"
"Mobile Phone UPT - 18413(10)","0.03029","0.02796","0.072813","0.023009","0.025047","0.073977","0.028543","0.031164","0.068735","0.0233","0.025921","0.073686","0.25863"
"Manuel(10)","0.028542","0.025047","0.058832","0.017475","0.02097","0.055628","0.019222","0.020679","0.050969","0.019514","0.039319","0.066696","0.342802"
"E-portal(11)","0.049513","0.038154","0.070774","0.028834","0.031746","0.063784","0.032037","0.028251","0.062037","0.029998","0.028251","0.064658","0.319793"
"VOD feature model(11)","0.035824","0.030581","0.059998","0.041357","0.024757","0.048348","0.025339","0.022718","0.046309","0.025048","0.023883","0.04893","0.242612"
"Asghar(11)","0.044852","0.036989","0.078638","0.033785","0.032328","0.070774","0.034659","0.031164","0.064949","0.033785","0.032328","0.073395","0.254261"
"MyFeatureModel(11)","0.037862","0.028251","0.111257","0.024173","0.019222","0.080384","0.024465","0.022426","0.069609","0.023009","0.01864","0.075434","0.243193"
"SmartHome_vConejero_r1(11)","0.017183","0.013397","0.024756","0.01165","0.009903","0.021552","0.011359","0.009903","0.022718","0.011359","0.010776","0.021844","0.363189"
"ETRobocon(11)","0.04893","0.037863","0.085045","0.039901","0.034077","0.075725","0.041066","0.033202","0.078346","0.042231","0.03495","0.085044","0.339015"
"Test(11)","0.043978","0.041358","0.087084","0.031746","0.034076","0.080967","0.032328","0.029708","0.078346","0.031746","0.030581","0.081841","0.421147"
"ordem(11)","0.045435","0.02563","0.12815","0.034076","0.020678","0.119413","0.036406","0.020388","0.110966","0.034367","0.02097","0.122617","0.225428"
"desordem(11)","0.039319","0.027378","0.107762","0.028834","0.020679","0.101354","0.029708","0.020387","0.092326","0.029125","0.021553","0.101646","0.208826"
"UPL(11)","0.049804","0.023882","0.090578","0.024756","0.018931","0.083298","0.026213","0.018931","0.080967","0.024756","0.019514","0.083298","0.286299"
"Mauricio Alférez(11)","0.032911","0.028834","0.066405","0.023883","0.023009","0.060871","0.024756","0.022426","0.055046","0.024465","0.023008","0.058833","0.35882"
"Loja Virtual(11)","0.035533","0.029125","0.073978","0.02563","0.023591","0.067278","0.036988","0.036988","0.069609","0.026213","0.038153","0.075434","0.368431"
"SmartHome- Simplified Sample(11)","0.033785","0.028252","0.064658","0.0233","0.022135","0.058541","0.025339","0.022135","0.05592","0.023591","0.022717","0.060288","0.34717"
"Ubuntu(11)","0.034951","0.027378","0.08155","0.024174","0.022426","0.077181","0.024465","0.021552","0.066696","0.019514","0.018057","0.059706","0.278144"
"Implementacion(11)","0.036697","0.031164","0.085918","0.039028","0.021843","0.071648","0.026212","0.027377","0.072231","0.023009","0.038736","0.071356","0.246689"
"Imolementacion II(11)","0.023301","0.022426","0.047474","0.014563","0.018348","0.039028","0.02097","0.018348","0.039028","0.014271","0.019805","0.03961","0.424352"
"Basic Car(11)","0.489592","0.02563","0.05825","0.019514","0.01864","0.052426","0.020679","0.017475","0.050386","0.018931","0.018058","0.052717","0.331443"
"CarExample(11)","0.025047","0.01864","0.079512","0.014854","0.013689","0.063492","0.013397","0.011359","0.06058","0.012233","0.010485","0.061454","0.242612"
"mo(11)","0.045727","0.034659","0.078929","0.035241","0.029125","0.071648","0.036406","0.029416","0.066114","0.035533","0.03029","0.071938","0.235331"
"Mobile Media v3(11)","0.017766","0.013106","0.025338","0.011068","0.009903","0.02097","0.012524","0.009902","0.02097","0.010776","0.009612","0.020971","0.321832"
"JDFM(11)","0.024756","0.025047","0.078928","0.01631","0.019805","0.071356","0.017475","0.020096","0.071065","0.016601","0.01864","0.066405","0.210283"
"Analisis(11)","0.025921","0.034076","0.046308","0.019223","0.017766","0.042522","0.020679","0.017475","0.040776","0.019513","0.018931","0.042231","0.32154"
"Matrix chain multiplication(11)","0.026503","0.021844","0.083006","0.018348","0.016892","0.075725","0.028543","0.026795","0.071939","0.018349","0.016601","0.08155","0.285425"
"Observatorio(11)","0.028252","0.023009","0.051842","0.019514","0.018058","0.046892","0.02097","0.018932","0.045435","0.019223","0.018348","0.047182","0.260378"
"collapse_view_example(11)","0.032038","0.026795","0.09553","0.018932","0.02097","0.085919","0.019805","0.02097","0.080385","0.019222","0.021844","0.087666","0.351538"
"Match de foot(11)","0.038445","0.049803","0.062328","0.027377","0.025338","0.054755","0.028543","0.02563","0.053007","0.027668","0.026504","0.055921","0.322414"
"Xor Example(11)","0.055629","0.057667","0.121742","0.043687","0.040484","0.109801","0.042523","0.039318","0.101064","0.043688","0.041649","0.112423","0.259504"
"XOR NEW(11)","0.049804","0.038154","0.113005","0.038736","0.033202","0.126403","0.041066","0.03495","0.106015","0.042232","0.03728","0.113296","0.232709"
"Xor Example 2(11)","0.052134","0.036989","0.105433","0.039028","0.031455","0.098734","0.026504","0.025339","0.088831","0.039319","0.031455","0.095821","0.427555"
"Sylvain Example(11)","0.043396","0.033786","0.08621","0.021552","0.027669","0.078054","0.028543","0.024174","0.07456","0.028252","0.024174","0.078056","0.25164"
"ROOT(11)","0.047473","0.040775","0.091744","0.036697","0.035532","0.08621","0.035532","0.033203","0.079219","0.036989","0.035533","0.085337","0.317463"
"NovoSiga(11)","0.045144","0.038445","0.092617","0.033202","0.032037","0.089996","0.037863","0.03495","0.078929","0.048638","0.03495","0.088539","0.394644"
"asdsfa ewtwwe(11)","0.032329","0.03262","0.055628","0.023591","0.021261","0.050677","0.023591","0.021553","0.048056","0.023883","0.023591","0.05592","0.263581"
"Website(11)","0.050386","0.053882","0.083297","0.038445","0.047182","0.077473","0.038737","0.035533","0.073687","0.038736","0.037281","0.078638","0.308142"
"1(11)","0.037862","0.032329","0.061162","0.027378","0.026795","0.057959","0.029999","0.026212","0.050968","0.02796","0.02796","0.057668","0.39843"
"erewr(11)","0.02796","0.034076","0.092326","0.047474","0.034658","0.080676","0.021261","0.019805","0.066988","0.017183","0.020096","0.073103","0.232709"
"Webshop_SPLE2014_Chalmers(11)","0.029999","0.035824","0.059707","0.019514","0.031164","0.055046","0.029125","0.026795","0.053008","0.019513","0.026795","0.054464","0.431632"
"poker spl(11)","0.065823","0.027668","0.077182","0.02796","0.023592","0.069317","0.029707","0.0233","0.066114","0.022717","0.019514","0.06524","0.327074"
"r(11)","0.04427","0.030582","0.08621","0.033203","0.026503","0.078055","0.032912","0.027961","0.082133","0.033786","0.026504","0.080676","0.286882"
"E-shop(11)","0.033493","0.052425","0.075434","0.025048","0.03961","0.069318","0.027086","0.02796","0.066114","0.023592","0.027669","0.062327","0.295036"
"PC model(11)","0.035824","0.030581","0.066696","0.042813","0.02796","0.06757","0.031455","0.027377","0.062619","0.029999","0.028834","0.071939","0.308725"
"testing(11)","0.046891","0.03961","0.076599","0.036989","0.034076","0.0699","0.037571","0.034367","0.06524","0.037863","0.035241","0.069609","0.301152"
"ubuntu(11)","0.025338","0.020679","0.051551","0.018349","0.015728","0.046309","0.019222","0.016018","0.045435","0.018058","0.017767","0.0466","0.206497"
"Jogo(11)","0.023882","0.020387","0.034367","0.017476","0.015436","0.030872","0.01864","0.016601","0.03029","0.018057","0.015728","0.031163","0.317171"
"Assistente de Compras(11)","0.031455","0.032037","0.064949","0.024465","0.027086","0.060872","0.025047","0.026795","0.056502","0.025922","0.027378","0.059998","0.290667"
"HandlingSystem(11)","0.012523","0.008738","0.017184","0.006698","0.005533","0.013688","0.006699","0.005825","0.014562","0.006698","0.005534","0.013689","0.36115"
"Rotation1(11)","0.035241","0.029999","0.06524","0.026504","0.025339","0.059124","0.028542","0.02563","0.067279","0.025048","0.023882","0.066696","0.309307"
"ESCA Embeeded System(11)","0.029998","0.021552","0.057085","0.022718","0.018058","0.055338","0.023591","0.017475","0.04893","0.022426","0.018057","0.050677","0.19106"
"Cellphone(11)","0.027378","0.017475","0.051843","0.020096","0.016019","0.046018","0.020679","0.013689","0.041357","0.019514","0.014272","0.045727","0.139509"
"IntelligentTutoringSystem(12)","0.033785","0.030873","0.085046","0.025339","0.026212","0.07922","0.026504","0.02563","0.068735","0.025921","0.026212","0.078055","0.271446"
"test_fm(12)","0.023883","0.020679","0.038736","0.018057","0.017183","0.034659","0.018931","0.016602","0.033786","0.018057","0.016892","0.034658","0.313677"
"Eshop-ufrj(12)","0.029999","0.029416","0.079511","0.022135","0.024174","0.071938","0.035824","0.032621","0.156692","0.0233","0.022427","0.073395","0.274358"
"Doorlopende reisverzekering(12)","0.040192","0.047182","0.0699","0.045726","0.033202","0.116792","0.042523","0.036698","0.075434","0.040193","0.039027","0.079511","0.401634"
"Dummy Car(12)","0.038445","0.026504","0.071356","0.028834","0.022135","0.064658","0.028251","0.025338","0.06058","0.027669","0.021261","0.064367","0.422604"
"WB2(12)","0.039319","0.033494","0.131062","0.029416","0.027669","0.126985","0.030872","0.026504","0.110093","0.028251","0.028252","0.122034","0.263581"
"Text Editor(12)","0.038154","0.026504","0.098443","0.028251","0.020679","0.090579","0.028834","0.020971","0.08854","0.027668","0.021552","0.093782","0.327074"
"Adams Car(12)","0.060871","0.096404","0.073978","0.035533","0.086501","0.069317","0.032037","0.029125","0.064366","0.03262","0.030873","0.068153","0.397848"
"CCCMS(12)","0.054464","0.09553","0.102812","0.047766","0.053881","0.094948","0.045726","0.038445","0.083298","0.048056","0.040775","0.096113","0.297075"
"mon model(12)","0.042231","0.034659","0.091161","0.031455","0.028834","0.084463","0.033203","0.028833","0.079511","0.031746","0.028834","0.084754","0.346297"
"a(12)","0.03728","0.038737","0.110966","0.027086","0.033202","0.10252","0.028542","0.032328","0.091161","0.026504","0.033203","0.101646","0.322705"
"aaaaaa(12)","0.049222","0.033203","0.064949","0.038736","0.02796","0.059998","0.029125","0.027086","0.05592","0.029999","0.028542","0.06058","0.291541"
"Pruebas(12)","0.034077","0.016893","0.107763","0.0233","0.012524","0.096986","0.024465","0.012523","0.0932","0.023009","0.012815","0.10019","0.260669"
"Address Book(12)","0.055338","0.042231","0.084754","0.038736","0.036115","0.077764","0.036407","0.033203","0.070191","0.03728","0.036115","0.078638","0.290667"
"Sisgeo(12)","0.017475","0.014271","0.098152","0.011068","0.009902","0.090288","0.012233","0.009903","0.083588","0.011067","0.010485","0.089996","0.190186"
"Multiplicador de n matrices(12)","0.042523","0.033785","0.10718","0.029999","0.027669","0.100772","0.030581","0.027668","0.095821","0.031164","0.028542","0.102229","0.367267"
"Movil(12)","0.05825","0.03495","0.110676","0.036407","0.028542","0.100482","0.033493","0.028252","0.093782","0.031746","0.03029","0.101355","0.394935"
"ID(12)","0.013397","0.008737","0.018058","0.00699","0.005534","0.014562","0.006699","0.005825","0.014272","0.006699","0.005825","0.014562","0.61745"
"gs(12)","0.057668","0.042231","0.105432","0.03961","0.051843","0.111257","0.041939","0.036989","0.096986","0.043396","0.03961","0.108927","0.339889"
"MyDental(12)","0.041358","0.035241","0.066114","0.031455","0.029708","0.059124","0.031747","0.029416","0.05592","0.033202","0.030872","0.061454","0.383285"
"FM with optional XOR(12)","0.037863","0.026504","0.081258","0.02796","0.021844","0.075143","0.028251","0.021261","0.068153","0.032911","0.023883","0.082424","0.38445"
"Final model(12)","0.040193","0.024465","0.101938","0.029708","0.020387","0.093491","0.029999","0.018931","0.085336","0.029707","0.019513","0.089996","0.262416"
"Sylvain Example(12)","0.027378","0.033785","0.094074","0.019805","0.029125","0.084753","0.02796","0.024466","0.126403","0.026213","0.034076","0.12582","0.360858"
"E-commerce system1(12)","0.026212","0.018932","0.081841","0.016309","0.01398","0.073104","0.022718","0.015436","0.078055","0.015728","0.013981","0.075725","0.384159"
"FeatureModelName(12)","0.041066","0.03262","0.062036","0.029416","0.025339","0.054755","0.023009","0.020387","0.051843","0.023009","0.020679","0.052425","0.43571"
"Content(12)","0.071356","0.043397","0.094947","0.043105","0.03029","0.084754","0.03961","0.038153","0.080677","0.035533","0.039318","0.109801","0.530076"
"Attempt of mine(12)","0.043396","0.032328","0.075434","0.032911","0.027087","0.069608","0.03262","0.030581","0.11417","0.057376","0.04427","0.111258","0.426973"
"Content(12)","0.038154","0.036116","0.082132","0.028251","0.029999","0.075434","0.028252","0.029126","0.065823","0.027669","0.031747","0.075725","0.426972"
"Content model(12)","0.034368","0.028252","0.073977","0.02563","0.0233","0.068443","0.024756","0.021844","0.061454","0.025047","0.023591","0.068735","0.343674"
"eLearning ways(12)","0.050677","0.037571","0.137761","0.035532","0.031163","0.12815","0.035241","0.029416","0.113879","0.036114","0.031455","0.130772","0.292706"
"Topology(12)","0.053881","0.033494","0.098734","0.045143","0.02097","0.080676","0.033785","0.024756","0.073977","0.033494","0.021553","0.080968","0.355324"
"This is a test(12)","0.054464","0.04194","0.11417","0.042232","0.036988","0.105142","0.046892","0.039319","0.097277","0.042523","0.038154","0.106888","0.353286"
"Congress Assistant(12)","0.039609","0.03262","0.110675","0.027378","0.027377","0.10252","0.041358","0.036697","0.122616","0.029999","0.029125","0.104267","0.373092"
"JCS(12)","0.052425","0.040775","0.110384","0.040775","0.034659","0.098734","0.039901","0.03262","0.089414","0.039901","0.035533","0.098443","0.278435"
"Ooredoo(12)","0.056793","0.028543","0.112131","0.045726","0.023882","0.10485","0.044561","0.022426","0.096404","0.046308","0.0233","0.105141","0.345422"
"M-learning Requirements Catalog(12)","0.036407","0.035532","0.147372","0.02563","0.029125","0.138926","0.027959","0.027669","0.124946","0.02563","0.029126","0.138635","0.240864"
"TW SPL Hard Choices(12)","0.024173","0.019222","0.03728","0.017475","0.015437","0.034076","0.018349","0.015145","0.03262","0.016601","0.015728","0.033203","0.408915"
"Jogo(12)","0.02097","0.015437","0.030581","0.013106","0.01165","0.026504","0.014563","0.01165","0.026213","0.013106","0.011941","0.026504","0.462796"
"rotation(12)","0.022718","0.022426","0.049222","0.01398","0.017766","0.043396","0.015437","0.017767","0.042231","0.01398","0.018058","0.042813","0.478815"
"Online Shop Feature Model(12)","0.044561","0.039028","0.087957","0.031163","0.033202","0.080385","0.031164","0.031746","0.073978","0.030581","0.033785","0.080676","0.385906"
"Telecommunication_System(12)","0.022135","0.015145","0.060289","0.024466","0.011067","0.054464","0.016019","0.011359","0.049803","0.014854","0.011359","0.05359","0.129898"
"Aircraft PL(13)","0.033202","0.029416","0.067861","0.027086","0.026503","0.054463","0.0233","0.02097","0.04427","0.024465","0.023009","0.050386","0.115043"
"CFDP Library(13)","0.032037","0.027378","0.10951","0.024757","0.02359","0.101355","0.024465","0.021553","0.087666","0.024465","0.022717","0.100482","0.190769"
"CFDP Library(13)","0.04893","0.043978","0.124364","0.038737","0.037863","0.117665","0.036988","0.035532","0.103977","0.039901","0.037863","0.115918","0.211739"
"Tata Cars(13)","0.043978","0.036988","0.113879","0.032911","0.027378","0.066988","0.032911","0.026504","0.062619","0.032911","0.028251","0.068153","0.275814"
"KIModel(13)","0.026213","0.022134","0.06058","0.019222","0.017766","0.055337","0.020388","0.017475","0.052133","0.018931","0.017767","0.054463","0.276688"
"G10-music player(13)","0.039319","0.035241","0.069318","0.031164","0.030872","0.063202","0.031455","0.028542","0.060289","0.031163","0.030873","0.063784","0.423186"
"RE(13)","0.056794","0.043396","0.07456","0.048056","0.038153","0.0699","0.034076","0.032037","0.066696","0.035824","0.034076","0.069609","0.286007"
"FM1(13)","0.066988","0.012815","0.021844","0.016893","0.012232","0.016019","0.008737","0.005243","0.013688","0.006698","0.007573","0.014563","0.618032"
"Parking lot Manager(13)","0.034077","0.031455","0.086501","0.022718","0.022717","0.082715","0.027087","0.026213","0.080676","0.024757","0.024174","0.088249","0.307268"
"Veículo(13)","0.050678","0.044853","0.108636","0.03961","0.038445","0.103394","0.043979","0.040774","0.092036","0.040483","0.038736","0.101937","0.260087"
"Car(13)","0.037862","0.041649","0.078637","0.028834","0.037862","0.077181","0.024465","0.025339","0.058832","0.023301","0.025921","0.068153","0.382119"
"Homepage based on wiki(13)","0.027378","0.021552","0.07922","0.018932","0.016893","0.073686","0.020096","0.016893","0.067861","0.018058","0.016893","0.072522","0.241447"
"Toyota Feature Model(13)","0.027086","0.025338","0.125238","0.019514","0.019513","0.111549","0.023592","0.019222","0.106889","0.01864","0.019222","0.112423","0.242028"
"NCV_Simulation(13)","0.03029","0.022717","0.085045","0.021262","0.017475","0.078055","0.0233","0.017766","0.072813","0.021843","0.017475","0.077181","0.227175"
"i18n(13)","0.052425","0.031164","0.07689","0.040775","0.026503","0.069317","0.028834","0.025048","0.064366","0.024174","0.043396","0.075725","0.374547"
"MiniRPG(13)","0.034076","0.029124","0.057667","0.025921","0.024465","0.051551","0.026795","0.023591","0.048639","0.027669","0.02563","0.052425","0.380956"
"Mobile Media(13)","0.045144","0.047473","0.103102","0.034077","0.041649","0.10019","0.034076","0.040484","0.079511","0.02796","0.033494","0.077764","0.287754"
"Analisis(13)","0.03728","0.02097","0.099608","0.027961","0.01631","0.091161","0.019805","0.016893","0.085337","0.019514","0.01631","0.090288","0.410663"
