"Model(Num features)","B&B+HB+MCF","B&B+HB+MVW","B&B+HB+MHV","BestFS+HB+MCF","BestFS+HB+MVW","BestFS+HB+MHV","BT+HA+MCF","BT+HA+MVW","BT+HA+MHV","BT+HB+MCF","BT+HB+MVW","BT+HB+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"Portafolios1Gomez(28)","0.224262","0.21902","0.583957","0.203293","0.206205","0.601431","0.202419","0.186691","0.580753","0.220476","0.195429","0.629391","1.301888"
"Smart_Home(28)","0.120287","0.112422","0.796569","0.091744","0.092326","0.715601","0.09087","0.087666","0.655312","0.092909","0.093491","0.786084","0.779095"
"deepak_fm(28)","0.1864","0.173876","0.372509","0.16543","0.17475","0.333482","0.149412","0.149411","0.313384","0.15145","0.14912","0.330278","1.649058"
"Inmobiliaria(28)","0.611916","0.229796","0.597937","0.590364","0.251349","0.691719","0.223681","0.207662","0.731912","0.231543","0.215525","0.768317","1.297519"
"Quality Attribute Functionalities Simple(28)","0.157857","0.149994","0.899671","0.133975","0.14679","0.880741","0.13747","0.164557","0.828898","0.13747","0.139509","0.884818","1.084615"
"Trabalho Topicos(28)","0.297075","0.324161","0.316589","0.269407","0.336685","0.322415","0.150285","0.142713","0.308434","0.164848","0.147372","0.391732","2.535915"
"Urna Eletrônica - Renato - UFMG(28)","0.089414","0.075725","0.5659","0.075143","0.063492","0.425808","0.087375","0.080676","0.521628","0.078638","0.067279","0.417362","3.862267"
"Livraria Online(28)","0.230379","0.261834","0.687932","0.20271","0.269988","0.667254","0.150286","0.152615","0.581626","0.141548","0.149994","0.612791","1.152185"
"smartphone(28)","0.288629","0.191642","0.418235","0.267367","0.172711","0.404255","0.182614","0.166886","0.385032","0.176497","0.17242","0.400469","1.472269"
"ATM Software(29)","0.218146","0.222807","0.653274","0.24465","0.231253","0.690554","0.210866","0.212321","0.647449","0.223972","0.22601","0.708903","1.091314"
"Feature Model do Dominio de Agendamento(29)","0.136305","0.129315","0.69434","0.115335","0.114753","0.717932","0.124072","0.120869","0.790452","0.130189","0.127568","0.733949","0.888895"
"TV-Series Shirt(29)","0.493669","2.88454","0.645119","0.376004","2.784933","0.683564","0.236495","0.217855","0.641332","0.245815","0.226593","0.663467","1.449842"
"Eclipse Platform(29)","0.793656","0.380081","0.862682","0.761328","0.365227","0.849285","0.246397","0.230961","0.770647","0.256591","0.246398","0.842004","0.765405"
"Torrent Client(29)","0.245233","0.21436","0.761619","0.219894","0.212321","0.780259","0.212322","0.200963","0.711232","0.218437","0.233291","0.731911","0.864721"
"RhiscomProcessModel(29)","0.122325","0.09786","0.509396","0.091743","0.085336","0.50095","0.094074","0.083007","0.474738","0.091453","0.083588","0.499493","1.227036"
"Health Plan Diogo(29)","0.223098","0.145625","0.638711","0.189895","0.135431","0.62211","0.12349","0.099608","0.574345","0.121742","0.105723","0.669584","0.979765"
"Bikesharing(29)","0.301736","0.266494","0.6524","0.265329","0.248145","0.643663","0.221641","0.228923","0.630848","0.32154","0.261834","0.697835","1.157719"
"EventosHernandez(29)","0.600849","0.684728","0.682108","0.222224","0.234165","0.684437","0.214943","0.197759","0.638129","0.241738","0.226884","0.698709","1.175194"
"blog-Gabriel-magister2014(29)","0.183778","0.170672","0.620654","0.152324","0.154654","0.700456","0.150285","0.144169","0.578423","0.152033","0.149411","0.613664","0.923845"
"MobileApps Multiplatform(29)","0.19106","0.188147","0.690263","0.166886","0.197467","0.750843","0.175042","0.17737","0.688807","0.186983","0.184944","0.747057","0.965203"
"ScrollingText(29)","0.299696","0.249019","0.505028","0.177081","0.161644","0.477941","0.150285","0.133684","0.457263","0.164847","0.146499","0.508523","2.66319"
"GPL(29)","0.210574","0.357656","0.830936","0.189312","0.334355","0.793074","0.170381","0.16776","0.69667","0.175041","0.176789","0.752299","0.938117"
"Inmobiliaria_Taller(29)","0.330277","0.711815","0.721135","0.227466","0.62677","0.689098","0.208827","0.18174","0.615994","0.213778","0.19339","0.677447","1.060442"
"Gophone messaging(29)","0.65706","0.404547","0.610751","0.611043","0.380955","0.613373","0.214942","0.206496","0.581044","0.240281","0.228631","0.609878","1.563721"
"VR application(29)","0.322705","0.416488","0.639876","0.274067","0.419982","0.620654","0.18407","0.172128","0.57085","0.178537","0.169216","0.660846","1.15568"
"Bikesharing(29)","0.332607","0.873458","0.657642","0.167178","0.531823","0.611042","0.20737","0.193972","0.627061","0.233292","0.206787","0.657934","1.072382"
"Control biometrico(29)","0.221059","0.160479","0.512018","0.191933","0.147955","0.52425","0.225428","0.215816","0.509396","0.159313","0.162809","0.541143","1.777791"
"Rhiscom Process Model(30)","0.081551","0.069609","0.465127","0.062037","0.058832","0.451146","0.064949","0.05825","0.44736","0.062328","0.05825","0.453768","1.112575"
"Sastm(30)","0.24465","0.287464","0.710942","0.221642","0.271154","0.682982","0.21203","0.186109","0.619489","0.220476","0.196594","0.680942","1.122187"
"SAP Business Suite(30)","0.115335","0.094365","0.188147","0.087375","0.084753","0.177663","0.088249","0.084754","0.173585","0.08854","0.085045","0.178828","2.466014"
"PortafolioEddie(30)","0.192516","0.339598","0.574054","0.164264","0.324161","0.557452","0.153489","0.146498","0.567938","0.162226","0.166304","0.607839","1.580323"
"Inmobiliaria Yerson(30)","0.774433","1.470521","0.797734","0.82482","1.641776","0.786376","0.322123","0.276688","0.678613","0.326783","0.302026","0.677448","1.40033"
"Inmobiliarias(30)","0.334355","0.212904","0.780841","0.236495","0.180575","0.699001","0.181157","0.159606","0.604635","0.189312","0.171547","0.695505","0.850742"
"UrnaJP(30)","0.161352","0.138344","0.390275","0.129315","0.126402","0.3728","0.130188","0.122325","0.387654","0.138927","0.13514","0.399887","3.255302"
"Visit Indonesia(30)","0.256883","0.218146","0.463379","0.216399","0.20504","0.456097","0.173877","0.170089","0.442992","0.189895","0.227175","0.47066","1.652262"
"Graph(30)","0.103102","0.057376","0.24465","0.099025","0.054755","0.249893","0.054756","0.047474","0.206787","0.05359","0.05126","0.234457","0.298239"
"Reference Management Softwares Feature Model(31)","0.368723","0.247854","0.753755","0.277853","0.234748","0.731038","0.206787","0.201545","0.682108","0.213194","0.211157","0.723756","1.093644"
"Reference Management Softwares Feature Model(31)","0.435128","0.173003","0.780549","0.35183","0.16077","0.754046","0.225427","0.140965","0.706864","0.232126","0.147664","0.758706","1.005978"
"GreenHouse_Control_and_Monitoring(31)","0.267368","0.541143","0.553084","0.233583","0.527745","0.543181","0.225718","0.244067","0.506775","0.231252","0.292414","0.583956","1.658086"
"tool analysis(31)","0.20504","0.182323","0.853654","0.175332","0.170964","0.837635","0.197468","0.222806","0.767735","0.176788","0.169508","0.842587","1.012967"
"Automotive system(31)","0.638128","0.894138","0.948601","0.336685","0.65473","0.724048","0.196885","0.182613","0.635799","0.180866","0.176206","0.666671","2.181171"
"DeReTiYo(31)","0.449982","0.338724","0.789579","0.395809","0.355325","0.748222","0.317172","0.288338","0.715019","0.319501","0.3029","0.899963","1.760315"
"EventosGarcia(31)","0.283969","0.260961","0.730747","0.252513","0.280473","0.884235","0.260377","0.260669","0.732785","0.24465","0.265038","0.724047","0.988794"
"Marketplace para PYMES(31)","0.188731","0.166304","0.571723","0.154071","0.149702","0.556871","0.151159","0.145625","0.523959","0.155819","0.160187","0.511435","1.34441"
"Inmobiliaria(31)","0.607256","5.701219","0.826277","0.410954","5.368612","0.798317","0.279309","0.235913","0.701913","0.283386","0.251932","0.763366","1.411107"
"Inmobiliaria(31)","0.426099","0.2563","0.562404","0.257465","0.242319","0.552501","0.223097","0.233874","0.519299","0.227466","0.247563","0.545802","1.619642"
"BC WIN(31)","0.154945","0.119121","0.600266","0.123199","0.096695","0.510852","0.12349","0.113297","64.274805","0.168925","0.128732","0.689097","2.007005"
"MM-URNA(31)","0.232418","0.410953","0.546385","0.218146","0.254843","0.514347","0.224263","0.228049","0.505901","0.216982","0.229213","0.520755","2.475625"
"KDDI(31)","0.440079","0.418234","0.602014","0.404255","0.404838","0.544347","0.193972","0.182905","0.457263","0.196303","0.190478","0.485805","2.701635"
"Autiomoviles(31)","0.667545","0.233582","0.689971","0.238825","0.242903","0.661138","0.21902","0.210865","0.621237","0.211156","0.20271","0.610752","1.489161"
"Composicao_LO(32)","0.852489","0.57318","0.902293","0.749386","0.538521","0.920059","0.474447","0.406877","0.875206","0.446778","0.428429","0.957921","1.101216"
"ELEC5619 - End User Model(32)","0.138053","0.12815","0.311637","0.108928","0.105141","0.27727","0.110092","0.101937","0.265621","0.107471","0.10485","0.276978","2.491935"
"RaaS(32)","0.440953","0.412702","0.992871","0.449107","0.427555","1.010929","0.425225","0.399012","0.927922","0.454059","0.422604","0.948019","0.924428"
"SPL SimulES, PnP(32)","0.403964","1.425377","0.731037","0.425808","1.537217","0.841713","0.287755","0.275232","0.695214","0.272901","0.256591","0.710068","1.960695"
"TreeStemDeformationMeshingTool(32)","0.207079","0.201254","0.95763","0.190478","0.184653","0.960834","0.174167","0.322705","0.948602","0.16077","0.178245","0.929087","1.647019"
"Premium1Nemocon(32)","0.281638","0.22135","0.779385","0.251058","0.191351","0.837052","0.218728","0.196885","0.761328","0.22601","0.207661","0.819577","1.140536"
"Devolution(32)","0.15844","0.12582","0.945689","0.133975","0.114171","0.913069","0.126402","0.103394","0.749386","0.125529","0.106015","0.83414","0.925884"
"TAM Reservas(32)","0.164848","0.275523","0.741231","0.136013","0.257756","0.717931","0.160478","0.171255","0.74094","0.152906","0.19339","0.772104","1.657505"
"Epic slice machine(32)","0.398721","0.522211","0.831228","0.41008","0.476194","0.749094","0.219602","0.262999","0.683564","0.23533","0.279309","0.782298","1.726821"
"IVI Development VM(32)","0.19572","0.181158","0.794822","0.17242","0.166012","0.775599","0.174459","0.161352","0.826568","0.168634","0.156984","0.72929","1.29082"
"Bike Computer Family(32)","0.140092","0.155527","0.692302","0.125238","0.154362","0.691719","0.130188","0.150577","0.631139","0.125237","0.15611","0.658807","2.287769"
"SEPFeatureModel(33)","0.145625","0.133393","0.921516","0.124655","0.120577","0.895884","0.119412","0.115336","0.824529","0.124364","0.12116","0.894429","0.937242"
"Physiological computing feature model(33)","0.216399","0.19339","0.799772","0.181158","0.175041","0.786958","0.192225","0.19106","0.739775","0.186109","0.179701","0.846373","1.718084"
"Strategy Mobile Game(33)","0.199798","0.150284","0.802103","0.167469","0.127858","0.784919","0.166886","0.125528","0.738027","0.170964","0.138344","0.786666","1.198786"
"Pricing(33)","0.318336","0.22368","0.868216","0.28426","0.209117","0.846955","0.264164","0.476193","0.805598","0.312511","0.232418","0.930253","1.356643"
"Robot Calibration(33)","0.304938","0.322996","0.585121","0.280182","0.311637","0.614538","0.23533","0.203584","0.581335","0.223098","0.210283","0.612499","3.109386"
"Inmobiliaria(33)","0.347753","0.342218","0.977144","0.30756","0.325618","0.95297","0.159023","0.127859","0.783753","0.154362","0.143003","0.849868","1.252667"
"Inmobiliaria(33)","4.064685","4.041968","1.335673","4.408652","4.425835","1.312082","0.276396","0.258921","0.786666","0.291251","0.275231","0.860061","1.697988"
"Inmobiliaria(33)","0.235331","0.27028","0.930253","0.203584","0.251057","0.854819","0.19805","0.16543","0.840548","0.21902","0.186983","0.931708","1.129177"
"Inmobiliaria-201522309(33)","0.247563","0.286007","0.850742","0.21902","0.28892","0.906953","0.217564","0.209992","0.848411","0.221641","0.217855","0.908409","1.182766"
"ADS(33)","0.591238","0.628517","0.690845","0.518425","0.569976","0.642498","0.292997","0.281347","0.643372","0.32853","0.405129","0.711815","1.718958"
"SalesScenario(33)","1.143156","1.851768","1.026074","1.068597","1.43994","0.969863","0.264455","0.286882","0.87142","0.259504","0.29591","0.919768","1.415767"
"urna_bf1022(33)","0.204748","0.170673","0.565025","0.19339","0.170672","0.567646","0.209991","0.196302","0.52192","0.191934","0.169799","0.554248","3.775474"
"Jetbrains(33)","0.451146","0.50794","0.886274","0.377169","0.377752","0.68735","0.303191","0.408332","1.166748","0.3495","0.249893","0.769482","2.014868"
"Bike Computer Feature Model(33)","0.17242","0.152615","0.71997","0.140965","0.137179","0.698709","0.143296","0.13514","0.717932","0.152615","0.151159","0.760163","1.641485"
"SPL-Doctor Chat(34)","0.28193","0.21436","0.92268","0.222224","0.201837","0.995202","0.296784","0.233874","0.949183","0.291832","0.276687","1.215095","1.012386"
"Agenda(34)","0.156109","0.064075","0.927922","0.128441","0.058541","1.191213","0.170382","0.066405","1.068014","0.16776","0.064949","1.177233","1.267229"
"Applications(34)","0.236495","0.356199","1.460619","0.225427","0.304647","1.526442","0.269989","0.28426","0.93666","0.21436","0.206788","0.894429","2.36699"
"Guitarra(34)","0.53124","0.364644","0.958503","0.452311","0.320084","0.93666","0.398721","0.31921","0.93666","0.39843","0.327074","0.991124","3.427139"
"TPL(34)","0.345422","0.227466","0.804432","0.471534","0.29358","1.146652","0.243194","0.269115","0.856566","0.249601","0.225427","0.902292","2.365533"
"vacaciones1Kelvin(34)","0.373383","0.490756","0.83414","0.359403","0.539104","0.784918","0.248145","0.265911","0.699","0.299405","0.301153","0.937825","3.077931"
"MyHolidays(34)","0.264747","0.241446","0.601722","0.234747","0.236787","0.525997","0.204166","0.198341","0.492212","0.226592","0.218728","0.551337","2.011664"
"Limerick Bike Sharing System(34)","0.158149","0.141839","0.338433","0.133392","0.129897","0.341636","0.143878","0.138052","0.343675","0.144168","0.140674","0.350373","3.025506"
"Assessment_Lina(34)","5.564623","1.993606","1.100925","5.374146","1.33509","1.08578","0.290668","0.288046","0.802394","0.26096","0.295036","0.907827","4.297394"
"Quality Attributes ISO(34)","0.176789","0.168052","1.073257","0.154653","0.154071","1.077334","0.13747","0.136305","0.850741","0.140965","0.140965","0.953261","1.089567"
"immortals(34)","0.174168","0.188147","0.85977","0.165721","0.1864","0.826568","0.163974","0.180284","0.775017","0.164848","0.186982","0.819869","1.178107"
"Bike Configuration(34)","0.429303","0.228631","0.923554","0.394643","0.21436","0.935786","0.261542","0.226301","0.95297","0.283386","0.235039","0.986173","2.535622"
"Text To Speech App(34)","0.417653","0.504446","1.108206","0.367558","0.446777","1.102672","0.275814","0.298531","1.004522","0.302318","0.313968","1.099469","1.690415"
"ELEC5619 - Tootawl's Model(35)","0.234456","0.202128","0.576092","0.203875","0.190186","0.543473","0.220768","0.197759","0.542308","0.219311","0.204167","0.577257","2.845513"
"Experiment environment(35)","0.588034","0.747639","1.329265","0.556578","0.701913","1.194708","0.362316","0.360568","1.14403","0.302609","0.310181","1.294606","1.227619"
"Smartphone-SPL(35)","0.45668","1.285286","0.834431","0.329404","1.033064","0.832393","0.262998","0.185817","0.726378","0.253679","0.178537","0.756667","1.448677"
"PortafolioMoreno(35)","0.219312","0.199506","1.034229","0.218729","0.202419","1.014133","0.23533","0.207079","0.960834","0.213778","0.205622","0.929961","1.128303"
"VOLKSWAGEN UP FM(35)","0.314259","0.18407","0.809966","0.319792","0.173585","0.868508","0.101937","0.096986","0.839383","0.106307","0.090578","0.79919","2.115931"
"bCMSContext(35)","0.43804","16.696782","0.868508","0.423186","17.077446","0.837635","0.257756","0.246106","0.779968","0.254262","0.255426","0.830353","2.067583"
"MarketplaceMiso(35)","0.281057","0.265911","0.64774","0.2563","0.255135","0.581336","0.225428","0.218728","0.543764","0.235621","0.230961","0.585121","1.975841"
"Control Biometrico(35)","0.60813","0.278143","0.931126","0.340471","0.241154","0.726669","0.297658","0.226592","0.676865","0.303774","0.240573","0.789287","2.463102"
"Inmobiliaria(35)","0.474155","0.489882","0.993745","0.258339","0.316589","1.026074","0.240282","0.230088","0.967824","0.255427","0.247854","1.008308","1.095682"
"TallerInmobiliaria(35)","0.534152","0.623858","0.938699","0.488717","0.618323","1.00889","0.384741","0.341053","0.914525","0.366975","0.339016","0.927923","1.362468"
"Bike Configuration(35)","0.7922","0.272319","1.099761","0.530657","0.20038","0.851907","0.183779","0.161935","0.864721","0.203875","0.182031","0.917729","1.977005"
"AmazonEC2(35)","0.172711","0.089996","1.123642","0.147081","0.077764","1.202572","0.160188","0.083006","1.12772","0.158148","0.084753","1.201115","0.974231"
"Rhiscom Process Model(36)","0.120578","0.136596","0.537938","0.091161","0.121451","0.525998","0.093491","0.101355","0.510269","0.092326","0.101938","0.520755","3.716642"
"Video CMS(36)","0.341636","3.581502","0.90404","0.314259","3.707322","0.885691","0.272611","0.28892","0.857149","0.278726","0.3029","0.863265","2.199521"
"Video CMS(36)","0.728998","1.653718","1.214221","0.740066","1.825846","1.195582","0.408624","0.380664","1.134128","0.415904","0.406585","1.18364","2.665812"
"VOLKSWAGEN UP FM(36)","0.45435","0.448525","1.122478","0.417361","0.422603","1.108498","0.387363","0.401634","1.086071","0.402799","0.425808","1.107042","2.391745"
"Hamburguesa V2(36)","0.501242","0.472407","0.950932","0.334063","0.389402","0.999861","0.304065","0.253387","0.924719","0.288629","0.244067","0.937825","1.953996"
"Hamburguesa(36)","0.44503","0.599974","0.902001","0.270862","0.573471","0.921224","0.257174","0.239699","0.902001","0.261834","0.249892","0.895302","1.769926"
"Tankwar(36)","2.652997","1.547411","0.951222","2.226024","1.553819","1.131215","0.372509","0.389401","1.115197","0.369597","0.337267","1.075295","2.183502"
"Online-book-shopping(36)","0.203001","0.257173","0.633177","0.190186","0.17009","0.612208","0.189022","0.167178","0.590073","0.189021","0.169507","0.611043","4.520783"
"Random(36)","0.404255","0.415614","1.127721","0.332025","0.282221","1.135875","0.221059","0.218438","1.031607","0.22368","0.226302","1.106168","1.177233"
"RS(36)","0.408624","0.33552","1.118109","0.382702","0.312511","1.084032","0.301444","0.254553","0.965203","0.30756","0.269406","1.036559","2.089137"
"ImpuestoalConsumo_01(36)","0.067279","0.051552","0.098734","0.036406","0.032329","0.074269","0.035242","0.032911","0.074269","0.035241","0.032037","0.073686","3.721302"
"Educational_Robotic(36)","0.437166","0.574636","0.907826","0.409789","0.596189","0.907826","0.321831","0.383867","0.875789","0.359694","0.39843","0.95297","2.634357"
"SPL for Eduational Robotil(36)","0.659099","0.551045","1.154515","0.58716","0.502698","1.071509","0.491922","0.484932","1.034228","0.536483","0.527455","1.189757","1.515374"
"Inventory(37)","0.825112","0.858022","0.999861","0.757833","0.883944","1.006851","0.332898","0.352121","0.861518","0.340763","0.327365","0.929379","2.433977"
"CD OD Semantic Variability(37)","0.606383","0.515803","0.838218","0.576384","0.509105","0.825985","0.225136","0.187856","0.655895","0.227175","0.19572","0.696379","4.13575"
"Software Stack(37)","0.240864","0.270571","1.396836","0.2563","0.30523","1.538383","0.275232","0.296492","1.342371","0.262999","0.309308","1.425378","1.581197"
"Software Stack(37)","0.535318","0.22368","1.091605","0.406877","0.204749","1.079664","0.226301","0.193681","1.013841","0.230961","0.15145","1.102382","1.07879"
"Jogo de Tiros(37)","0.728417","0.781133","0.666962","0.683563","0.717931","0.677157","0.205332","0.176498","0.611626","0.208826","0.18174","0.645411","1.504306"
"B2B Website(37)","0.302317","0.282804","0.576966","0.273484","0.277852","0.525124","0.246398","0.239699","0.480271","0.251931","0.248728","0.560948","3.020845"
"MLX(37)","0.246106","0.571141","1.24189","0.222515","0.553957","1.084615","0.176789","0.14446","0.983552","0.176497","0.147955","1.086071","1.398001"
"bike(37)","0.403381","0.329695","0.883652","0.381246","0.310472","0.85045","0.282221","0.241737","0.812587","0.250475","0.355033","0.916855","3.090454"
"Inmobiliaria(37)","0.31921","0.336103","0.982677","0.289793","0.297949","0.884527","0.257174","0.27727","0.825693","0.266494","0.29125","0.968406","1.581197"
"ProductosCreditoV2(37)","0.365519","0.357364","1.212183","0.244941","0.259212","1.19762","0.223098","0.214361","1.081412","0.244067","0.224263","1.206066","1.798469"
"Jetbrains(37)","0.884235","0.886857","1.19762","0.894138","0.938408","1.143448","0.497164","0.460467","1.016171","0.541142","0.525415","1.172282","1.227619"
"Sienna(38)","0.587451","0.674827","0.981513","0.524832","0.681234","1.000736","0.294454","0.284551","0.988502","0.307851","0.268824","0.92268","3.306562"
"Smart Home v2(38)","0.428429","0.436002","1.028113","0.390857","0.385907","0.917438","0.302609","0.276396","0.855693","0.345714","0.352413","1.004813","2.293594"
"tablets(38)","0.728708","0.272027","0.903166","0.431924","0.253097","0.943359","0.255135","0.21436","0.918602","0.257466","0.208827","0.956174","2.259518"
"Control biometrico(38)","0.315715","1.851767","0.954426","0.313676","1.956909","0.932582","0.308725","0.31921","0.808801","0.286008","0.315132","0.870547","2.713285"
"ProductosCredito(38)","0.474738","0.834431","1.18131","0.523959","0.701621","1.192669","0.442118","0.456389","1.168496","0.455807","0.388527","0.950348","2.429316"
"DS Monitor Feature(38)","0.158149","0.206205","1.073839","0.13514","0.194555","1.118982","0.147955","0.202127","1.045587","0.144461","0.2097","1.319945","1.845943"
"Venta computadores(38)","0.464835","0.251931","1.586439","0.262125","0.21436","1.444309","0.317462","0.248145","1.268393","0.24698","0.202419","1.326061","1.760315"
"Inmobiliaria(39)","0.763949","3.406461","1.157137","0.371343","2.867356","0.964911","0.342801","0.290085","0.811423","0.3262","0.348045","1.077334","4.2939"
"CasoInmobiliarioa_IvanGarcia_MarioLancheros(39)","0.233582","0.209991","0.603761","0.206205","0.175625","0.62677","0.154654","0.142712","0.426682","0.14912","0.14912","0.744726","4.596508"
"Urna Eletrônica(39)","0.218437","0.173002","0.481436","0.20271","0.170964","0.430176","0.177662","0.146499","0.35183","0.167469","0.143586","0.383284","5.126874"
"BikeShop(39)","0.281348","0.24261","1.118692","0.23067","0.209118","1.218591","0.307269","0.256882","1.241308","0.294454","0.265038","1.289946","3.083173"
"mac(39)","0.477941","1.097721","1.987198","0.514639","0.77589","1.598089","0.276397","0.320376","1.328683","0.301444","0.395809","1.572167","1.309169"
"KernelLinuxFM(39)","0.495416","0.441243","1.539839","0.462214","0.390857","1.367128","0.387654","0.29591","1.217134","0.359694","0.338141","1.307421","1.641486"
"Database Tool(40)","0.701039","1.482171","1.388971","0.724921","1.395088","1.377612","0.455224","0.425808","1.275383","0.470951","0.451729","1.391883","1.697405"
"Meshing Tool Generator(40)","0.438914","0.858896","1.217717","0.452311","0.908991","1.332178","0.443282","0.407751","1.211309","0.438332","0.387655","1.193543","1.743714"
"WebCollaboration(40)","1.055199","0.456971","1.457124","0.534444","0.419109","1.457998","0.475903","0.365519","1.231987","0.465709","0.352995","1.341207","1.119565"
"WebCollaborativeApplication(40)","0.343966","0.571724","1.488579","0.359112","0.346879","1.460619","0.299114","0.281347","1.234318","0.309599","0.292998","1.377322","1.261695"
"Assess4me(40)","0.272901","0.359694","0.929087","0.247562","0.343092","0.900837","0.257757","0.227175","0.866178","0.227757","0.234166","0.898215","1.908561"
"VacacionesCabrera(40)","0.322996","0.206496","0.703369","0.290085","0.193099","0.68036","0.24931","0.209991","0.62211","0.192516","0.190769","0.703951","2.909588"
"WISE(40)","2.085641","3.857898","1.211309","0.888895","3.643829","1.191212","0.522212","0.480854","1.06481","0.544928","0.509979","1.245385","1.548285"
"Feature Model for T-mall(40)","0.458137","0.205623","0.618324","0.223389","0.195721","0.676865","0.282804","0.203875","0.621528","0.304939","0.208826","0.649779","3.885567"
"ebay(40)","0.875498","2.412424","1.014133","0.525415","1.358099","1.280627","0.555705","0.489883","1.2582","0.58017","0.512892","1.318488","3.21977"
"VMTools-RA(40)","0.524833","0.614537","1.123934","0.308725","0.494834","1.108207","0.308434","0.266494","0.990833","0.306396","0.282803","1.090149","1.576537"
"Bike Computer(40)","0.360859","0.454933","0.97627","0.332608","0.440953","1.000444","0.294745","0.260668","0.874915","0.28193","0.275523","0.927923","1.979918"
"VMS(40)","0.802685","0.892681","1.048209","0.760454","0.872002","1.034811","0.359985","0.348335","1.079373","0.366101","0.363772","1.115196","3.408208"
"ebay(40)","1.380526","1.324896","1.013259","1.054907","1.440814","1.080538","0.449981","0.411828","0.98326","0.422604","0.3961","0.984134","2.512031"
"Consolas de Videojuegos(41)","1.809828","0.581627","1.711385","1.367418","0.688806","1.829923","0.353577","0.366101","1.312664","0.452893","0.426681","1.373244","1.666532"
"DS Sample(41)","0.638419","0.851907","1.457416","0.58483","0.758707","1.449843","0.55221","0.500076","1.46557","0.558908","0.476194","1.401496","1.949045"
"Poliza(41)","0.20504","0.228049","1.512461","0.175333","0.206787","1.524694","0.166304","0.18873","1.311207","0.160479","0.189604","1.466153","2.472712"
"Facturación Servicios Publicos(41)","0.550171","0.546968","1.364506","0.475612","0.468622","1.531392","0.328821","0.359985","1.31645","0.330278","0.355325","1.339459","1.534013"
"Facturación Servicios Publicos(41)","0.348917","0.392896","1.439066","0.307851","0.341637","1.327809","0.282804","0.343675","1.266355","0.316298","0.370178","1.429165","2.002344"
"LightFollower(41)","0.948311","0.512017","1.182475","0.763949","0.507648","1.225872","0.458719","0.419982","1.040927","0.46833","0.435127","1.118982","3.962748"
"Linux(41)","0.357946","0.333482","1.380234","0.328531","0.315133","1.427708","0.31455","0.297366","1.313829","0.352704","0.360568","1.462949","1.591682"
"Bike(41)","0.6291","0.367266","1.29286","0.549589","0.329113","1.339751","0.1864","0.231835","1.315285","0.218438","0.272028","1.387515","2.802699"
"Security(41)","0.429594","0.774725","1.174029","0.454059","0.609004","0.952388","0.364062","0.370179","0.901419","0.394644","0.399304","0.963747","3.953428"
"FM ERP-SPL(42)","0.460175","0.526289","1.100925","0.348335","0.45668","1.100052","0.315424","0.306977","1.103255","0.318628","0.313676","1.171116","2.632609"
"Notebook Shop(42)","0.314841","0.33319","1.280335","0.284842","0.316297","1.224706","0.301444","0.296492","1.153933","0.288629","0.315133","1.233152","1.926037"
"DBdesign(42)","0.826568","0.869673","1.051412","0.407459","0.354451","1.032189","0.311929","0.304939","0.949184","0.34018","0.339598","1.104129","2.748818"
"Obstacle identification(42)","0.830936","0.908118","1.621389","0.8155","1.136166","1.61935","0.359694","0.392023","1.515374","0.351539","0.409207","1.605661","2.839396"
"Smart UMKM(42)","0.396682","1.309169","0.750551","0.376587","1.334508","0.691428","0.345714","0.297366","0.649778","0.368722","0.331151","0.732494","4.290405"
"Letovanje(43)","0.335811","0.525706","1.44431","0.305521","0.280764","1.555566","0.366684","0.317463","1.587604","0.324161","0.250475","1.436737","1.690415"
"Mobile Media 2(43)","0.605509","0.950931","1.420135","0.542307","0.934038","1.352856","0.385615","0.3728","1.224998","0.392314","0.367849","1.410233","2.118261"
"Tree Stem Deformation Simulator(43)","0.795695","0.427846","1.314702","0.502406","0.406294","1.289073","0.325618","0.273776","1.228202","0.299988","0.379208","1.196456","2.34165"
"Adempiere(43)","0.214942","0.191351","0.379498","0.19805","0.174459","0.368431","0.179993","0.170381","0.349791","0.180575","0.175623","0.397848","3.915565"
"juliana(43)","0.26795","0.211739","1.504307","0.223097","0.17708","1.433533","0.240864","0.189313","1.370331","0.225136","0.180284","1.482463","1.228202"
"SPLOT Tutorial(43)","0.508814","1.996519","1.698279","0.504154","2.165444","1.741093","0.432797","0.258922","1.119565","0.530075","0.284552","1.419844","4.372246"
"Marketplace(43)","0.208826","0.19572","0.886565","0.18407","0.176788","0.865887","0.17941","0.171255","0.977435","0.272609","0.201254","0.965785","2.208257"
"Swap MArketplace(43)","0.455223","0.322705","0.95297","0.34484","0.287755","0.87142","0.276105","0.226301","0.865012","0.306395","0.264746","1.013842","2.750274"
"Emergency Response Application(43)","0.573471","0.507066","0.913652","0.40076","0.485223","0.903166","0.348627","0.325908","0.854528","0.294745","0.265621","0.95297","2.836484"
"DSPLFamily(43)","0.233873","0.209991","1.236357","0.21203","0.195138","1.227619","0.290377","0.430468","1.146069","0.212321","0.193099","1.215677","1.709638"
"Web_Portal(43)","1.260239","0.956174","1.542168","0.548423","0.591238","1.652553","0.332608","0.242902","1.44693","0.309016","0.231252","1.507219","1.657504"
"TrafficLight(44)","0.887147","1.039762","1.286161","0.854236","1.016754","1.270723","0.377751","0.401634","1.195873","0.492504","0.471534","1.586439","3.495292"
