"Model(Num features)","B&B+HB+MCF","B&B+HB+MVW","B&B+HB+MHV","BestFS+HB+MCF","BestFS+HB+MVW","BestFS+HB+MHV","BT+HA+MCF","BT+HA+MVW","BT+HA+MHV","BT+HB+MCF","BT+HB+MVW","BT+HB+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"SAL(10)","0.118248","0.073687","0.151158","0.063784","0.043687","0.131645","0.050968","0.046309","0.120868","0.047473","0.045144","0.120577","0.479689"
"Mobile Game(10)","0.062619","0.047473","0.123781","0.053298","0.053299","0.107762","0.045726","0.037862","0.10252","0.045144","0.049803","0.108345","0.292415"
"VODPlayer(10)","0.056212","0.049513","0.124655","0.047473","0.044852","0.115335","0.046892","0.042232","0.106307","0.059124","0.043396","0.108345","0.306686"
"CIMS PL(10)","0.025047","0.021552","0.043688","0.01864","0.018349","0.039027","0.018931","0.019514","0.038154","0.018931","0.019514","0.037572","0.616285"
"AvionFEatures(10)","0.056794","0.060871","0.085045","0.041358","0.044853","0.079511","0.034076","0.040484","0.094364","0.035824","0.044561","0.087084","0.407458"
"Phone sple(10)","0.033493","0.030872","0.107472","0.02563","0.024174","0.101064","0.03961","0.03495","0.093491","0.025339","0.024174","0.10019","0.401634"
"Phone(10)","0.062328","0.04893","0.124364","0.050969","0.043396","0.113879","0.050386","0.041648","0.10718","0.049804","0.043978","0.126985","0.29824"
"Ökonomische Merkmale(10)","0.036406","0.039028","0.097569","0.050969","0.03961","0.11184","0.032038","0.034659","0.093492","0.029708","0.035241","0.110966","0.451729"
"carpl(10)","0.032037","0.029125","0.054464","0.02563","0.024465","0.048639","0.02563","0.025048","0.049804","0.035823","0.024465","0.048929","0.523376"
"MyFM(10)","0.049221","0.034076","0.094947","0.040484","0.027086","0.087374","0.040192","0.027086","0.081551","0.039901","0.028251","0.085919","0.300279"
"rtrt(10)","0.057376","0.051551","0.098442","0.050969","0.045435","0.093783","0.049804","0.044561","0.094074","0.047474","0.046308","0.094948","0.436584"
"FeatureModel1(10)","0.05126","0.055338","0.115335","0.135723","0.044852","0.094656","0.047766","0.04427","0.09087","0.047183","0.045435","0.092326","0.453477"
"Example Mobile Phone(10)","0.054172","0.049804","0.120578","0.04194","0.045144","0.115044","0.042814","0.043105","0.108636","0.040775","0.044561","0.115044","0.347753"
"testISA2012(10)","0.061163","0.046308","0.115918","0.036407","0.038445","0.092035","0.042231","0.034659","0.091453","0.039318","0.036697","0.098734","0.311929"
"Mobile-Phone(10)","0.050095","0.080967","0.115918","0.037862","0.056794","0.105432","0.039901","0.047765","0.100773","0.038736","0.04893","0.106889","0.351248"
"Mobile phone (lenita)(10)","0.050969","0.041066","0.121451","0.03961","0.036115","0.1165","0.041066","0.036406","0.111549","0.038736","0.036989","0.112131","0.341054"
"Mobile Phone GF(10)","0.055628","0.071938","0.110092","0.041066","0.043688","0.103102","0.040192","0.042231","0.096112","0.040192","0.044561","0.113587","0.524833"
"Example Product Line Course Using SPLOT(10)","0.04893","0.047765","0.122034","0.042814","0.041066","0.113005","0.038445","0.040775","0.109801","0.039319","0.041648","0.118247","0.335811"
"Guad gmocht!(10)","0.069608","0.06524","0.129315","0.05359","0.05359","0.132809","0.056794","0.060871","0.110384","0.048929","0.054464","0.115335","0.759289"
"MobileMedia(10)","0.072521","0.059415","0.133392","0.066404","0.05825","0.1165","0.065822","0.057959","0.089123","0.049513","0.041358","0.086793","0.488135"
"Simnumero(10)","0.053007","0.036115","0.136305","0.033785","0.027669","0.117665","0.03262","0.024465","0.110966","0.031455","0.024756","0.114461","0.339889"
"isolation(10)","0.030582","0.026795","0.061454","0.024174","0.024174","0.071356","0.027086","0.032621","0.087957","0.031455","0.026212","0.06058","0.59415"
"AllSports Feature Model(10)","0.066406","0.058833","0.104559","0.052716","0.052134","0.09786","0.048057","0.047766","0.093491","0.046601","0.049512","0.098734","0.373382"
"Bicis_Feature_Model(10)","0.046017","0.035533","0.071065","0.035823","0.026212","0.063783","0.028833","0.026504","0.066114","0.02796","0.026504","0.071065","0.395227"
"MobileMedia(10)","0.04427","0.032038","0.089705","0.034367","0.027378","0.085627","0.034367","0.027086","0.078346","0.034076","0.02796","0.083297","0.250766"
"WebApp(10)","0.11883","0.040775","0.099316","0.035241","0.035532","0.093199","0.036988","0.034367","0.084462","0.036115","0.035824","0.092036","0.213487"
"abcdefg(10)","0.055337","0.04456","0.083006","0.035241","0.036406","0.083007","0.034077","0.031747","0.070774","0.033494","0.032038","0.071065","0.503572"
"Disenio(10)","0.04427","0.032037","0.101646","0.03495","0.027669","0.096695","0.033494","0.026503","0.0932","0.032911","0.029125","0.095239","0.321249"
"sasgd(10)","0.053299","0.049221","0.14912","0.046891","0.040192","0.145625","0.049222","0.045726","0.143295","0.045144","0.045727","0.141548","0.452021"
"anlisis II(10)","0.044561","0.036697","0.143004","0.039028","0.034368","0.14446","0.041066","0.034076","0.114461","0.039027","0.03495","0.118247","0.227174"
"disenio II(10)","0.057668","0.03961","0.117956","0.034658","0.034658","0.112131","0.037571","0.035241","0.106598","0.036988","0.036407","0.113296","0.384741"
"AA(10)","0.069027","0.048639","0.138343","0.050386","0.04194","0.133975","0.053882","0.044561","0.130771","0.050969","0.041941","0.136596","0.485805"
"Modelo(10)","0.044562","0.03495","0.078638","0.029999","0.029416","0.0699","0.031455","0.029125","0.0699","0.028543","0.028543","0.070774","0.376295"
"TEST_NAme(10)","0.065822","0.061745","0.15145","0.048347","0.053299","0.140383","0.04893","0.05126","0.135723","0.052425","0.053882","0.14446","0.510561"
"Test(10)","0.045726","0.040775","0.096404","0.032329","0.03466","0.085918","0.033202","0.034659","0.08388","0.03262","0.035823","0.085337","0.339598"
"UPT_RM_MOBILE(10)","0.043105","0.0466","0.092617","0.033785","0.041066","0.089122","0.034076","0.036406","0.082423","0.034076","0.034076","0.085627","0.278435"
"acarlos_trab2_mobile(10)","0.043687","0.043688","0.085627","0.033784","0.037571","0.079512","0.035241","0.036989","0.073977","0.034076","0.038445","0.080676","0.518425"
"Prontuário Eletrônico de Pacientes(10)","0.041066","0.034076","0.087084","0.029707","0.028251","0.080676","0.029999","0.028542","0.077473","0.029124","0.028252","0.079512","0.388527"
"test gv(10)","0.052425","0.10252","0.093492","0.043105","0.05592","0.090288","0.046309","0.043105","0.087957","0.046309","0.046309","0.094365","0.394353"
"Dental Surgery(10)","0.032038","0.027669","0.053008","0.024756","0.0233","0.048347","0.025631","0.0233","0.050095","0.024757","0.0233","0.048057","0.484057"
"Cell-Phone-SPL-2014-without(10)","0.047183","0.041648","0.099025","0.035824","0.035824","0.091161","0.040776","0.039901","0.089414","0.035532","0.036115","0.094656","0.22368"
"Computer Selection(10)","0.032038","0.030581","0.053008","0.027086","0.024174","0.048639","0.026795","0.023883","0.048057","0.024465","0.024465","0.048056","0.519299"
"Rotary_Element(10)","0.043396","0.03495","0.110966","0.030582","0.031164","0.101355","0.032329","0.029415","0.103976","0.03029","0.028834","0.111257","0.279891"
"E-Shop, magister2014(10)","0.056211","0.043688","0.132519","0.048056","0.049512","0.111549","0.050969","0.051551","0.121742","0.039027","0.040776","0.106306","0.530075"
"eshop(10)","0.042232","0.043396","0.100772","0.032329","0.052134","0.102229","0.035241","0.042523","0.106889","0.033785","0.042522","0.103103","0.373382"
"Nudelsalat(10)","0.068153","0.062327","0.129606","0.055629","0.05359","0.121451","0.055046","0.05126","0.115918","0.055629","0.052716","0.119121","0.412118"
"MK Andes(10)","0.046599","0.038154","0.070191","0.03495","0.034659","0.064658","0.035824","0.030581","0.061163","0.031746","0.031164","0.058833","0.473282"
"SPL Studies(10)","0.074268","0.064949","0.127276","0.050095","0.043979","0.101938","0.043397","0.047765","0.131645","0.055047","0.054755","0.119996","0.382702"
"Telefono(10)","0.059706","0.03495","0.092908","0.037281","0.032329","0.085627","0.036406","0.03029","0.082424","0.035824","0.030872","0.083297","0.37513"
"Mobile Phone(10)","0.050386","0.036698","0.123781","0.039901","0.03262","0.116209","0.039901","0.034368","0.114753","0.039028","0.031746","0.115626","0.332316"
"jjjjj(10)","0.06058","0.054172","0.101355","0.049512","0.042814","0.081841","0.042814","0.048639","0.090288","0.051552","0.038736","0.091743","0.408914"
"celular(10)","0.070774","0.042523","0.124655","0.046018","0.037862","0.111839","0.045143","0.103394","0.112423","0.045435","0.03495","0.095821","0.261834"
"Bandymas(10)","0.105432","0.062909","0.120578","0.099899","0.063784","0.094365","0.042523","0.04427","0.089705","0.041067","0.046018","0.094656","0.69667"
"test 3(10)","0.063783","0.051551","0.161644","0.053589","0.043979","0.126402","0.069318","0.048931","0.136305","0.052425","0.047182","0.147373","0.466874"
"LXEP(10)","0.042814","0.037863","0.088249","0.034659","0.030581","0.081551","0.032911","0.031164","0.083006","0.031164","0.03029","0.080094","0.509397"
"Feature Tree Example(10)","0.05592","0.069609","0.096987","0.036989","0.060871","0.105141","0.048056","0.051551","0.107763","0.044853","0.053007","0.118831","0.63609"
"Sample(10)","0.053007","0.046017","0.115626","0.050969","0.040484","0.09786","0.043106","0.039901","0.113296","0.042522","0.040192","0.089996","0.387071"
"Mobile Tourist Planner(10)","0.059998","0.060289","0.096695","0.043978","0.043104","0.086792","0.044561","0.042523","0.091453","0.04893","0.042522","0.085045","0.371052"
"votacao eletronica(10)","0.055046","0.046017","0.092618","0.04194","0.036407","0.089705","0.043397","0.039027","0.086793","0.045144","0.040484","0.085627","0.839965"
"Car(10)","0.066405","0.051843","0.089996","0.046308","0.062328","0.094947","0.043105","0.046309","0.101354","0.051842","0.050677","0.108345","0.54289"
"Mobile Phone(10)","0.053008","0.046017","0.120869","0.053881","0.036989","0.105723","0.039028","0.03495","0.102228","0.037572","0.039028","0.106306","0.290959"
"Test1(10)","0.047475","0.043979","0.094656","0.03728","0.035241","0.087957","0.038445","0.035824","0.097569","0.038154","0.034077","0.086501","0.426681"
"Maquina de Cae(10)","0.070483","0.117373","0.105433","0.048056","0.102228","0.103685","0.038736","0.045435","0.110092","0.040483","0.049513","0.106889","0.339889"
"Autosoft(10)","0.072813","0.06058","0.138635","0.059124","0.052425","0.12815","0.061162","0.051842","0.122325","0.060871","0.053008","0.130189","0.303192"
"SPL_e_commerce(10)","0.054464","0.0466","0.13048","0.063201","0.041067","0.109219","0.05359","0.047474","0.110384","0.041649","0.094656","0.135432","0.4427"
"Autosoft(10)","0.039028","0.046309","0.232126","0.036989","0.035532","0.187273","0.040484","0.034076","0.16776","0.039028","0.03961","0.198924","0.315424"
"Minimalistic PC Feature Model(10)","0.045726","0.0466","0.094074","0.036115","0.039028","0.087957","0.032911","0.037862","0.096986","0.045144","0.043687","0.112131","0.438623"
"Match engine(10)","0.093491","0.069026","0.142713","0.101064","0.080676","0.156401","0.071064","0.073395","0.137179","0.066987","0.085045","0.141257","0.573763"
"Mobile Phone UPT(10)","0.060872","0.045435","0.120868","0.047764","0.043105","0.135722","0.05126","0.051551","0.145043","0.049221","0.049513","0.124364","0.424934"
"Mobile Phone UPT - 18413(10)","0.062619","0.05825","0.147372","0.050386","0.046017","0.132228","0.055047","0.057667","0.126402","0.044561","0.050677","0.31688","0.339889"
"Manuel(10)","0.061745","0.055337","0.124072","0.046309","0.048639","0.115335","0.03961","0.048056","0.106889","0.037572","0.048348","0.112131","0.408623"
"E-portal(11)","0.091452","0.07456","0.17941","0.129024","0.057085","0.133684","0.061454","0.056503","0.127277","0.06291","0.061744","0.134849","0.544347"
"VOD feature model(11)","0.084462","0.066113","0.123489","0.061453","0.057959","0.089705","0.043396","0.038445","0.074851","0.040775","0.040193","0.076599","0.415323"
"Asghar(11)","0.067861","0.05825","0.116209","0.054755","0.051551","0.108637","0.054754","0.049512","0.097569","0.053881","0.053299","0.108637","0.541143"
"MyFeatureModel(11)","0.040193","0.032911","0.112422","0.031456","0.028542","0.121743","0.035533","0.030581","0.103685","0.03495","0.031746","0.114462","0.337558"
"SmartHome_vConejero_r1(11)","0.02563","0.022135","0.035532","0.016892","0.01631","0.031455","0.017184","0.016601","0.031746","0.016892","0.016601","0.032037","0.593568"
"ETRobocon(11)","0.062619","0.049512","0.108054","0.050386","0.043688","0.099316","0.04893","0.041357","0.094656","0.049513","0.043396","0.102811","0.510561"
"Test(11)","0.05825","0.054173","0.115335","0.042231","0.033785","0.106307","0.041941","0.039027","0.10019","0.040775","0.040776","0.10485","0.681525"
"ordem(11)","0.05592","0.032038","0.162808","0.043397","0.025921","0.152615","0.043688","0.02563","0.139217","0.04194","0.058541","0.175041","0.400178"
"desordem(11)","0.059124","0.036989","0.168343","0.042814","0.03029","0.155819","0.042814","0.028833","0.146499","0.041648","0.031164","0.157275","0.355907"
"UPL(11)","0.041066","0.029999","0.129897","0.032037","0.026504","0.112423","0.033203","0.026504","0.108345","0.031455","0.025921","0.110967","0.418526"
"Mauricio Alférez(11)","0.062036","0.03961","0.092326","0.048639","0.03262","0.088248","0.035241","0.032038","0.082133","0.034367","0.033493","0.084172","0.585995"
"Loja Virtual(11)","0.078055","0.062036","0.109219","0.063493","0.05359","0.101064","0.05592","0.047474","0.110092","0.062619","0.059706","0.120869","0.798316"
"SmartHome- Simplified Sample(11)","0.046309","0.039318","0.089413","0.033785","0.032038","0.082133","0.034367","0.032037","0.078929","0.033203","0.03262","0.082423","0.539104"
"Ubuntu(11)","0.044562","0.035824","0.108053","0.031455","0.030291","0.108345","0.03495","0.031747","0.105724","0.03495","0.034367","0.110093","0.682981"
"Implementacion(11)","0.060871","0.030873","0.1165","0.032329","0.023591","0.107471","0.036697","0.040484","0.114462","0.035824","0.023591","0.110675","0.703951"
"Imolementacion II(11)","0.029999","0.031163","0.066405","0.019514","0.025047","0.058833","0.030582","0.025047","0.059415","0.018931","0.023882","0.057667","0.875497"
"Basic Car(11)","0.048056","0.03961","0.109802","0.034076","0.032911","0.099607","0.036406","0.031455","0.097277","0.034951","0.033202","0.147373","0.631138"
"CarExample(11)","0.038736","0.03262","0.149994","0.028251","0.024465","0.13747","0.027086","0.025048","0.133101","0.026503","0.025048","0.135723","0.478524"
"mo(11)","0.094365","0.075143","0.171255","0.091744","0.066696","0.235621","0.699292","0.092327","0.295328","0.076017","0.06524","0.145917","0.478232"
"Mobile Media v3(11)","0.034368","0.027669","0.054464","0.026795","0.022717","0.048056","0.027669","0.023009","0.049513","0.023591","0.022426","0.049513","0.770939"
"JDFM(11)","0.048348","0.053299","0.162518","0.035241","0.052425","0.140382","0.031746","0.039609","0.131936","0.031455","0.040775","0.139509","0.399304"
"Analisis(11)","0.063784","0.046308","0.100482","0.042813","0.041357","0.093491","53.661363","0.040775","0.075142","0.036989","0.030582","0.073978","0.83181"
"Matrix chain multiplication(11)","0.049804","0.040193","0.14679","0.031454","0.029999","0.136014","0.050386","0.046891","0.129606","0.032037","0.10252","0.139509","0.503279"
"Observatorio(11)","0.046891","0.038736","0.092326","0.035242","0.033202","0.085336","0.038153","0.035242","0.087957","0.035533","0.035242","0.086211","0.54522"
"collapse_view_example(11)","0.042522","0.040775","0.148246","0.029416","0.033785","0.138344","0.029999","0.034076","0.124946","0.029125","0.034368","0.138926","0.549006"
"Match de foot(11)","0.049221","0.040775","0.080093","0.038154","0.034659","0.086501","0.043105","0.034658","0.087375","0.040776","0.037863","0.079511","0.526871"
"Xor Example(11)","0.065823","0.068152","0.145916","0.051843","0.049221","0.136305","0.050677","0.048056","0.127568","0.043396","0.040483","0.10951","0.268823"
"XOR NEW(11)","0.047765","0.039027","0.112132","0.038445","0.033785","0.129897","0.040775","0.033786","0.102228","0.041649","0.036407","0.115335","0.230088"
"Xor Example 2(11)","0.051551","0.038736","0.110675","0.040192","0.032911","0.10485","0.038153","0.025921","0.089123","0.037863","0.029999","0.096113","0.455515"
"Sylvain Example(11)","0.041358","0.032038","0.092618","0.030581","0.026212","0.084171","0.029999","0.02563","0.07922","0.029999","0.025921","0.092618","0.437166"
"ROOT(11)","0.048639","0.043395","0.098734","0.039027","0.038737","0.092326","0.037862","0.037279","0.085627","0.039318","0.038154","0.091743","0.319502"
"NovoSiga(11)","0.055337","0.051842","0.103685","0.041358","0.041357","0.157566","0.041649","0.037863","0.090287","0.040775","0.038736","0.0932","0.463088"
"asdsfa ewtwwe(11)","0.033494","0.036115","0.059415","0.038736","0.024757","0.057085","0.027378","0.024465","0.054463","0.026794","0.025339","0.056794","0.353286"
"Website(11)","0.068443","0.056211","0.115627","0.053007","0.049513","0.10718","0.051843","0.046892","0.100482","0.052134","0.049513","0.108345","0.450855"
"1(11)","0.041067","0.034367","0.071356","0.029125","0.02796","0.064075","0.03029","0.027378","0.062618","0.029417","0.028542","0.06524","0.665215"
"erewr(11)","0.050096","0.057377","0.137471","0.036406","0.064949","0.133683","0.034659","0.033493","0.124655","0.029125","0.034077","0.129606","0.480853"
"Webshop_SPLE2014_Chalmers(11)","0.038154","0.0466","0.100482","0.027378","0.039028","0.091161","0.043105","0.039901","0.089705","0.025338","0.040192","0.083589","0.726669"
"poker spl(11)","0.048056","0.038736","0.130772","0.040193","0.031163","0.122617","0.036698","0.031164","0.119704","0.036989","0.031746","0.126985","0.546968"
"r(11)","0.062619","0.050386","0.135723","0.050678","0.037279","0.124946","0.047765","0.03961","0.115917","0.04893","0.03728","0.108636","0.398721"
"E-shop(11)","0.043397","0.072522","0.104268","0.032329","0.055047","0.097277","0.033203","0.03495","0.091745","0.032328","0.040484","0.101064","0.489883"
"PC model(11)","0.053008","0.044561","0.096404","0.037279","0.035533","0.101938","0.03961","0.036406","0.087084","0.038736","0.038736","0.091452","0.645409"
"testing(11)","0.074269","0.063492","0.128441","0.061453","0.055047","0.12116","0.059997","0.053007","0.114752","0.061454","0.055047","0.120869","0.513183"
"ubuntu(11)","0.041066","0.030582","0.08854","0.026213","0.024757","0.075143","0.026795","0.023882","0.073686","0.024757","0.024174","0.075434","0.399303"
"Jogo(11)","0.036407","0.024465","0.046017","0.02097","0.019514","0.040484","0.022717","0.019805","0.039901","0.02097","0.019514","0.043105","0.532988"
"Assistente de Compras(11)","0.039319","0.03961","0.089997","0.029125","0.033494","0.083007","0.035824","0.033203","0.077763","0.029998","0.033785","0.082133","0.565899"
"HandlingSystem(11)","0.015728","0.011651","0.022426","0.009611","0.007863","0.017766","0.009029","0.008155","0.017767","0.009028","0.007863","0.017766","0.623566"
"Rotation1(11)","0.028834","0.023591","0.076598","0.020096","0.018349","0.091453","0.0233","0.02097","0.08388","0.020096","0.019222","0.070482","0.622402"
"ESCA Embeeded System(11)","0.042522","0.032038","0.080968","0.033494","0.026504","0.076308","0.034077","0.02563","0.073395","0.032038","0.026795","0.074851","0.408915"
"Cellphone(11)","0.029416","0.031746","0.056794","0.020679","0.026504","0.05126","0.019514","0.017183","0.042231","0.019222","0.018348","0.046891","0.236495"
"IntelligentTutoringSystem(12)","0.050095","0.045726","0.118248","0.038445","0.038445","0.110384","0.038736","0.037863","0.105433","0.038445","0.040193","0.110676","0.409498"
"test_fm(12)","0.046891","0.03961","0.075142","0.033785","0.042232","0.070192","0.035241","0.031164","0.066988","0.034659","0.032911","0.068736","0.602305"
"Eshop-ufrj(12)","0.057376","0.062328","0.128442","0.043978","0.055337","0.121742","0.059998","0.050968","0.105724","0.033494","0.033785","0.113005","0.474446"
"Doorlopende reisverzekering(12)","0.069027","0.061162","0.124655","0.057377","0.054173","0.117956","0.052134","0.068443","0.143586","0.046891","0.043105","0.094365","0.463379"
"Dummy Car(12)","0.045143","0.032329","0.086502","0.034951","0.027669","0.081259","0.034367","0.031164","0.075433","0.034076","0.026795","0.079511","0.660847"
"WB2(12)","0.045435","0.040484","0.154654","0.036115","0.033785","0.145043","0.034659","0.032329","0.133392","0.034658","0.034367","0.144751","0.309891"
"Text Editor(12)","0.041358","0.029708","0.109219","0.031456","0.025047","0.127859","0.038736","0.025922","0.099608","0.031455","0.024465","0.101063","0.453476"
"Adams Car(12)","0.059997","0.111258","0.089996","0.043979","0.103102","0.084171","0.038737","0.036115","0.080385","0.03961","0.037863","0.085045","0.70133"
"CCCMS(12)","0.0699","0.085336","0.119412","0.055047","0.061745","0.110384","0.053298","0.045726","0.096695","0.054173","0.047765","0.110092","0.364645"
"mon model(12)","0.054464","0.055046","0.103976","0.039901","0.047474","0.097277","0.039902","0.034367","0.092617","0.039028","0.034077","0.096695","0.435419"
"a(12)","0.043396","0.043687","0.121742","0.030872","0.037863","0.114461","0.03029","0.039319","0.103393","0.029416","0.037571","0.113297","0.370179"
"aaaaaa(12)","0.045435","0.035532","0.070774","0.032329","0.032038","0.067279","0.032328","0.029125","0.062036","0.03262","0.030873","0.064366","0.395518"
"Pruebas(12)","0.040484","0.019514","0.117665","0.027087","0.015145","0.108054","0.028543","0.014853","0.10252","0.02563","0.014853","0.106889","0.29125"
"Address Book(12)","0.066405","0.055919","0.11417","0.052134","0.050387","0.105141","0.049221","0.048057","0.101646","0.052133","0.050678","0.105724","0.440953"
"Sisgeo(12)","0.025048","0.020969","0.140674","0.017475","0.015145","0.13048","0.017184","0.015145","0.119995","0.016019","0.015145","0.129024","0.299405"
"Multiplicador de n matrices(12)","0.048348","0.038445","0.120869","0.033785","0.032619","0.11184","0.034076","0.031455","0.105432","0.03495","0.032329","0.12116","0.44736"
"Movil(12)","0.060871","0.036407","0.110966","0.039027","0.032329","0.104268","0.033785","0.030581","0.097569","0.032911","0.031455","0.103685","0.399887"
"ID(12)","0.016893","0.012815","0.025339","0.010194","0.009029","0.02068","0.010485","0.00932","0.020388","0.010193","0.008446","0.020096","0.728999"
"gs(12)","0.059997","0.050386","0.127567","0.049221","0.046017","0.119704","0.048348","0.042523","0.167761","0.053591","0.045435","0.120869","0.627353"
"MyDental(12)","0.059706","0.053881","0.105724","0.045143","0.041649","0.084172","0.043979","0.040193","0.079511","0.043979","0.042231","0.084753","0.584539"
"FM with optional XOR(12)","0.057376","0.04194","0.127568","0.045726","0.036116","0.120578","0.0466","0.034368","0.109801","0.045144","0.035242","0.131353","0.541725"
"Final model(12)","0.055629","0.03757","0.141548","0.04427","0.028834","0.128441","0.042814","0.027087","0.122616","0.041941","0.027961","0.129606","0.429885"
"Sylvain Example(12)","0.048056","0.030581","0.129897","0.039319","0.025048","0.120577","0.039319","0.025048","0.115918","0.03961","0.025339","0.119704","0.373965"
"E-commerce system1(12)","0.027959","0.022426","0.090288","0.018931","0.016602","0.082715","0.020387","0.016601","0.080385","0.017766","0.016892","0.081259","0.463962"
"FeatureModelName(12)","0.042522","0.036989","0.071356","0.032912","0.031164","0.065823","0.027378","0.025339","0.063783","0.026795","0.026504","0.065531","0.770065"
"Content(12)","0.098152","0.06291","0.120286","0.061163","0.045726","0.129897","0.040775","0.042231","0.092618","0.040775","0.04427","0.112131","0.624149"
"Attempt of mine(12)","0.060289","0.046309","0.115335","0.049512","0.066987","0.117374","0.04893","0.03495","0.09786","0.048639","0.041067","0.108636","0.682399"
"Content(12)","0.053298","0.052717","0.115918","0.042523","0.046891","0.106015","0.041939","0.044852","0.099899","0.041939","0.046309","0.105432","0.683273"
"Content model(12)","0.049804","0.042231","0.115335","0.038736","0.035824","0.108345","0.037279","0.034368","0.09553","0.038445","0.035824","0.10951","0.689388"
"eLearning ways(12)","0.053882","0.045726","0.159023","0.043105","0.038154","0.150576","0.041357","0.035824","0.134266","0.042231","0.039901","0.161935","0.343966"
"Topology(12)","0.05126","0.03262","0.10252","0.040192","0.026504","0.095821","0.040484","0.031164","0.105724","0.042231","0.029125","0.105432","0.532987"
"This is a test(12)","0.067861","0.072812","0.139509","0.055337","0.06524","0.130188","0.056211","0.047183","0.124947","0.047183","0.040192","0.1165","0.425516"
"Congress Assistant(12)","0.041649","0.036406","0.121452","0.030872","0.031455","0.113297","0.063493","0.044853","0.116208","0.033494","0.034076","0.122034","0.404546"
"JCS(12)","0.06524","0.052134","0.136887","0.053881","0.048348","0.118538","0.050095","0.040192","0.110674","0.049512","0.042814","0.119121","0.336102"
"Ooredoo(12)","0.06029","0.032038","0.122617","0.056503","0.02796","0.116208","0.064075","0.028252","0.118539","0.053298","0.029125","0.124072","0.530949"
"M-learning Requirements Catalog(12)","0.042522","0.041649","0.173294","0.032328","0.035241","0.165139","0.035823","0.039027","0.141256","0.029999","0.032911","0.152324","0.343092"
"TW SPL Hard Choices(12)","0.031746","0.024465","0.046308","0.02097","0.019514","0.042523","0.021844","0.020387","0.041066","0.02097","0.020096","0.041357","0.599975"
"Jogo(12)","0.022135","0.018058","0.034076","0.015145","0.01398","0.029417","0.016601","0.014271","0.029707","0.014854","0.014272","0.029417","0.622983"
"rotation(12)","0.024756","0.026794","0.055046","0.01631","0.021552","0.04893","0.017475","0.021261","0.048347","0.015727","0.021552","0.049804","0.767444"
"Online Shop Feature Model(12)","0.06524","0.051551","0.105141","0.05359","0.0466","0.098151","0.03728","0.038737","0.094074","0.038154","0.040483","0.101063","0.66172"
"Telecommunication_System(12)","0.022135","0.015145","0.061453","0.02563","0.01165","0.055921","0.016019","0.01165","0.050677","0.015145","0.011941","0.055046","0.161061"
"Aircraft PL(13)","0.033785","0.029708","0.059998","0.029708","0.028834","0.059124","0.02563","0.0233","0.048348","0.026213","0.024757","0.054755","0.131645"
"CFDP Library(13)","0.041066","0.036697","0.131936","0.030872","0.031163","0.127859","0.029707","0.026504","0.110967","0.030873","0.02796","0.123781","0.251349"
"CFDP Library(13)","0.065822","0.061744","0.17242","0.068735","0.059415","0.17941","0.057085","0.055628","0.163391","0.058541","0.061745","0.181158","0.339306"
"Tata Cars(13)","0.075143","0.049512","0.109802","0.050095","0.043396","0.10252","0.050386","0.041939","0.139218","0.05126","0.043105","0.103685","0.554248"
"KIModel(13)","0.043105","0.036115","0.095821","0.031164","0.029999","0.087666","0.032911","0.030582","0.08854","0.031455","0.030291","0.089123","0.53357"
"G10-music player(13)","0.066405","0.07922","0.097568","0.057085","0.049804","0.092035","0.043979","0.043979","0.088831","0.045434","0.044853","0.092618","0.623858"
"RE(13)","0.092617","0.070774","0.127859","0.079219","0.062328","0.119703","0.057376","0.053299","0.112423","0.05825","0.056211","0.120869","0.589199"
"FM1(13)","0.016601","0.013107","0.025338","0.010194","0.009029","0.020679","0.010194","0.009028","0.020679","0.009903","0.008738","0.020679","0.809675"
"Parking lot Manager(13)","0.061454","0.036697","0.119413","0.034076","0.030872","0.111258","0.034659","0.030581","0.104559","0.033495","0.03029","0.111549","0.649196"
"Veículo(13)","0.089413","0.080093","0.201253","0.076016","0.071647","0.192225","0.086793","0.077472","0.182032","0.076598","0.071939","0.194264","0.649196"
"Car(13)","0.059997","0.057085","0.133392","0.045435","0.049512","0.123781","0.046309","0.050386","0.126694","0.050095","0.054464","0.133975","0.899089"
"Homepage based on wiki(13)","0.05126","0.043396","0.163391","0.037863","0.034949","0.149703","0.043396","0.036116","0.147955","0.03961","0.036697","0.150867","0.559491"
"Toyota Feature Model(13)","0.046308","0.041939","0.215525","0.037279","0.038737","0.208536","0.036115","0.039902","0.203583","0.046017","0.034077","0.186692","0.415322"
"NCV_Simulation(13)","0.044562","0.034368","0.126112","0.033203","0.027377","0.116791","0.035823","0.027086","0.11184","0.033493","0.027378","0.117082","0.364645"
"i18n(13)","0.080094","0.05126","0.124946","0.066114","0.044561","0.115917","0.0466","0.043978","0.108345","0.040192","0.04427","0.116209","0.75259"
"MiniRPG(13)","0.046892","0.041357","0.07922","0.037863","0.036115","0.073977","0.037571","0.034949","0.071065","0.036406","0.035532","0.073686","0.585704"
"Mobile Media(13)","0.05825","0.062327","0.142131","0.045144","0.053882","0.130189","0.045143","0.053882","0.129898","0.046309","0.055338","0.133393","0.509978"
"Analisis(13)","0.04893","0.028542","0.131645","0.038445","0.022717","0.121452","0.026504","0.022717","0.117664","0.025922","0.023591","0.120868","0.613373"
